ob,variable,family,k,lag_sec,n_events,real_low_to_high_delta_z,real_high_to_low_delta_z,real_direction_contrast_z,real_abs_direction_contrast_z,non_event_abs_direction_median_z,event_minus_non_event_abs_direction_z,p_non_event_abs_direction_ge_event,event_conditioned_gate
14,all_tangential,diffuse_baseline,8,0.1,47,0.37703404566151677,-0.21970396905803263,0.5967380147195493,0.5967380147195493,0.16387745082771626,0.4328605638918331,0.05,True
14,shell_core_tangential,radial_level,8,0.1,47,0.6635549025165596,-0.355814728727969,1.0193696312445286,1.0193696312445286,0.15065123626877172,0.8687183949757569,0.0,True
14,shell_middle_tangential,radial_level,8,0.1,47,0.35657698468892696,-0.18124724531192107,0.537824230000848,0.537824230000848,0.13239446446612851,0.4054297655347195,0.075,True
14,shell_edge_tangential,radial_level,8,0.1,47,0.1344739686451358,-0.21438057413722644,0.3488545427823623,0.3488545427823623,0.16956054683906757,0.1792939959432947,0.2,True
14,shell_edge_minus_core,radial_contrast,8,0.1,47,-0.226085222521681,0.0003073566950823059,-0.2263925792167633,0.2263925792167633,0.30532675729751557,-0.07893417808075226,0.625,False
14,shell_middle_minus_core,radial_contrast,8,0.1,47,-0.07256326702870139,0.12176704792407729,-0.1943303149527787,0.1943303149527787,0.20966138779946736,-0.015331072846688665,0.55,False
14,shell_radius_corr_tangential,radial_gradient,8,0.1,47,-0.40667754825776525,-0.11653259091836016,-0.2901449573394051,0.2901449573394051,0.20356509511381607,0.08657986222558903,0.325,True
14,density_dense_tangential,density_level,8,0.1,47,0.5505468062253199,-0.2204612094900336,0.7710080157153535,0.7710080157153535,0.23572923700930443,0.5352787787060491,0.0,True
14,density_middle_tangential,density_level,8,0.1,47,0.6122529350856198,-0.1252190321906036,0.7374719672762234,0.7374719672762234,0.1926949208978359,0.5447770463783875,0.0,True
14,density_sparse_tangential,density_level,8,0.1,47,-0.010712431947355078,-0.2761016929929306,0.2653892610455755,0.2653892610455755,0.20599059460596905,0.05939866643960642,0.325,True
14,density_sparse_minus_dense,density_contrast,8,0.1,47,-0.5469213135392326,-0.005737196917379617,-0.541184116621853,0.541184116621853,0.1659998545704672,0.3751842620513858,0.15,True
14,density_knn_distance_corr_tangential,density_gradient,8,0.1,47,-0.3587328226021942,-0.08087388859800637,-0.2778589340041878,0.2778589340041878,0.23776830230822407,0.04009063169596375,0.475,False
