component,variable,metric_key,n_ob,n_events,null_median_low_to_high_delta_z,null_median_high_to_low_delta_z,null_median_direction_contrast_z,null_abs_median_direction_contrast_z,null_direction_contrast_sign_consistency,replicate
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.04385432766926123,0.034178434503360555,-0.10785128635226537,0.10785128635226537,0.6842105263157895,87
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,-0.09554936381884863,-0.041313196348419456,-0.10201579351356288,0.10201579351356288,0.6842105263157895,87
affine_resid,mean_speed,affine_resid__mean_speed,19,1471,-0.001975919045112434,0.061122083937912325,-0.09941919373490599,0.09941919373490599,0.5789473684210527,87
raw,speed_rms,raw__speed_rms,19,1471,-0.19681865365642742,-0.005453786199300481,-0.0957118973659492,0.0957118973659492,0.5789473684210527,87
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,-0.10884507457947626,0.00228628186076818,-0.08808060028543763,0.08808060028543763,0.6842105263157895,87
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,-0.0692599426491341,-0.019271878217945182,-0.07052992082586834,0.07052992082586834,0.5263157894736842,87
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1471,-0.06820980880213523,-0.00949542583595786,-0.05871438296617737,0.05871438296617737,0.5263157894736842,87
raw,speed_rms,raw__speed_rms,19,1469,-0.0771921387148504,-0.008184768654798748,0.10847460563498706,0.10847460563498706,0.5263157894736842,88
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1469,-0.03443754764660095,0.027970352472262594,-0.10800516484477929,0.10800516484477929,0.631578947368421,88
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1469,-0.018308179015618445,-0.023135098254023156,0.0920144404204066,0.0920144404204066,0.5789473684210527,88
affine_resid,velocity_cov_trace,affine_resid__velocity_cov_trace,19,1469,0.021500255652458777,0.05242319590593003,-0.07271825415022115,0.07271825415022115,0.5263157894736842,88
affine_pred,speed_rms,affine_pred__speed_rms,19,1469,-0.005324281784916812,0.03204231094217416,-0.06654528251982533,0.06654528251982533,0.5789473684210527,88
affine_resid,mean_speed,affine_resid__mean_speed,19,1469,0.054245914768493275,-0.014725478074987863,0.0617043164304082,0.0617043164304082,0.631578947368421,88
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1469,-0.011315263515179808,0.01666513027103727,0.05600088121426755,0.05600088121426755,0.5263157894736842,88
affine_resid,speed_rms,affine_resid__speed_rms,19,1469,0.028278582304144984,0.03550269204157014,-0.04892276834187728,0.04892276834187728,0.5263157894736842,88
raw,mean_speed,raw__mean_speed,19,1469,-0.08710109020187898,0.021372686736769397,-0.04622891425627201,0.04622891425627201,0.5263157894736842,88
affine_pred,tangential_speed_mean,affine_pred__tangential_speed_mean,19,1469,-0.05106779144350257,-0.01667050501713618,0.025460755685862462,0.025460755685862462,0.5263157894736842,88
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1469,-0.06257000705900556,-0.057409564618838824,-0.024160008277969103,0.024160008277969103,0.5263157894736842,88
affine_pred,mean_speed,affine_pred__mean_speed,19,1469,-0.03872316899727313,-0.03721900168802522,-0.005881995988309741,0.005881995988309741,0.5263157894736842,88
raw,speed_rms,raw__speed_rms,19,1471,0.08593703843044687,-0.058006610647010085,0.1564549296157332,0.1564549296157332,0.631578947368421,89
affine_pred,velocity_cov_trace,affine_pred__velocity_cov_trace,19,1471,0.12864456057657198,0.021688283487886317,0.12481723117517174,0.12481723117517174,0.7368421052631579,89
raw,velocity_cov_trace,raw__velocity_cov_trace,19,1471,0.006696574961591886,-0.07893326631803083,0.12288312462678948,0.12288312462678948,0.631578947368421,89
affine_resid,speed_rms,affine_resid__speed_rms,19,1471,-0.013814434603146214,-0.08493041139154478,0.10790672531511541,0.10790672531511541,0.5789473684210527,89
affine_resid,tangential_speed_mean,affine_resid__tangential_speed_mean,19,1471,-0.07248834911427932,0.007815409039879317,-0.10727520516330562,0.10727520516330562,0.631578947368421,89
raw,tangential_speed_mean,raw__tangential_speed_mean,19,1471,-0.05742169420452782,-0.01870262184761201,0.10541733089192484,0.10541733089192484,0.5263157894736842,89
affine_pred,mean_speed,affine_pred__mean_speed,19,1471,0.053110638885590866,0.09397440603455254,0.10458574752430949,0.10458574752430949,0.5263157894736842,89
