ob,variable,phase,event_type,n_events,real_phase_median_z,null_phase_median_z,event_minus_null_z,p_null_abs_excess_ge_real_abs_excess,event_type_gate
13,all_tangential,near_pre,low_to_high,52,-0.24300364742375513,0.021829142483286136,-0.2648327899070413,0.1,True
13,all_tangential,near_pre,high_to_low,50,0.013745854977951846,0.02654154324038205,-0.012795688262430202,0.925,False
13,all_tangential,near_post,low_to_high,52,0.2834113909209778,0.014936073739489228,0.26847531718148854,0.1,True
13,all_tangential,near_post,high_to_low,50,-0.15021310562887039,0.016813679505222348,-0.16702678513409275,0.175,True
13,shell_edge_minus_core,near_pre,low_to_high,52,-0.09891093569060057,-0.06717045996933335,-0.03174047572126722,0.8,False
13,shell_edge_minus_core,near_pre,high_to_low,50,0.24191613311022167,-0.026567317888849997,0.26848345099907167,0.025,True
13,shell_edge_minus_core,near_post,low_to_high,52,-0.03619562506500534,0.0004203156757248208,-0.03661594074073016,0.65,False
13,shell_edge_minus_core,near_post,high_to_low,50,-0.084117582710663,-0.017123363820376054,-0.06699421889028695,0.575,False
13,shell_core_tangential,near_pre,low_to_high,52,-0.1980877999443631,0.01256387725627187,-0.21065167720063496,0.125,True
13,shell_core_tangential,near_pre,high_to_low,50,-0.2214626455042094,0.031146594037014124,-0.25260923954122355,0.125,True
13,shell_core_tangential,near_post,low_to_high,52,0.19424331875736583,-0.028963615407171163,0.223206934164537,0.1,True
13,shell_core_tangential,near_post,high_to_low,50,0.007216425640298884,-0.012721400030561037,0.019937825670859922,0.925,False
13,shell_middle_tangential,near_pre,low_to_high,52,-0.08212274319675068,0.0748507229403067,-0.15697346613705737,0.25,True
13,shell_middle_tangential,near_pre,high_to_low,50,0.1616640517307865,0.013478575981595343,0.14818547574919114,0.25,True
13,shell_middle_tangential,near_post,low_to_high,52,0.08855554194989128,0.021491918181993308,0.06706362376789797,0.475,False
13,shell_middle_tangential,near_post,high_to_low,50,-0.13661115249356603,0.04188914144407843,-0.17850029393764447,0.15,True
13,shell_edge_tangential,near_pre,low_to_high,52,-0.23946170963738067,0.021391121941884087,-0.26085283157926475,0.1,True
13,shell_edge_tangential,near_pre,high_to_low,50,0.183237845047791,0.0374439417888677,0.1457939032589233,0.275,False
13,shell_edge_tangential,near_post,low_to_high,52,0.20846916975043084,-0.010073397437438705,0.21854256718786955,0.05,True
13,shell_edge_tangential,near_post,high_to_low,50,-0.14984659863707256,0.015459053473913778,-0.16530565211098633,0.125,True
