variable,family,n_ob,n_events,null_median_low_to_high_delta_z,null_median_high_to_low_delta_z,null_median_direction_contrast_z,null_abs_median_direction_contrast_z,null_direction_contrast_sign_consistency,replicate
edge_minus_core_resid_speed,edge_core,19,1471,-0.1185641061447241,0.01952347129540094,-0.13808757744012504,0.13808757744012504,0.631578947368421,35
resid_inward_fraction,radial,19,1471,-0.000967427469078963,-0.1176301795072652,0.09157685343255957,0.09157685343255957,0.631578947368421,35
edge_minus_core_resid_tangential,edge_core,19,1471,-0.031943893909122785,-0.009726727557471948,-0.07667500641793722,0.07667500641793722,0.631578947368421,35
radius_resid_speed_corr,edge_core,19,1471,-0.06505254782552056,0.050399113200124,-0.0728637969060357,0.0728637969060357,0.6842105263157895,35
resid_radial_velocity_mean,radial,19,1471,-0.025376756380835752,-0.09150618238193498,0.05568628802312428,0.05568628802312428,0.631578947368421,35
resid_tangential_speed_mean,tangential_swirl,19,1471,0.07078724382585588,0.008126317577699715,0.05552423110354368,0.05552423110354368,0.6842105263157895,35
resid_polarization,residual_order,19,1471,-0.17063314590691286,0.06744797318385447,-0.18181571928587226,0.18181571928587226,0.7368421052631579,36
resid_tangential_fraction,tangential_swirl,19,1471,-0.06575390191786779,-0.026804185663261107,-0.10811650404391104,0.10811650404391104,0.5263157894736842,36
resid_velocity_cov_trace,residual_intensity,19,1471,0.03877337946760806,-0.07613885391347885,0.10173197783640614,0.10173197783640614,0.631578947368421,36
radius_resid_tangential_corr,edge_core,19,1471,-0.13580415373253993,-0.11589834548020728,-0.08813672736968725,0.08813672736968725,0.5789473684210527,36
edge_minus_core_resid_tangential,edge_core,19,1471,-0.10777626483787016,-0.026262256515325322,-0.07485557135637538,0.07485557135637538,0.5789473684210527,36
edge_minus_core_resid_speed,edge_core,19,1471,0.0016787785176063386,0.05425592824752604,-0.07407579903673822,0.07407579903673822,0.5789473684210527,36
resid_radial_abs_mean,radial,19,1471,0.00850641171647637,0.006198208063336458,0.06308451877886223,0.06308451877886223,0.5789473684210527,36
resid_speed_rms,residual_intensity,19,1471,0.042125407712753304,-0.06177796335419988,0.04029553022181942,0.04029553022181942,0.5789473684210527,36
resid_radial_velocity_mean,radial,19,1471,-0.0417826158610926,0.01121482409993646,-0.036898937873249105,0.036898937873249105,0.5789473684210527,36
radius_resid_speed_corr,edge_core,19,1471,-0.04280364660647251,-0.03847879088244255,-0.026194209858284634,0.026194209858284634,0.5263157894736842,36
resid_tangential_speed_mean,tangential_swirl,19,1471,-0.003128308231307955,0.03842466194431286,-0.005502754417196609,0.005502754417196609,0.5263157894736842,36
resid_inward_fraction,radial,19,1471,-0.01057651675104293,-0.07598793013764377,-0.0016495672561183672,0.0016495672561183672,0.5263157894736842,36
resid_radial_abs_mean,radial,19,1470,-0.11297355756428859,0.09980090180165968,-0.15206321141324877,0.15206321141324877,0.5789473684210527,37
resid_inward_fraction,radial,19,1471,0.010340166156320526,-0.14825803577041602,0.12537335290501844,0.12537335290501844,0.6842105263157895,37
radius_resid_tangential_corr,edge_core,19,1470,-0.00919078159927711,0.012656489905932156,-0.12120623028411703,0.12120623028411703,0.6842105263157895,37
resid_velocity_cov_trace,residual_intensity,19,1471,0.02136401676011876,-0.06895336859116735,0.09815228974274659,0.09815228974274659,0.6842105263157895,37
resid_speed_rms,residual_intensity,19,1471,0.007182850913843103,-0.08998589016432833,0.09024876444738159,0.09024876444738159,0.6842105263157895,37
resid_polarization,residual_order,19,1470,-0.10286856662158667,0.047662009522422916,-0.09002239965319925,0.09002239965319925,0.6842105263157895,37
edge_minus_core_resid_speed,edge_core,19,1471,0.023335133199296334,-0.11590893169694105,0.08840208673993044,0.08840208673993044,0.5789473684210527,37
resid_radial_velocity_mean,radial,19,1470,0.05155849175812527,0.0036698686077688836,-0.06940700796232835,0.06940700796232835,0.5789473684210527,37
resid_tangential_fraction,tangential_swirl,19,1470,-0.02537488123117627,-0.08658243458284191,0.06457246184980346,0.06457246184980346,0.5263157894736842,37
resid_tangential_speed_mean,tangential_swirl,19,1471,-0.03989399929500537,0.005653321220778565,0.06147345003970456,0.06147345003970456,0.631578947368421,37
edge_minus_core_resid_tangential,edge_core,19,1471,0.12785743765069052,0.019246704901848363,0.009849630242601493,0.009849630242601493,0.5789473684210527,37
radius_resid_speed_corr,edge_core,19,1470,-0.04859314006383209,-0.06550997395804081,0.004764045656998062,0.004764045656998062,0.5789473684210527,37
resid_radial_abs_mean,radial,19,1471,-0.028409744009058185,-0.11539148723081327,0.10905571170978723,0.10905571170978723,0.5789473684210527,38
resid_tangential_fraction,tangential_swirl,19,1471,-0.13730716745212793,-0.026037570033096175,-0.10774925632347077,0.10774925632347077,0.631578947368421,38
resid_radial_velocity_mean,radial,19,1471,-0.18390306449997887,0.06090078550290513,-0.10325369702502812,0.10325369702502812,0.5263157894736842,38
edge_minus_core_resid_tangential,edge_core,19,1471,-0.001441620116187342,0.00611521269582338,-0.09702866704030277,0.09702866704030277,0.5263157894736842,38
radius_resid_tangential_corr,edge_core,19,1471,-0.053627239497477164,-0.009092283430436554,0.06571212095689001,0.06571212095689001,0.5263157894736842,38
resid_polarization,residual_order,19,1471,-0.02828342578646517,0.02688875519607542,0.05639608617989711,0.05639608617989711,0.5789473684210527,38
resid_speed_rms,residual_intensity,19,1471,0.05470333623112979,-0.012728643732930311,0.05637385279206816,0.05637385279206816,0.5263157894736842,38
resid_inward_fraction,radial,19,1471,-0.005203842372095202,-0.1858365801807489,-0.054318950140124306,0.054318950140124306,0.5263157894736842,38
edge_minus_core_resid_speed,edge_core,19,1471,-0.08334856658447226,-0.13230569552726534,0.04873801292094174,0.04873801292094174,0.5263157894736842,38
radius_resid_speed_corr,edge_core,19,1471,-0.03871236398584667,-0.01337305112651066,0.010146282580135224,0.010146282580135224,0.5263157894736842,38
resid_tangential_speed_mean,tangential_swirl,19,1471,-0.06480080275389033,0.02178976327295548,0.00532752103138498,0.00532752103138498,0.5263157894736842,38
resid_velocity_cov_trace,residual_intensity,19,1471,0.057978886479895804,-0.03992457096839741,0.004677177588454706,0.004677177588454706,0.5789473684210527,38
edge_minus_core_resid_speed,edge_core,19,1471,-0.007110205313078932,-0.028460655169017506,0.12103399235639595,0.12103399235639595,0.5789473684210527,39
radius_resid_speed_corr,edge_core,19,1471,-0.1010753904194972,0.07832533097035431,-0.09256346346983807,0.09256346346983807,0.5263157894736842,39
radius_resid_tangential_corr,edge_core,19,1471,0.05807984422344603,0.011106590641242975,-0.08883488472099105,0.08883488472099105,0.5789473684210527,39
resid_radial_abs_mean,radial,19,1471,0.0451886909617486,0.09181470234868261,-0.083226122349712,0.083226122349712,0.631578947368421,39
resid_tangential_fraction,tangential_swirl,19,1471,0.047965864504643074,0.004549002731506269,0.0700076372902197,0.0700076372902197,0.631578947368421,39
resid_inward_fraction,radial,19,1471,0.058963308156356684,2.4654432399962012e-05,0.06873085391945034,0.06873085391945034,0.5789473684210527,39
resid_tangential_speed_mean,tangential_swirl,19,1471,-0.06968818467935986,0.04769386949947613,-0.04115556174318924,0.04115556174318924,0.5263157894736842,39
resid_radial_velocity_mean,radial,19,1471,0.07937983879520294,0.01736816463304333,-0.03911136154631531,0.03911136154631531,0.5263157894736842,39
resid_velocity_cov_trace,residual_intensity,19,1471,0.04555840505615555,0.00535269602704061,-0.03521545947485394,0.03521545947485394,0.5263157894736842,39
resid_polarization,residual_order,19,1471,-0.009688005063647892,-0.032308891069419976,-0.02350130128414274,0.02350130128414274,0.5263157894736842,39
edge_minus_core_resid_tangential,edge_core,19,1471,0.03376907186158287,-0.051223711709452814,0.01810554290646503,0.01810554290646503,0.5789473684210527,39
resid_speed_rms,residual_intensity,19,1471,0.06359345466683639,0.0030140410994683453,-0.005996369735406237,0.005996369735406237,0.5789473684210527,39
resid_radial_abs_mean,radial,19,1471,0.08905021404520796,-0.07175391085694496,0.20904457710622676,0.20904457710622676,0.6842105263157895,40
edge_minus_core_resid_tangential,edge_core,19,1471,0.13529893329699255,-0.0397046512448925,0.16976884057560238,0.16976884057560238,0.5789473684210527,40
resid_polarization,residual_order,19,1471,0.083944394542451,-0.029470541999709943,0.15208799552182012,0.15208799552182012,0.5789473684210527,40
resid_inward_fraction,radial,19,1471,-0.0042256865336808,-0.057603631555383394,0.1431179661375473,0.1431179661375473,0.6842105263157895,40
radius_resid_speed_corr,edge_core,19,1471,0.04383015287986347,-0.07518128121789303,0.13503156643335917,0.13503156643335917,0.5789473684210527,40
resid_tangential_fraction,tangential_swirl,19,1471,-0.09150951797592116,0.06631171755002002,-0.09298849436776946,0.09298849436776946,0.6842105263157895,40
resid_tangential_speed_mean,tangential_swirl,19,1471,0.11095509436415468,0.08804427249356886,-0.08070920528634629,0.08070920528634629,0.5263157894736842,40
edge_minus_core_resid_speed,edge_core,19,1471,0.011555255651340163,-0.03559257285716666,0.06584189730573892,0.06584189730573892,0.631578947368421,40
resid_speed_rms,residual_intensity,19,1471,0.012816765147661738,0.05359440023571653,0.061338040591729634,0.061338040591729634,0.5263157894736842,40
resid_velocity_cov_trace,residual_intensity,19,1471,0.020443459148573484,0.0591501868263031,0.04448508416508094,0.04448508416508094,0.5263157894736842,40
radius_resid_tangential_corr,edge_core,19,1471,0.09169107392676185,0.010673500665151742,0.026504622338936967,0.026504622338936967,0.631578947368421,40
resid_radial_velocity_mean,radial,19,1471,-0.0731630323116808,-0.014552252941934185,0.024521905336842065,0.024521905336842065,0.5263157894736842,40
edge_minus_core_resid_speed,edge_core,19,1470,-0.019573292250124844,0.11856721565266706,-0.162820473159415,0.162820473159415,0.5789473684210527,41
resid_speed_rms,residual_intensity,19,1470,-0.0578461688169003,0.1327204562446942,-0.15540539651860003,0.15540539651860003,0.631578947368421,41
resid_velocity_cov_trace,residual_intensity,19,1470,-0.0563003297294038,0.11891568339056763,-0.10972285752862809,0.10972285752862809,0.5789473684210527,41
radius_resid_speed_corr,edge_core,19,1470,0.08720105264484845,0.03706672318483449,0.1091990115447972,0.1091990115447972,0.6842105263157895,41
resid_radial_velocity_mean,radial,19,1470,0.050113917990317114,-0.10632590284809806,0.1077527992145591,0.1077527992145591,0.6842105263157895,41
resid_tangential_fraction,tangential_swirl,19,1470,0.020448129702352685,-0.03675185151973985,0.09005079583467024,0.09005079583467024,0.5263157894736842,41
resid_polarization,residual_order,19,1470,0.0036287093229036005,0.04983657368412213,0.08318226312456134,0.08318226312456134,0.5789473684210527,41
resid_tangential_speed_mean,tangential_swirl,19,1470,-0.06216285864076323,-0.04062658020910803,-0.07852675338079249,0.07852675338079249,0.5263157894736842,41
edge_minus_core_resid_tangential,edge_core,19,1470,0.016416103504279217,0.045454555240666716,-0.07270456449179177,0.07270456449179177,0.631578947368421,41
radius_resid_tangential_corr,edge_core,19,1470,0.10961556072245193,0.05730494881286413,0.04871758816589883,0.04871758816589883,0.5789473684210527,41
resid_inward_fraction,radial,19,1470,-0.0761631639051853,-0.1157909411679269,0.029212011678939498,0.029212011678939498,0.5263157894736842,41
resid_radial_abs_mean,radial,19,1470,-0.06178087107900257,0.03376712573987986,-0.028737001333877604,0.028737001333877604,0.5789473684210527,41
resid_velocity_cov_trace,residual_intensity,19,1471,0.05410541798335097,-0.014352450201460375,0.18138806619025127,0.18138806619025127,0.5789473684210527,42
edge_minus_core_resid_tangential,edge_core,19,1471,-0.0055710800670330796,-0.08481429470863933,0.1490834689574523,0.1490834689574523,0.5789473684210527,42
resid_speed_rms,residual_intensity,19,1471,0.03006499272450934,-0.005609718664914824,0.1168153387653293,0.1168153387653293,0.5789473684210527,42
resid_tangential_speed_mean,tangential_swirl,19,1471,0.04723157071104733,-0.0012171054432035255,0.09023156999264581,0.09023156999264581,0.631578947368421,42
resid_inward_fraction,radial,19,1471,0.00472127817693907,0.08399994852833315,-0.08791264305362118,0.08791264305362118,0.631578947368421,42
resid_tangential_fraction,tangential_swirl,19,1471,0.15799660575430097,0.0020549437402495874,0.08000589488083407,0.08000589488083407,0.5789473684210527,42
resid_radial_velocity_mean,radial,19,1471,-0.016207219934124925,-0.13181691942111157,0.07689756852836932,0.07689756852836932,0.5789473684210527,42
edge_minus_core_resid_speed,edge_core,19,1471,0.01597950737954662,-0.02914255872470918,0.07439523799433856,0.07439523799433856,0.5263157894736842,42
radius_resid_speed_corr,edge_core,19,1471,-0.0658057709206568,0.05350607252780876,-0.07025378008640884,0.07025378008640884,0.7368421052631579,42
resid_polarization,residual_order,19,1471,0.10176145226888753,0.001009710295543087,-0.025882558002711276,0.025882558002711276,0.5263157894736842,42
radius_resid_tangential_corr,edge_core,19,1471,-0.003061030967383138,0.02319078298923155,-0.025717334272463505,0.025717334272463505,0.5789473684210527,42
resid_radial_abs_mean,radial,19,1471,-0.07045589713505579,-0.053602805673889864,-0.003753074524949107,0.003753074524949107,0.5263157894736842,42
radius_resid_tangential_corr,edge_core,19,1471,-0.06680054970734796,0.13850902046494828,-0.1731670009242311,0.1731670009242311,0.8421052631578947,43
edge_minus_core_resid_tangential,edge_core,19,1471,-0.01421700154791683,0.05812203724698112,-0.15250996255833807,0.15250996255833807,0.631578947368421,43
radius_resid_speed_corr,edge_core,19,1471,-0.05204593731372646,0.06373318092975794,-0.1464986441741864,0.1464986441741864,0.631578947368421,43
resid_radial_abs_mean,radial,19,1471,0.10022185554004437,-0.0339076638473462,0.09148285437018877,0.09148285437018877,0.631578947368421,43
resid_radial_velocity_mean,radial,19,1471,0.03715250449538145,-0.09729404045393673,0.0634733935118385,0.0634733935118385,0.5789473684210527,43
edge_minus_core_resid_speed,edge_core,19,1471,0.0008128602752170422,0.02112687343856147,-0.047131073493189235,0.047131073493189235,0.5263157894736842,43
resid_velocity_cov_trace,residual_intensity,19,1471,0.06405830099244492,-0.0065589736202005255,0.03831766724266686,0.03831766724266686,0.5263157894736842,43
resid_speed_rms,residual_intensity,19,1471,0.070123095302142,0.014270527287462892,0.030084498161621592,0.030084498161621592,0.5263157894736842,43
resid_inward_fraction,radial,19,1471,-0.08819470738636381,0.12828543054139768,-0.01637881894424148,0.01637881894424148,0.5263157894736842,43
resid_tangential_fraction,tangential_swirl,19,1471,-0.11817781969711671,-0.033209508426263745,0.010211551571809113,0.010211551571809113,0.5263157894736842,43
