variable,family,n_ob,n_events,null_median_low_to_high_delta_z,null_median_high_to_low_delta_z,null_median_direction_contrast_z,null_abs_median_direction_contrast_z,null_direction_contrast_sign_consistency,replicate
resid_tangential_speed_mean,tangential_swirl,19,1471,-0.07303220365818404,-0.037491502599381776,0.0042809251480177835,0.0042809251480177835,0.5263157894736842,2
resid_speed_rms,residual_intensity,19,1470,0.13877482514858208,-0.05836117288774137,0.1905669309824558,0.1905669309824558,0.6842105263157895,3
resid_velocity_cov_trace,residual_intensity,19,1470,0.13132425688353988,-0.0575300516893984,0.18081083071734738,0.18081083071734738,0.7368421052631579,3
resid_tangential_speed_mean,tangential_swirl,19,1470,0.06371687849907004,-0.006950113210578923,0.13112841041518317,0.13112841041518317,0.6842105263157895,3
radius_resid_tangential_corr,edge_core,19,1470,0.005290270864177424,-0.11930419057556199,0.10730044441165425,0.10730044441165425,0.5789473684210527,3
resid_tangential_fraction,tangential_swirl,19,1470,-0.04255235758955961,-0.11407374974014525,-0.10408820848491351,0.10408820848491351,0.5789473684210527,3
resid_polarization,residual_order,19,1470,-0.0560629039059119,-0.021851220422226647,-0.053438809091424,0.053438809091424,0.5789473684210527,3
edge_minus_core_resid_tangential,edge_core,19,1470,-0.00891220328455318,-0.11757951410348921,0.052746449791394645,0.052746449791394645,0.631578947368421,3
resid_radial_abs_mean,radial,19,1470,0.10358249085795893,0.016785165195512652,0.04783544927932718,0.04783544927932718,0.5789473684210527,3
radius_resid_speed_corr,edge_core,19,1470,-0.034489786390519556,-0.122790902285719,0.03661221156975049,0.03661221156975049,0.5789473684210527,3
resid_inward_fraction,radial,19,1470,0.01745917155005067,0.15272558611856712,-0.022945086756993083,0.022945086756993083,0.5789473684210527,3
resid_radial_velocity_mean,radial,19,1470,-0.049687276193328245,-0.028075301525067445,-0.0216119746682608,0.0216119746682608,0.5263157894736842,3
edge_minus_core_resid_speed,edge_core,19,1470,-0.023424587848845387,-0.10705452162303178,-0.005052251725938373,0.005052251725938373,0.5263157894736842,3
resid_speed_rms,residual_intensity,19,1471,-0.0032064680093950165,-0.06639244264890085,0.16427067691948832,0.16427067691948832,0.5789473684210527,4
resid_velocity_cov_trace,residual_intensity,19,1471,0.0070369499915580724,-0.04365750988878739,0.11631460180178083,0.11631460180178083,0.5263157894736842,4
resid_radial_abs_mean,radial,19,1471,-0.049013497927937966,-0.02131377879810338,0.09566220057265276,0.09566220057265276,0.5789473684210527,4
radius_resid_speed_corr,edge_core,19,1471,0.0023210044267583108,-0.01485931427599746,0.08550119256543146,0.08550119256543146,0.5789473684210527,4
radius_resid_tangential_corr,edge_core,19,1471,-0.01728845983102667,0.014316386441901863,0.08353524700808934,0.08353524700808934,0.5263157894736842,4
resid_tangential_speed_mean,tangential_swirl,19,1471,0.0028474476673094884,-0.10288176461954879,0.07909446687901883,0.07909446687901883,0.5263157894736842,4
resid_tangential_fraction,tangential_swirl,19,1471,0.02199558864973236,0.054704295593662744,0.07626665235986928,0.07626665235986928,0.6842105263157895,4
resid_polarization,residual_order,19,1471,0.06292991696166782,0.001959998524086848,0.06948549325658693,0.06948549325658693,0.5789473684210527,4
edge_minus_core_resid_speed,edge_core,19,1471,0.009556385191455408,-0.016445117177766422,0.05745078908774434,0.05745078908774434,0.6842105263157895,4
resid_radial_velocity_mean,radial,19,1471,-0.09811626895663672,0.015829522998694556,-0.053655163503148084,0.053655163503148084,0.5789473684210527,4
edge_minus_core_resid_tangential,edge_core,19,1471,0.10155795863460176,0.06453508313135958,0.038138119042867735,0.038138119042867735,0.5263157894736842,4
resid_inward_fraction,radial,19,1471,-0.06238533835755439,-0.03721368814351303,0.030209010000482723,0.030209010000482723,0.5263157894736842,4
edge_minus_core_resid_tangential,edge_core,19,1471,-0.11040742712817048,0.04494023648182732,-0.1815373318617708,0.1815373318617708,0.6842105263157895,5
resid_polarization,residual_order,19,1470,-0.008090858966555176,0.12579364307771396,-0.13403376495446356,0.13403376495446356,0.631578947368421,5
radius_resid_tangential_corr,edge_core,19,1470,-0.04075879757420916,-0.02374729124394115,-0.11351400927512006,0.11351400927512006,0.6842105263157895,5
resid_radial_velocity_mean,radial,19,1470,-0.03558183727668929,0.038679728120173194,-0.10253458664089418,0.10253458664089418,0.631578947368421,5
edge_minus_core_resid_speed,edge_core,19,1471,-0.054596035674964266,-0.03782319935250786,-0.10243420828360894,0.10243420828360894,0.631578947368421,5
resid_speed_rms,residual_intensity,19,1471,0.024849723686292832,0.0890717863691817,-0.08074730549780298,0.08074730549780298,0.631578947368421,5
