ob,variable,phase,event_type,n_events,real_phase_median_z,null_phase_median_z,event_minus_null_z,p_null_abs_excess_ge_real_abs_excess,event_type_gate
19,all_tangential,near_pre,low_to_high,72,-0.32228410685075704,0.04408602530159347,-0.3663701321523505,0.0,True
19,all_tangential,near_pre,high_to_low,71,0.1677578712166864,0.03127167939742451,0.1364861918192619,0.175,True
19,all_tangential,near_post,low_to_high,72,0.13621464026227462,0.022665966754569347,0.11354867350770527,0.125,False
19,all_tangential,near_post,high_to_low,71,0.005237132215288008,-0.015440490005029485,0.020677622220317493,0.875,False
19,shell_edge_minus_core,near_pre,low_to_high,72,-0.03673490145771177,-0.0053054631223268724,-0.0314294383353849,0.8,False
19,shell_edge_minus_core,near_pre,high_to_low,71,-0.1054730172158442,-0.020693622691832086,-0.08477939452401212,0.35,False
19,shell_edge_minus_core,near_post,low_to_high,72,-0.09739951619992546,0.01722830247212072,-0.11462781867204618,0.3,False
19,shell_edge_minus_core,near_post,high_to_low,71,0.14253697250841285,-0.006892637714644101,0.14942961022305695,0.075,True
19,shell_core_tangential,near_pre,low_to_high,72,-0.1601473817378315,0.0550160180604218,-0.2151633997982533,0.05,True
19,shell_core_tangential,near_pre,high_to_low,71,0.1887343327155184,0.04277692792729944,0.14595740478821895,0.175,True
19,shell_core_tangential,near_post,low_to_high,72,0.21077467203405406,0.021594699631756947,0.18917997240229711,0.05,True
19,shell_core_tangential,near_post,high_to_low,71,-0.17663804814347692,0.0034888364833346244,-0.18012688462681153,0.05,True
19,shell_middle_tangential,near_pre,low_to_high,72,-0.17052891928785696,0.013544796107466527,-0.1840737153953235,0.075,True
19,shell_middle_tangential,near_pre,high_to_low,71,0.02519533047590972,-0.00831135062081051,0.033506681096720226,0.625,False
19,shell_middle_tangential,near_post,low_to_high,72,0.15535843511750325,0.044678505303210436,0.11067992981429281,0.25,False
19,shell_middle_tangential,near_post,high_to_low,71,-0.21938920423478764,0.003556234202471663,-0.2229454384372593,0.0,True
19,shell_edge_tangential,near_pre,low_to_high,72,-0.15376621964336834,-0.001354670900560245,-0.1524115487428081,0.1,True
19,shell_edge_tangential,near_pre,high_to_low,71,0.409868113647739,-0.03421668313496219,0.4440847967827012,0.0,True
19,shell_edge_tangential,near_post,low_to_high,72,-0.014138776070603064,-0.018102000504069665,0.003963224433466601,0.95,False
19,shell_edge_tangential,near_post,high_to_low,71,-0.06389934841758269,0.01374338279279853,-0.07764273121038122,0.35,False
