target_id,role,b3_metric,local_metric,k,lag_sec,b3_ob1_event_direction_abs_z,b3_ob1_event_minus_non_event_direction_z,local_event_direction_abs_z,local_non_event_direction_abs_median_z,local_event_minus_non_event_direction_z,p_non_event_direction_ge_event,local_to_b3_direction_ratio,event_conditioned_local_gate,geometry_ladder_reading
T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,0.7109644217572649,0.44762068683233497,0.2645630210041784,0.33106154874084026,-0.06649852773666187,0.6,0.3721185096017429,False,local_nonaffine_not_event_conditioned
T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,0.05477792431488151,-0.250118491004096,0.15495304419411976,0.22981102074490817,-0.07485797655078841,0.675,2.8287498318373427,False,local_nonaffine_not_event_conditioned
T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,0.9708647013530642,0.6941250291831138,0.17860877830544092,0.22953638205612137,-0.05092760375068045,0.6,0.1839687631618694,False,local_affine_largely_absorbs_b3_signal
T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,1.0155786937167854,0.7384427308978178,0.110390064479988,0.18924364060278526,-0.07885357612279725,0.7,0.10869671170038596,False,local_affine_largely_absorbs_b3_signal
T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,0.7109644217572649,0.44762068683233497,0.17358155047954574,0.2529041216449671,-0.07932257116542138,0.65,0.24414941896882902,False,local_affine_largely_absorbs_b3_signal
T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,0.05477792431488151,-0.250118491004096,0.009987415905955498,0.22062928933826306,-0.21064187343230756,0.975,0.18232556327882285,False,local_affine_largely_absorbs_b3_signal
T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,0.9708647013530642,0.6941250291831138,0.03737925356615579,0.2763091443178483,-0.23892989075169252,0.925,0.038500991450262305,False,local_affine_largely_absorbs_b3_signal
T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,1.0155786937167854,0.7384427308978178,0.08518263932614033,0.2672249290986904,-0.18204228977255005,0.85,0.08387596141308497,False,local_affine_largely_absorbs_b3_signal
