ob,variable,n_events,phase,real_phase_aligned_z,null_phase_median_aligned_z,null_phase_abs_median_z,event_minus_null_phase_z,abs_event_minus_abs_null_z,p_null_abs_ge_real_abs,phase_gate
18,shell_edge_minus_core,103,early_pre,-0.03201874570797217,-0.0033355046494411324,0.0571992269295048,-0.028683241058531036,-0.02518048122153263,0.75,False
18,shell_edge_minus_core,103,near_pre,0.1190362344258861,-0.014582187580655466,0.048180764589109804,0.13361842200654156,0.07085546983677629,0.125,False
18,shell_edge_minus_core,103,near_post,-0.08294375609079804,0.011429943419862134,0.047945700049098004,-0.09437369951066017,0.03499805604170004,0.25,False
18,shell_edge_minus_core,103,late_post,-0.061330754506888414,0.014865004783543504,0.05042438140166467,-0.07619575929043192,0.010906373105223743,0.4,False
18,all_tangential,103,early_pre,-0.07270551334375647,-0.01866556950050487,0.05867087925771249,-0.0540399438432516,0.014034634086043975,0.45,False
18,all_tangential,103,near_pre,-0.0991478094028442,0.026816689263919013,0.04665476542872765,-0.1259644986667632,0.052493043974116554,0.3,False
18,all_tangential,103,near_post,0.15686597210635098,-0.001785973591687951,0.05720808963925296,0.15865194569803892,0.09965788246709802,0.1,False
18,all_tangential,103,late_post,0.03267139024916959,-0.013514699664100873,0.05836427956204189,0.04618608991327046,-0.0256928893128723,0.625,False
18,shell_core_tangential,103,early_pre,0.0359337294538605,-0.001956968836541371,0.05929994637513968,0.03789069829040187,-0.02336621692127918,0.675,False
18,shell_core_tangential,103,near_pre,-0.17742425546697574,0.03817666964234738,0.04705684397081125,-0.2156009251093231,0.1303674114961645,0.025,True
18,shell_core_tangential,103,near_post,0.15838781368355218,0.0059201810826922125,0.039715054836569466,0.15246763260085996,0.11867275884698271,0.1,False
18,shell_core_tangential,103,late_post,0.07652850561466087,0.013238388894873302,0.05244484940654722,0.06329011671978757,0.024083656208113653,0.25,False
18,shell_middle_tangential,103,early_pre,-0.06761363617254772,-0.044392732997596926,0.05903564419100281,-0.02322090317495079,0.008577991981544908,0.475,False
18,shell_middle_tangential,103,near_pre,-0.0538751668681205,0.021235986139934063,0.05897438731509298,-0.07511115300805457,-0.005099220446972481,0.525,False
18,shell_middle_tangential,103,near_post,0.1655107765106415,0.01358339094510087,0.05991453368821602,0.15192738556554064,0.10559624282242548,0.0,False
18,shell_middle_tangential,103,late_post,-0.12010983081166715,-0.00488031103460914,0.05239418247178054,-0.115229519777058,0.06771564833988661,0.125,False
18,shell_edge_tangential,103,early_pre,-0.0799862443871336,-0.023693493328805527,0.047303639233360784,-0.056292751058328074,0.03268260515377282,0.35,False
18,shell_edge_tangential,103,near_pre,-0.10474256405599719,0.033435138552626045,0.08301227412488153,-0.13817770260862322,0.021730289931115657,0.25,False
18,shell_edge_tangential,103,near_post,0.12989321139648774,-0.0060822344871161605,0.052788764599863265,0.1359754458836039,0.07710444679662448,0.025,False
18,shell_edge_tangential,103,late_post,0.00409102275363415,-0.005684177606718428,0.04939437720631433,0.009775200360352579,-0.04530335445268018,0.9,False
18,shell_radius_corr_tangential,103,early_pre,-0.0619014516415956,0.012464984501577625,0.06854650032024429,-0.07436643614317323,-0.0066450486786486865,0.575,False
18,shell_radius_corr_tangential,103,near_pre,0.0649954167225,-0.01616505628636337,0.05800724675015326,0.08116047300886338,0.006988169972346747,0.45,False
18,shell_radius_corr_tangential,103,near_post,0.03811643636825897,-0.012027374987245253,0.0556455104494499,0.05014381135550422,-0.017529074081190935,0.75,False
18,shell_radius_corr_tangential,103,late_post,-0.10229110636330017,-0.01731487080216743,0.04118811288196634,-0.08497623556113275,0.061102993481333835,0.175,False
18,density_dense_tangential,103,early_pre,0.0863093798590935,-0.006476506029465817,0.05653724333082932,0.09278588588855931,0.029772136528264173,0.25,False
18,density_dense_tangential,103,near_pre,-0.166885697835859,0.027716365184142597,0.045333820988232874,-0.1946020630200016,0.12155187684762611,0.05,True
18,density_dense_tangential,103,near_post,0.16761764053813946,-0.0021387089618896717,0.03700050102382885,0.16975634950002913,0.13061713951431062,0.0,True
18,density_dense_tangential,103,late_post,0.05107190442360161,0.01780737801149701,0.052614192105806715,0.0332645264121046,-0.0015422876822051013,0.55,False
18,density_sparse_minus_dense,103,early_pre,-0.0401384264778332,0.007992473441024679,0.04928931728899643,-0.04813089991885788,-0.009150890811163229,0.65,False
18,density_sparse_minus_dense,103,near_pre,0.0927681665496421,0.007029294562033661,0.0488434631716748,0.08573887198760843,0.04392470337796729,0.225,False
18,density_sparse_minus_dense,103,near_post,-0.008531349802189737,0.0011216193811654398,0.03894033978148023,-0.009652969183355177,-0.030408989979290493,0.85,False
18,density_sparse_minus_dense,103,late_post,-0.03848760901650669,-0.024314371212592577,0.053296453235293285,-0.014173237803914114,-0.014808844218786595,0.6,False
