ob,variable,relative_time_sec,real_median_aligned_z,real_q25_aligned_z,real_q75_aligned_z,null_median_aligned_z,null_q25_aligned_z,null_q75_aligned_z,real_minus_null_aligned_z,n_events
18,shell_edge_minus_core,-0.5,-0.0008994775581928,-0.5473822915437856,0.5253513805921303,0.02546618306047027,-0.06205372063236291,0.09950397602745226,-0.02636566061866307,103
18,shell_edge_minus_core,-0.45,-0.04188634240552602,-0.7718831171213529,0.6163257266557433,0.0008773803396941735,-0.062469162537363836,0.10402161257379341,-0.042763722745220195,103
18,shell_edge_minus_core,-0.4,-0.016088791944664213,-0.9364893220552291,0.5869068343078402,0.006377400152712161,-0.06927544406135488,0.09468713603721132,-0.022466192097376374,103
18,shell_edge_minus_core,-0.35,-0.09163094349311462,-0.6379879957206755,0.6467050985062,-0.03639108617219289,-0.10419865305052786,0.08333643294007567,-0.05523985732092174,103
18,shell_edge_minus_core,-0.3,0.09213787328340478,-0.8651714968233598,0.7453340594367017,-0.008602341052185013,-0.06548197983506826,0.03207516912371934,0.1007402143355898,103
18,shell_edge_minus_core,-0.25,0.0543216346481655,-0.6295454023483886,0.8165018057907497,0.0033094786074998306,-0.08348718637737468,0.05544517771928703,0.05101215604066567,103
18,shell_edge_minus_core,-0.2,0.2926707010170959,-0.513740753357772,0.9393829569639651,-0.009854763182446852,-0.0829105234959091,0.06875764784715944,0.30252546419954274,103
18,shell_edge_minus_core,-0.15,0.0996568802847152,-0.696019247770256,0.8052882626765928,0.00021100050468273032,-0.0796449236138594,0.043962459759304004,0.09944587978003247,103
18,shell_edge_minus_core,-0.1,0.0107701777606043,-0.7492270268813789,0.720146355798972,-0.007199932587474511,-0.06438932240107015,0.058661283316956886,0.017970110348078813,103
18,shell_edge_minus_core,-0.05,0.0860601514294934,-0.4449931158560144,0.8279764630191382,-0.02353005266523322,-0.10725326226156473,0.026529763475439175,0.10959020409472661,103
18,shell_edge_minus_core,-0.0,0.034476505636762,-0.5047867160234949,0.5253605515339922,-0.015906245394668228,-0.05124228372841106,0.06359925598617047,0.05038275103143023,103
18,shell_edge_minus_core,0.05,0.06130653592007291,-0.6274604620629223,0.826422234686412,0.02685192449208092,-0.06669246276987101,0.08619490011327609,0.034454611427991985,103
18,shell_edge_minus_core,0.1,-0.1673337205528645,-0.653766401893847,0.48349534366324914,-0.005252125487975379,-0.10625456143704107,0.09001375702239439,-0.16208159506488912,103
18,shell_edge_minus_core,0.15,-0.14504250280120706,-0.7615582355523629,0.5815447287608532,0.0015239650797203297,-0.08248589479601968,0.07028518170257658,-0.1465664678809274,103
18,shell_edge_minus_core,0.2,-0.0378722921498795,-0.6949491753743116,0.44680860393703165,0.03248475978419555,-0.05824512783092817,0.0901138045968471,-0.07035705193407504,103
18,shell_edge_minus_core,0.25,-0.2225316019186045,-0.7230658610093563,0.3903248261845824,-0.0073640974003000015,-0.06554640998762738,0.07954205823391985,-0.2151675045183045,103
18,shell_edge_minus_core,0.3,-0.0622299634529882,-0.8819615041786877,0.44453290039329546,0.003008867063305276,-0.07577664479349985,0.05745946707984054,-0.06523883051629348,103
18,shell_edge_minus_core,0.35,-0.13882988608562696,-0.6424772362667261,0.5162632150296524,0.011709883168014723,-0.0632781464346313,0.0822903460181903,-0.15053976925364168,103
18,shell_edge_minus_core,0.4,-0.0491807330166306,-0.6676679509368348,0.5136408421008184,-0.023886277259868697,-0.0575236654914496,0.06973689107642973,-0.0252944557567619,103
18,shell_edge_minus_core,0.45,0.0042888086634068,-0.8743203123542753,0.4675701398216876,0.004753672944732196,-0.07941513765838451,0.05840332523638087,-0.00046486428132539587,103
18,shell_edge_minus_core,0.5,-0.06372121009807974,-0.707670575511521,0.6313018406755284,-0.015788411728044446,-0.0659444041495452,0.09492812056675595,-0.04793279837003529,103
18,all_tangential,-0.5,0.01785004460068182,-0.5898530397573654,0.7049179077817018,-0.06887649698819102,-0.12728899484982006,0.03946079365572173,0.08672654158887284,103
18,all_tangential,-0.45,-0.03295538608018284,-0.5217986606113203,0.4523847492106306,-0.023964184660205237,-0.11385357982757832,0.04649005874614757,-0.008991201419977606,103
18,all_tangential,-0.4,-0.11152968300098633,-0.7220361030332167,0.46418893487003526,-0.04174784454119966,-0.15194063752225417,0.07767197912028843,-0.06978183845978667,103
18,all_tangential,-0.35,-0.20692615014183058,-0.7817108825601542,0.6653966271107835,0.02915208083334439,-0.0989953890568166,0.10688302877486652,-0.23607823097517497,103
18,all_tangential,-0.3,-0.1362445751106773,-0.7530515039179594,0.6110398064756795,0.006274687754380691,-0.06521708163917364,0.09934168955108041,-0.142519262865058,103
18,all_tangential,-0.25,0.02306378469180509,-0.8256572636161507,0.6531171488417311,0.0312947138722513,-0.0485519338257736,0.1018539203242136,-0.008230929180446211,103
18,all_tangential,-0.2,-0.2547532282021522,-0.9253517741266295,0.6089413687867045,-0.016753868801351088,-0.04715355169717852,0.13444580043380738,-0.23799935940080108,103
18,all_tangential,-0.15,-0.2047340996376355,-0.8044335331907632,0.38715536787466687,0.0544157879137607,-0.030193414620450647,0.12807313618724642,-0.25914988755139623,103
