history_window_sec,state_distance_threshold,history_angle_threshold_deg,axis_angle_rad,n_observations,n_observations_sufficient,total_selected_pairs,median_selected_pairs_per_ob,median_state_distance,median_theta_diff_deg,median_abs_ob_signed_effect,median_ob_signed_effect,direction_consistency_fraction
0.5,0.35,60.0,-0.8093067555287491,19,19,61366,3253.0,0.2398426023395501,157.14127072069863,0.0802431465125208,0.0012377071088272,0.5263157894736842
0.5,0.35,90.0,-0.8093067555287491,19,19,57628,3172.0,0.2435662031465376,159.5837773037955,0.101978492698063,0.0007174744574888,0.5263157894736842
0.5,0.35,120.0,-0.8093067555287491,19,19,53200,2836.0,0.2467690631879423,161.40614826328624,0.1143013150642857,0.0090897089248881,0.5263157894736842
0.5,0.5,60.0,-0.8093067555287491,19,19,90283,5129.0,0.29046788507478,157.1679302134481,0.0600068361344768,-0.0183562732260536,0.5263157894736842
0.5,0.5,90.0,-0.8093067555287491,19,19,86547,4723.0,0.2972932945091832,159.2636015904722,0.0762889849117081,-0.0110400478779161,0.5263157894736842
0.5,0.5,120.0,-0.8093067555287491,19,19,81587,4472.0,0.3046270400204721,161.2975586968182,0.0841801996878279,-0.0108671256464212,0.5263157894736842
0.5,0.75,60.0,-0.8093067555287491,19,19,116676,6780.0,0.3382293446401652,157.40793905294572,0.0574906818492156,-0.0112063149092089,0.5263157894736842
0.5,0.75,90.0,-0.8093067555287491,19,19,114018,6583.0,0.3483285952540713,159.33276950835537,0.0667762525986017,-0.0275433433314422,0.6842105263157895
0.5,0.75,120.0,-0.8093067555287491,19,19,110158,6272.0,0.3614746035561056,161.39185867467776,0.0649181440763292,-0.0154356749580442,0.6842105263157895
