partition_id,eigen_rank,eigenvalue_real,eigenvalue_imag,eigenvalue_abs,implied_timescale_sec,low_mass,high_mass,low_pooled_retention,high_pooled_retention,low_retention_lift,high_retention_lift,min_pooled_retention,min_retention_lift,low_exit_probability,high_exit_probability,n_cells_low,n_cells_high,interpretive_axis,median_ob_retention,q25_ob_retention,median_ob_retention_lift,frac_ob_set_lift_positive,median_residence_sec,q75_residence_sec,score
eig2,2,0.8564307275942583,0.0,0.8564307275942583,0.6452368748089752,0.5002769754017499,0.4997230245982501,0.8753033237219835,0.8751650955023956,0.3750263483202336,0.37544207090414555,0.8751650955023956,0.3750263483202336,0.1246966762780165,0.12483490449760437,32,28,high set higher density_rms (delta_z=1.5); high set lower r_rms (delta_z=-1.4); high set lower anisotropy (delta_z=-0.248),0.8773696508799163,0.8698154999849252,0.37752273856645563,1.0,0.1299999999999961,0.539999999999892,2.120006943807555
eig3,3,0.7981182537937633,0.0,0.7981182537937633,0.4434619204632316,0.500277575167732,0.4997224248322681,0.8440210072975093,0.8438477275209263,0.3437434321297773,0.3441253026886582,0.8438477275209263,0.3437434321297773,0.15597899270249072,0.1561522724790737,29,31,high set higher anisotropy (delta_z=1.49); high set lower density_rms (delta_z=-0.243); high set higher r_rms (delta_z=0.181),0.8409282027239814,0.8224211697302497,0.3414177280998023,1.0,0.14999999999997,0.4899999999999853,2.0100123293809533
eig5,5,0.6573466728702207,0.0,0.6573466728702207,0.23835417058422897,0.5031970863903154,0.4968029136096847,0.8063573535442138,0.8038650482351684,0.30316026715389843,0.30706213462548365,0.8038650482351684,0.30316026715389843,0.19364264645578622,0.19613495176483164,34,26,high set higher anisotropy (delta_z=0.099); high set higher density_rms (delta_z=0.0642); high set lower r_rms (delta_z=-0.0625),0.8064769081252537,0.7800294338410773,0.3063762758793696,1.0,0.119999999999976,0.3499999999999895,1.8870547492301442
eig4,4,0.6956746291876892,0.0,0.6956746291876892,0.2755783450923982,0.5080665575421375,0.49193344245786247,0.7730979855540387,0.7656566611878401,0.26503142801190127,0.2737232187299777,0.7656566611878401,0.26503142801190127,0.22690201444596125,0.23434333881215985,35,25,high set higher anisotropy (delta_z=0.0465); high set higher r_rms (delta_z=0.0366); high set higher density_rms (delta_z=0.00895),0.7645496303582131,0.7460561028653168,0.264549630358213,1.0,0.109999999999978,0.309999999999938,1.7767441920650582
