node_id,candidate_variables,lag_sec,n_bins,n_total_cells,n_active_cells,active_coverage,top_nontrivial_eigenvalue_real,top_nontrivial_implied_timescale_sec,best_partition_id,best_partition_eigen_rank,best_partition_min_pooled_retention,best_partition_min_retention_lift,best_partition_q25_ob_retention,best_partition_frac_ob_set_lift_positive,best_partition_median_residence_sec,pass_gate,pooled_only_boundary,eg_rt_decision,recommended_next_node,boundary_reading,spectrum_top5_real
3032_transfer_operator_metastability,"r_rms, density_rms, anisotropy",0.1,4,64,60,1.0,0.8564307275942583,0.6452368748089752,eig2,2,0.8751650955023956,0.3750263483202336,0.8698154999849252,1.0,0.1299999999999961,True,False,support_stochastic_metastability_branch,3032b state-meaning and residence audit,"Almost-invariant slow-variable sets are reproducible enough to extend, but this supports stochastic macroscopic organization rather than deterministic center-speed attractor geometry.","1, 0.8564, 0.7981, 0.6957, 0.6573"
