ob,variable,phase,event_type,n_events,real_phase_median_z,null_phase_median_z,event_minus_null_z,p_null_abs_excess_ge_real_abs_excess,event_type_gate
9,all_tangential,near_pre,low_to_high,17,-0.3946262181787149,-0.017131491890506653,-0.37749472628820824,0.075,True
9,all_tangential,near_pre,high_to_low,20,0.38307187064358245,0.033932883586971635,0.34913898705661084,0.025,True
9,all_tangential,near_post,low_to_high,17,0.28411101283193463,0.07091086452587324,0.21320014830606138,0.35,False
9,all_tangential,near_post,high_to_low,20,-0.22167124483378592,-0.04062614767611073,-0.1810450971576752,0.225,True
9,shell_edge_minus_core,near_pre,low_to_high,17,0.16715051063135483,0.044891383552815925,0.1222591270785389,0.55,False
9,shell_edge_minus_core,near_pre,high_to_low,20,-0.12618438504543172,-0.07428342697548908,-0.051900958069942646,0.675,False
9,shell_edge_minus_core,near_post,low_to_high,17,-0.1618176713421416,0.059418116992323675,-0.22123578833446528,0.175,True
9,shell_edge_minus_core,near_post,high_to_low,20,0.11146075243053158,-0.01742997580456778,0.12889072823509937,0.475,False
9,shell_core_tangential,near_pre,low_to_high,17,-0.3811733960154015,-0.015040373166747213,-0.3661330228486543,0.1,True
9,shell_core_tangential,near_pre,high_to_low,20,0.2740425558600193,0.0661934642283607,0.2078490916316586,0.4,False
9,shell_core_tangential,near_post,low_to_high,17,0.4943505273990694,-0.04112624773467692,0.5354767751337463,0.0,True
9,shell_core_tangential,near_post,high_to_low,20,-0.10464105378794152,-0.04009841830199656,-0.06454263548594495,0.75,False
9,shell_middle_tangential,near_pre,low_to_high,17,0.0594311833330266,0.01431183991424274,0.04511934341878386,0.85,False
9,shell_middle_tangential,near_pre,high_to_low,20,0.010485828594663292,-0.007930377186402783,0.018416205781066074,0.95,False
9,shell_middle_tangential,near_post,low_to_high,17,0.136435023551564,0.0653768194313357,0.0710582041202283,0.675,False
9,shell_middle_tangential,near_post,high_to_low,20,-0.05507254468457995,-0.012894737452206905,-0.04217780723237304,0.8,False
9,shell_edge_tangential,near_pre,low_to_high,17,0.1592262612801359,-0.02278690867312176,0.18201316995325767,0.4,False
9,shell_edge_tangential,near_pre,high_to_low,20,0.12972232359598238,0.029794770141651404,0.09992755345433096,0.55,False
9,shell_edge_tangential,near_post,low_to_high,17,0.14366001004262696,0.02846297855968608,0.11519703148294089,0.5,False
9,shell_edge_tangential,near_post,high_to_low,20,-0.11894925148207967,0.004064037424561889,-0.12301328890664157,0.5,False
