ob,variable,family,k,lag_sec,n_events,real_low_to_high_delta_z,real_high_to_low_delta_z,real_direction_contrast_z,real_abs_direction_contrast_z,non_event_abs_direction_median_z,event_minus_non_event_abs_direction_z,p_non_event_abs_direction_ge_event,event_conditioned_gate
10,all_tangential,diffuse_baseline,8,0.1,36,0.6944451090618855,-0.40680087769640216,1.1012459867582876,1.1012459867582876,0.2461912945990153,0.8550546921592723,0.0,True
10,shell_core_tangential,radial_level,8,0.1,36,0.3414136903714604,-0.2612024169395868,0.6026161073110472,0.6026161073110472,0.14598011833670907,0.4566359889743381,0.05,True
10,shell_middle_tangential,radial_level,8,0.1,36,0.3196101076531187,-0.271401361381581,0.5910114690346997,0.5910114690346997,0.15964040472658353,0.43137106430811617,0.075,True
10,shell_edge_tangential,radial_level,8,0.1,36,0.2854206831849466,0.31748665546607824,-0.032065972281131616,0.032065972281131616,0.24040313832480387,-0.20833716604367225,1.0,False
10,shell_edge_minus_core,radial_contrast,8,0.1,36,-0.04009588904829589,0.29392153115572417,-0.33401742020402003,0.33401742020402003,0.19744343661917596,0.13657398358484407,0.25,True
10,shell_middle_minus_core,radial_contrast,8,0.1,36,-0.14911666307324928,-0.009080043556098427,-0.14003661951715085,0.14003661951715085,0.16615909125960227,-0.026122471742451414,0.575,False
10,shell_radius_corr_tangential,radial_gradient,8,0.1,36,-0.14316172414244063,0.630022229363779,-0.7731839535062197,0.7731839535062197,0.18691018133073473,0.5862737721754849,0.0,True
10,density_dense_tangential,density_level,8,0.1,36,0.31112818069587983,-0.3499046640600953,0.6610328447559751,0.6610328447559751,0.24720300796775624,0.4138298367882189,0.0,True
10,density_middle_tangential,density_level,8,0.1,36,0.4842741028961622,-0.02349998970371199,0.5077740925998742,0.5077740925998742,0.16991565081402996,0.33785844178584423,0.15,True
10,density_sparse_tangential,density_level,8,0.1,36,0.5452622298844724,0.29610665235195954,0.24915557753251283,0.24915557753251283,0.22021332402968824,0.02894225350282459,0.4,False
10,density_sparse_minus_dense,density_contrast,8,0.1,36,0.05131304597859923,0.39963011832701206,-0.3483170723484128,0.3483170723484128,0.20100346982710815,0.14731360252130465,0.275,True
10,density_knn_distance_corr_tangential,density_gradient,8,0.1,36,0.12600873917302258,0.5495412901736996,-0.423532551000677,0.423532551000677,0.21109180609966438,0.2124407449010126,0.125,True
