ob,variable,event_type,relative_time_sec,median_value_z,q25_value_z,q75_value_z,n_events
5,shell_edge_minus_core,high_to_low,-0.5,-0.08767780472616304,-0.8242444222767059,0.5292653737156215,45
5,shell_edge_minus_core,low_to_high,-0.5,0.26868799997612175,-0.540743465848145,0.8376172982407156,48
5,shell_edge_minus_core,high_to_low,-0.45,-0.064744903902844,-0.6563112997912997,0.6792971431023428,45
5,shell_edge_minus_core,low_to_high,-0.45,0.06515702275690792,-0.5494295359717853,0.6505097019914203,48
5,shell_edge_minus_core,high_to_low,-0.4,-0.11426536105794814,-0.8663078525042851,0.24102964635605834,45
5,shell_edge_minus_core,low_to_high,-0.4,0.010431841743434107,-0.5406410307681588,0.6582207138187464,48
5,shell_edge_minus_core,high_to_low,-0.35,-0.03327417914842912,-0.3585464650038493,0.3516235297032462,45
5,shell_edge_minus_core,low_to_high,-0.35,0.3126865040423151,-0.53917500091684,0.9308813688093517,48
5,shell_edge_minus_core,high_to_low,-0.3,-0.3677954856747784,-0.7873599192923169,0.3718168388433441,45
5,shell_edge_minus_core,low_to_high,-0.3,0.4092752459183507,-0.22550856264058386,1.055140447593077,48
5,shell_edge_minus_core,high_to_low,-0.25,-0.1810974910156934,-0.9134348996104265,0.4006804797378737,45
5,shell_edge_minus_core,low_to_high,-0.25,0.15460728006491373,-0.5951206585679185,0.6852412367854969,48
5,shell_edge_minus_core,high_to_low,-0.2,-0.1219488824321906,-0.8242909429999885,0.7087956109312626,45
5,shell_edge_minus_core,low_to_high,-0.2,0.09115266350549431,-0.43709536540158966,0.4915813675083428,48
5,shell_edge_minus_core,high_to_low,-0.15,0.0416681900668142,-0.7256518922474098,0.49358987200108984,45
5,shell_edge_minus_core,low_to_high,-0.15,-0.029306191339678204,-0.8713459595061868,0.6177595993057806,48
5,shell_edge_minus_core,high_to_low,-0.1,-0.02295681558260776,-0.7985450367975077,0.553578058634399,45
5,shell_edge_minus_core,low_to_high,-0.1,-0.041924842861134695,-0.49497911796908367,0.568958000187256,48
5,shell_edge_minus_core,high_to_low,-0.05,0.0500821069382092,-0.4980386500241324,0.6556295387925031,45
5,shell_edge_minus_core,low_to_high,-0.05,0.013344304881884862,-0.45439255334287043,0.6658620871452396,48
5,shell_edge_minus_core,high_to_low,-0.0,-0.1934894204800079,-0.7873351425901592,0.6311152319413793,45
5,shell_edge_minus_core,low_to_high,-0.0,-0.016647549402139142,-0.5233447950763901,0.6080257898869738,48
5,shell_edge_minus_core,high_to_low,0.05,-0.08864062913050452,-0.6936844339543076,1.0603832298089004,45
5,shell_edge_minus_core,low_to_high,0.05,-0.08510577079405723,-0.8689203469779188,0.5175440166389644,48
5,shell_edge_minus_core,high_to_low,0.1,0.1355783695278963,-0.3674668152029808,0.7277394858478445,45
5,shell_edge_minus_core,low_to_high,0.1,-0.311006206148981,-0.9920049834057693,0.431212612424857,48
5,shell_edge_minus_core,high_to_low,0.15,0.20140695639333378,-0.1447292932805683,0.7590458697868294,45
5,shell_edge_minus_core,low_to_high,0.15,-0.2204088995299858,-0.7911972609478023,0.17542892016556413,48
5,shell_edge_minus_core,high_to_low,0.2,0.20457967489729473,-0.3488642522132521,0.9839778117303366,45
5,shell_edge_minus_core,low_to_high,0.2,-0.0843243533160134,-0.5933868398750122,0.42228352730885654,48
5,shell_edge_minus_core,high_to_low,0.25,0.23460434560585017,-0.5026189454944345,0.9630061500998965,45
5,shell_edge_minus_core,low_to_high,0.25,-0.0899624392430875,-0.7641220422669711,0.4594249849947968,48
5,shell_edge_minus_core,high_to_low,0.3,0.0586504753574379,-0.6737463803775452,0.6969170464906146,45
5,shell_edge_minus_core,low_to_high,0.3,-0.13029074460217543,-0.6390409697157948,0.9031493979492495,48
5,shell_edge_minus_core,high_to_low,0.35,-0.1870251848351314,-0.6396158845297452,0.7397187454373169,45
5,shell_edge_minus_core,low_to_high,0.35,-0.0572756712130483,-0.5171401226764687,0.7780504017661494,47
5,shell_edge_minus_core,high_to_low,0.4,-0.0335945873392028,-0.6983489621133449,0.46150397549004735,45
5,shell_edge_minus_core,low_to_high,0.4,-0.09878463613468141,-0.6588544342894269,0.412489571544,47
5,shell_edge_minus_core,high_to_low,0.45,0.03144932340789555,-0.4851003667686613,0.5687935195844392,45
5,shell_edge_minus_core,low_to_high,0.45,-0.11150079808409175,-0.6522409950892833,0.12360125723172537,47
5,shell_edge_minus_core,high_to_low,0.5,-0.1083632627936786,-0.4933061385529869,0.6132554046530236,45
5,shell_edge_minus_core,low_to_high,0.5,-0.0886406291303036,-0.5142953578926881,0.3719741933652849,47
5,all_tangential,high_to_low,-0.5,0.05396801637426993,-0.5100755421513078,0.4805176961774169,45
5,all_tangential,low_to_high,-0.5,-0.03311382687364944,-0.5750703810951925,0.7931085256851693,48
5,all_tangential,high_to_low,-0.45,-0.0303992362145311,-0.6218892269479439,1.0616407055577195,45
5,all_tangential,low_to_high,-0.45,0.02855006920704445,-0.4752033023863614,0.6912694214221248,48
5,all_tangential,high_to_low,-0.4,-0.01791145844328794,-0.605652161092746,0.6301151467380912,45
5,all_tangential,low_to_high,-0.4,0.017644614594270972,-0.8527727092058557,0.6750642380958665,48
5,all_tangential,high_to_low,-0.35,-0.03732057389072896,-0.4536968518475694,0.5867768520119012,45
5,all_tangential,low_to_high,-0.35,-0.09759773434985684,-0.7817790067368237,0.6699378567159553,48
5,all_tangential,high_to_low,-0.3,0.17395991561701096,-0.45159920981030643,0.7212532553911022,45
5,all_tangential,low_to_high,-0.3,-0.16594190421476623,-0.6726458760016578,0.4046792982278837,48
5,all_tangential,high_to_low,-0.25,-0.05049325042823735,-0.5952523848095798,0.7578724057119771,45
5,all_tangential,low_to_high,-0.25,-0.13108781152629675,-0.6442663177146628,0.6130240151632208,48
5,all_tangential,high_to_low,-0.2,0.23595233656495296,-0.5637237996072569,1.0563250217586846,45
5,all_tangential,low_to_high,-0.2,-0.08965658842753466,-0.6413658251815301,0.5524909553651418,48
5,all_tangential,high_to_low,-0.15,0.348629523367411,-0.2913578842937084,1.0352040192987961,45
5,all_tangential,low_to_high,-0.15,-0.2210117653249852,-0.8388710232501031,0.5695948653863022,48
5,all_tangential,high_to_low,-0.1,0.268163544029714,-0.4627807027683102,0.9087916124045731,45
5,all_tangential,low_to_high,-0.1,-0.12489752837180096,-0.7210967336372497,0.372054785001982,48
5,all_tangential,high_to_low,-0.05,0.0019257465288556,-0.642492126254639,0.6009684402447055,45
5,all_tangential,low_to_high,-0.05,0.01086179976768261,-0.5802778385362196,0.6417253227568742,48
5,all_tangential,high_to_low,-0.0,-0.05286201445522809,-0.9939758187051846,0.5926853756304094,45
5,all_tangential,low_to_high,-0.0,0.03227434617089149,-0.9925879902092976,0.7326175904258979,48
5,all_tangential,high_to_low,0.05,-0.2108668821745532,-0.8631172104759611,0.3139285661276117,45
5,all_tangential,low_to_high,0.05,-0.101787983647527,-0.7192284966776554,0.6998917894834769,48
5,all_tangential,high_to_low,0.1,-0.3205271590640027,-0.7228219824386858,0.47016206539937616,45
5,all_tangential,low_to_high,0.1,-0.07051714390212438,-0.738059996228287,0.7242009312923892,48
5,all_tangential,high_to_low,0.15,-0.3270256114013265,-1.1318745780324335,0.5945183616744562,45
5,all_tangential,low_to_high,0.15,0.0656160310988905,-0.6909536446287932,0.7305588754802104,48
5,all_tangential,high_to_low,0.2,-0.2713555309982,-1.0351693271177846,0.480979951367732,45
5,all_tangential,low_to_high,0.2,0.010357580870428595,-0.7129166732222355,0.836415349988501,48
5,all_tangential,high_to_low,0.25,-0.019173183659781,-0.9128475585886482,0.4750542668674991,45
5,all_tangential,low_to_high,0.25,0.2098747012708228,-0.5323888774884712,1.094062879548308,48
5,all_tangential,high_to_low,0.3,-0.023158230232323662,-0.591689582813449,0.5157421144767845,45
5,all_tangential,low_to_high,0.3,0.1891367247722746,-0.5739266890232454,0.7579109551596778,48
5,all_tangential,high_to_low,0.35,0.2221942361685741,-0.44833065154504,0.5392739348011091,45
5,all_tangential,low_to_high,0.35,0.1737553199307002,-0.7042005714438898,0.8910482429318874,47
5,all_tangential,high_to_low,0.4,-0.0983842123370452,-0.9381244383020187,0.6635405919328248,45
5,all_tangential,low_to_high,0.4,0.13062304731226793,-0.5551321939313933,1.047155583121214,47
5,all_tangential,high_to_low,0.45,-0.2160022590234854,-0.7778203674080116,0.6985783512378928,45
5,all_tangential,low_to_high,0.45,0.290039936855141,-0.3996046461639444,0.8321481076538588,47
5,all_tangential,high_to_low,0.5,0.032565805536079906,-0.47571838709136005,0.904443611948023,45
5,all_tangential,low_to_high,0.5,0.1480565942859065,-0.3614070402610916,0.7052745588941021,47
5,shell_core_tangential,high_to_low,-0.5,0.12055314939937528,-0.3679174083980822,0.9079892750434342,45
5,shell_core_tangential,low_to_high,-0.5,-0.05270309393341618,-0.6384079532581057,0.8496173157663139,48
5,shell_core_tangential,high_to_low,-0.45,0.20036673937708133,-0.480358951514069,0.6854324619864794,45
5,shell_core_tangential,low_to_high,-0.45,-0.047037216245309946,-0.7010084250405412,0.5228691634242155,48
5,shell_core_tangential,high_to_low,-0.4,0.05582898617728996,-0.3832441945636625,0.7035889269915963,45
5,shell_core_tangential,low_to_high,-0.4,-0.152131709532229,-0.7994151303801216,0.5584654488137528,48
5,shell_core_tangential,high_to_low,-0.35,-0.0653744192385765,-0.36651173216906335,0.5465750369412167,45
5,shell_core_tangential,low_to_high,-0.35,-0.37655186496145776,-0.9011012453116899,0.49956577745822983,48
5,shell_core_tangential,high_to_low,-0.3,0.34745544994801386,-0.3720984600086881,0.6451582522010353,45
5,shell_core_tangential,low_to_high,-0.3,-0.2530678879864422,-0.791580850694087,0.3341613830377563,48
5,shell_core_tangential,high_to_low,-0.25,0.15897308634863347,-0.4325757772417983,0.9457420944711059,45
5,shell_core_tangential,low_to_high,-0.25,-0.21421932099952284,-0.80770349032048,0.6489958491545696,48
5,shell_core_tangential,high_to_low,-0.2,0.07246433747192527,-0.6396766092188612,0.8847578928252088,45
5,shell_core_tangential,low_to_high,-0.2,-0.12141100131814608,-0.6491630440797211,0.3486015409452393,48
5,shell_core_tangential,high_to_low,-0.15,0.2856123046369331,-0.2727497095573384,0.7896269183250544,45
5,shell_core_tangential,low_to_high,-0.15,-0.1616884022562875,-0.5267990198330842,0.528971708164011,48
5,shell_core_tangential,high_to_low,-0.1,0.2570916731969534,-0.29809574037725733,0.8627513872577042,45
5,shell_core_tangential,low_to_high,-0.1,-0.14647317799257142,-0.7112319680462856,0.5877280411350437,48
5,shell_core_tangential,high_to_low,-0.05,-0.2185552784761998,-0.6372183034835712,0.5491304221230304,45
5,shell_core_tangential,low_to_high,-0.05,-0.007035714387038275,-0.6151967924270172,0.4800388049609538,48
5,shell_core_tangential,high_to_low,-0.0,0.1881544992259611,-0.8385523882043758,1.014646144025677,45
5,shell_core_tangential,low_to_high,-0.0,0.06574499343626146,-0.6082432836060394,0.6414603150189121,48
5,shell_core_tangential,high_to_low,0.05,-0.07072581035502096,-0.8931675579930491,0.6171511871908387,45
5,shell_core_tangential,low_to_high,0.05,0.1460630726429627,-0.4876954560887812,0.9338904185062114,48
5,shell_core_tangential,high_to_low,0.1,-0.20434073364783595,-0.7268763416719919,0.2277369671776206,45
5,shell_core_tangential,low_to_high,0.1,0.2033608115833084,-0.31138797045774147,0.8741845966118953,48
5,shell_core_tangential,high_to_low,0.15,-0.5461682054994781,-0.9575274250435658,0.16057499183547203,45
5,shell_core_tangential,low_to_high,0.15,0.25721068943208425,-0.4285680342977277,0.858738793424774,48
5,shell_core_tangential,high_to_low,0.2,-0.2689325944558594,-0.9251306599236458,0.22360702673482677,45
5,shell_core_tangential,low_to_high,0.2,0.06901884013878332,-0.48183050111750547,1.0197423001746255,48
5,shell_core_tangential,high_to_low,0.25,-0.0243054579871647,-0.7658420367056952,0.6197518722928617,45
5,shell_core_tangential,low_to_high,0.25,0.10459548565971986,-0.5400186077049054,0.9492253176640908,48
