replicate,ob,dataset,n_events,b3_event_direction_abs_z,k8_local_event_direction_abs_z,k8_local_non_event_direction_abs_median_z,k8_local_event_minus_non_event_direction_z,k8_p_non_event_direction_ge_event,k8_local_to_b3_direction_ratio,k8_pass,k10_local_event_direction_abs_z,k10_local_non_event_direction_abs_median_z,k10_local_event_minus_non_event_direction_z,k10_p_non_event_direction_ge_event,k10_local_to_b3_direction_ratio,k10_pass,both_pass,any_pass
251,1,Ob1.txt,28,0.5721553585482847,0.10715930949432356,0.240929082443969,-0.13376977294964543,0.825,0.1872905809467837,False,0.1978694873735773,0.26456033592101785,-0.06669084854744056,0.65,0.34583174729959104,False,False,False
251,2,Ob2.txt,43,0.4643866873682768,0.13398516612545563,0.17847097553994734,-0.044485809414491706,0.55,0.28852068711263495,False,0.10239146194639187,0.23323835923060426,-0.1308468972842124,0.775,0.22048750477033255,False,False,False
251,3,Ob3.txt,40,0.5628430600592438,0.5080653057217602,0.2744968611715066,0.2335684445502536,0.2,0.9026766816104692,True,0.2739736634833976,0.285813069006204,-0.011839405522806434,0.525,0.4867674187091507,False,False,True
251,4,Ob4.txt,58,0.027081962488878536,0.23641918477650775,0.28929121888048903,-0.05287203410398128,0.55,8.729765609622845,False,0.08973497335151492,0.2490340171320865,-0.15929904378057158,0.875,3.3134590371124486,False,False,False
251,5,Ob5.txt,93,0.07087333722534267,0.008842078996883829,0.17872878424139318,-0.16988670524450936,1.0,0.12475889160927088,False,0.1917774398668391,0.15141843237685063,0.04035900748998847,0.35,2.7059180133860536,True,False,True
251,6,Ob6.txt,112,0.0996504219808587,0.2769155691949635,0.2131960261325414,0.06371954306242211,0.35,2.778870010687508,True,0.3136122977024606,0.20888738205824497,0.1047249156442156,0.2,3.147124632976473,True,True,True
251,7,Ob7.txt,33,0.06340576702389197,0.024340207100251893,0.3559934199285619,-0.33165321282831006,0.95,0.38388001979504865,False,0.09132426900251761,0.31121343804392687,-0.21988916904140926,0.8,1.440314868647605,False,False,False
251,8,Ob8.txt,84,0.3260535350248938,0.22011558355028843,0.1744958773340003,0.045619706216288136,0.475,0.6750903146426026,False,0.14264663256587315,0.21245000636694086,-0.06980337380106771,0.7,0.43749451314791676,False,False,False
251,9,Ob9.txt,37,0.2681110031311037,0.4406941829171842,0.3068350881179057,0.1338590947992785,0.225,1.6437004739476844,True,0.32477992703007785,0.36970410634259765,-0.044924179312519796,0.55,1.2113636636959044,False,False,True
251,10,Ob10.txt,36,0.3951318074186779,0.12407210860631056,0.2112536329428097,-0.08718152433649913,0.7,0.3140018249020508,False,0.6633071557312851,0.2144835384438144,0.44882361728747067,0.0,1.678698457774246,True,False,True
