ob,variable,n_events,phase,real_phase_aligned_z,null_phase_median_aligned_z,null_phase_abs_median_z,event_minus_null_phase_z,abs_event_minus_abs_null_z,p_null_abs_ge_real_abs,phase_gate
10,shell_edge_minus_core,36,early_pre,-0.020129557849793367,-0.01187738999661525,0.08517504121646285,-0.008252167853178116,-0.06504548336666949,0.775,False
10,shell_edge_minus_core,36,near_pre,0.12859444264659395,0.012070058750620692,0.06158606220004982,0.11652438389597325,0.06700838044654413,0.225,False
10,shell_edge_minus_core,36,near_post,-0.025162270530344262,0.0054202980000682376,0.06569119877386062,-0.0305825685304125,-0.04052892824351636,0.85,False
10,shell_edge_minus_core,36,late_post,-0.06131753871005402,-0.010461623140023562,0.04026333024503663,-0.050855915570030455,0.02105420846501739,0.35,False
10,all_tangential,36,early_pre,-0.07332039567674074,0.011813397951441608,0.0703870541175142,-0.08513379362818235,0.002933341559226546,0.5,False
10,all_tangential,36,near_pre,-0.10275469403034865,0.020234210480249832,0.10195243599698632,-0.12298890451059848,0.0008022580333623269,0.5,False
10,all_tangential,36,near_post,0.23116823276586235,-0.02773783388272727,0.08608742827451682,0.2589060666485896,0.14508080449134553,0.025,True
10,all_tangential,36,late_post,0.044576843441123226,0.005781056126703901,0.06499956380215915,0.03879578731441932,-0.02042272036103593,0.625,False
10,shell_core_tangential,36,early_pre,-0.02810212170107656,-0.009470116036172382,0.07376033538092927,-0.018632005664904177,-0.04565821367985271,0.825,False
10,shell_core_tangential,36,near_pre,-0.15478333195931543,0.02371484662086449,0.08238895095375388,-0.1784981785801799,0.07239438100556154,0.2,False
10,shell_core_tangential,36,near_post,0.17565858376398985,-0.015552725972136527,0.05828620610531027,0.19121130973612638,0.11737237765867958,0.025,False
10,shell_core_tangential,36,late_post,0.05929407267703796,-0.019696187826749752,0.06385285405864569,0.07899026050378771,-0.004558781381607729,0.525,False
10,shell_middle_tangential,36,early_pre,-0.07569361246735987,2.3084162777565337e-06,0.07450743395068864,-0.07569592088363762,0.0011861785166712296,0.475,False
10,shell_middle_tangential,36,near_pre,-0.14120259225766138,-0.02522620198055545,0.07081250170348935,-0.11597639027710593,0.07039009055417203,0.25,False
10,shell_middle_tangential,36,near_post,0.2743802047064954,-0.02343448031384856,0.05810625337264215,0.2978146850203439,0.21627395133385324,0.0,True
10,shell_middle_tangential,36,late_post,-0.008278021842518149,-0.00695573414160016,0.04424729395103097,-0.0013222877009179887,-0.03596927210851282,0.95,False
10,shell_edge_tangential,36,early_pre,-0.09177446505240232,-0.008505013366055858,0.08250561210582585,-0.08326945168634646,0.009268852946576464,0.475,False
10,shell_edge_tangential,36,near_pre,0.04074101373511363,0.006577599219433638,0.06720161240817428,0.03416341451567999,-0.02646059867306065,0.65,False
10,shell_edge_tangential,36,near_post,0.09542732486088035,0.016509080898560187,0.05735052802277124,0.07891824396232017,0.038076796838109106,0.275,False
10,shell_edge_tangential,36,late_post,-0.018252297270025863,0.015891605023833317,0.06635202295978752,-0.03414390229385918,-0.04809972568976166,0.875,False
10,shell_radius_corr_tangential,36,early_pre,0.0935569203122068,0.019359831491335584,0.09495009062863613,0.07419708882087123,-0.0013931703164293263,0.5,False
10,shell_radius_corr_tangential,36,near_pre,0.16286636750703187,-0.004918326267560596,0.08594128266200715,0.16778469377459246,0.07692508484502472,0.1,False
10,shell_radius_corr_tangential,36,near_post,-0.06033186832231843,-0.0024446897583647667,0.07348734249501632,-0.057887178563953666,-0.013155474172697884,0.575,False
10,shell_radius_corr_tangential,36,late_post,-0.058742340586603894,0.00021684020261063253,0.06180446792649143,-0.05895918078921453,-0.0030621273398875326,0.5,False
10,density_dense_tangential,36,early_pre,-0.12705853608639456,-0.005020879017841432,0.064842815799096,-0.12203765706855313,0.06221572028729856,0.3,False
10,density_dense_tangential,36,near_pre,-0.06919111823802061,-0.014907471456057149,0.06900964500997732,-0.054283646781963464,0.00018147322804329402,0.5,False
10,density_dense_tangential,36,near_post,0.1054415323576941,-0.009044850959227801,0.05700373339004111,0.1144863833169219,0.04843779896765299,0.2,False
10,density_dense_tangential,36,late_post,0.0156807322038373,0.006826896412007042,0.07380407120825637,0.008853835791830258,-0.05812333900441907,0.9,False
10,density_sparse_minus_dense,36,early_pre,0.02843629103248345,-0.007713887810636209,0.10354299988123991,0.036150178843119656,-0.07510670884875646,0.825,False
10,density_sparse_minus_dense,36,near_pre,0.2381864811148336,0.006054642894440243,0.06981046511437866,0.23213183822039335,0.16837601600045493,0.0,True
10,density_sparse_minus_dense,36,near_post,-0.02698963827645723,-0.024786774673721514,0.04736460095905781,-0.002202863602735715,-0.020374962682600584,0.775,False
10,density_sparse_minus_dense,36,late_post,-0.05143760076450468,-0.0018961982741449931,0.07061312313419069,-0.04954140249035969,-0.019175522369686004,0.75,False
