ob,variable,relative_time_sec,real_median_aligned_z,real_q25_aligned_z,real_q75_aligned_z,null_median_aligned_z,null_q25_aligned_z,null_q75_aligned_z,real_minus_null_aligned_z,n_events
10,shell_edge_minus_core,-0.5,0.11407290663260128,-0.5192475192021512,0.8412488356114722,-0.04216465406917623,-0.16820686920503297,0.13157958610613021,0.15623756070177752,36
10,shell_edge_minus_core,-0.45,-0.26141069101037373,-0.6591769799733243,0.0896426861793492,-0.04535178237989519,-0.18523329956138931,0.10600264525905775,-0.21605890863047855,36
10,shell_edge_minus_core,-0.4,0.2872078875770008,-0.6123902254759898,0.8556440932884916,0.025383142746041067,-0.09313193133169646,0.1439967106205527,0.2618247448309597,36
10,shell_edge_minus_core,-0.35,0.11927619692071564,-0.6643996390753271,0.7664217478256756,0.012797184034008854,-0.10435923596236944,0.12278098765029452,0.10647901288670679,36
10,shell_edge_minus_core,-0.3,0.12158921942277295,-0.5534973449171854,0.5934948062090808,0.07139991172156598,-0.06386688696589485,0.1511233070088502,0.05018930770120697,36
10,shell_edge_minus_core,-0.25,0.0864162083368028,-0.6043273445044482,0.7075756905070546,0.04366139567811404,-0.03218260593890301,0.12002830441384366,0.04275481265868876,36
10,shell_edge_minus_core,-0.2,0.08357194263153028,-0.4431606930914027,0.7317598748092352,-0.0429373133958861,-0.12227523728404915,0.12051164887326037,0.1265092560274164,36
10,shell_edge_minus_core,-0.15,0.22082042109959488,-0.44427576096101234,1.0986426274021435,0.0402345383645926,-0.08971430049070166,0.10476100509626696,0.18058588273500228,36
10,shell_edge_minus_core,-0.1,0.25400932149951083,-0.18699933512523892,0.6987148040027923,-0.03403597863101718,-0.15022662468454442,0.1143749458977918,0.288045300130528,36
10,shell_edge_minus_core,-0.05,0.06308442881379221,-0.3052947592337377,0.41554888520604916,-0.022701848417503813,-0.14833941178861035,0.12405600051063828,0.08578627723129603,36
10,shell_edge_minus_core,-0.0,0.154346819339277,-0.34738229292721223,0.5517597555579875,0.03362439300991302,-0.07106156966754218,0.17055382401293545,0.12072242632936397,36
10,shell_edge_minus_core,0.05,-0.21105605226058166,-0.6066991536272431,0.7235212440504784,0.02181866278153266,-0.15230743314242887,0.14442777609464935,-0.23287471504211432,36
10,shell_edge_minus_core,0.1,-0.10778836563027785,-0.6311271673262949,0.5135682662079529,0.010586513245828079,-0.12271796946294455,0.21187007422950238,-0.11837487887610593,36
10,shell_edge_minus_core,0.15,-0.02297857751608384,-0.5330879189882515,0.7366738507694008,-0.04485259996405154,-0.14071890397748618,0.06042730115008341,0.0218740224479677,36
10,shell_edge_minus_core,0.2,-0.5701712882481585,-0.7184084080580284,0.2515221273110896,0.03856422927644945,-0.11329719090495688,0.1650255781177034,-0.608735517524608,35
10,shell_edge_minus_core,0.25,-0.158024449278624,-0.8069429637670807,0.7178633258721602,0.012345014989562381,-0.15045245791070921,0.16104415658306814,-0.1703694642681864,35
10,shell_edge_minus_core,0.3,0.0053756264583186275,-0.7226003097410054,0.3822558814816371,-0.02037571379119725,-0.1404717325598197,0.09548378994582048,0.025751340249515878,35
