ob,variable,event_type,relative_time_sec,median_value_z,q25_value_z,q75_value_z,n_events
10,shell_edge_minus_core,high_to_low,-0.5,0.14630316419825742,-1.0180670290205187,0.8560883745750765,18
10,shell_edge_minus_core,low_to_high,-0.5,0.31958030044834124,-0.4120717872881096,0.6586339468801145,18
10,shell_edge_minus_core,high_to_low,-0.45,0.30152999681871173,-0.3930585887378767,0.8035210822160427,18
10,shell_edge_minus_core,low_to_high,-0.45,-0.25469663405727216,-0.579299476041917,-0.08067190759520969,18
10,shell_edge_minus_core,high_to_low,-0.4,0.017359131491070656,-0.6704555036143862,0.9281960225867303,18
10,shell_edge_minus_core,low_to_high,-0.4,0.5839276511777431,-0.4363452375009756,0.9348763774429116,18
10,shell_edge_minus_core,high_to_low,-0.35,0.10268576594189549,-0.7651567994678942,0.6791784921837027,18
10,shell_edge_minus_core,low_to_high,-0.35,0.21411357362031805,-0.3239055506623948,0.7381052470100198,18
10,shell_edge_minus_core,high_to_low,-0.3,-0.05020542665232136,-0.4639355441417658,0.43834892569913136,18
10,shell_edge_minus_core,low_to_high,-0.3,0.12158921942277295,-0.7871093346580822,0.7300139081395605,18
10,shell_edge_minus_core,high_to_low,-0.25,-0.1374267505949857,-0.7469706495245992,0.5109145224001361,18
10,shell_edge_minus_core,low_to_high,-0.25,-0.37523864399636747,-0.8691559435605757,0.6139914045169312,18
10,shell_edge_minus_core,high_to_low,-0.2,-0.5916187336837629,-0.7933949772807242,0.3807303209498104,18
10,shell_edge_minus_core,low_to_high,-0.2,-0.22469784188376762,-0.5060714707759026,0.45854124587564304,18
10,shell_edge_minus_core,high_to_low,-0.15,-0.4301394206131152,-1.0625284180239045,0.3334524201402269,18
10,shell_edge_minus_core,low_to_high,-0.15,0.08041492489686303,-0.6497106117695624,1.069427952904681,18
10,shell_edge_minus_core,high_to_low,-0.1,-0.12859444264659395,-0.6715408051948937,0.2936234891607616,18
10,shell_edge_minus_core,low_to_high,-0.1,0.3902636521655001,-0.15706520962081463,1.1194540287980488,18
10,shell_edge_minus_core,high_to_low,-0.05,-0.2021218795415708,-0.6603563196663014,0.15599933070551195,18
10,shell_edge_minus_core,low_to_high,-0.05,-0.11981478696952771,-0.6125926030526396,0.2944833442196401,18
10,shell_edge_minus_core,high_to_low,-0.0,-0.25668536375720724,-0.5516503941099143,0.37864741651071565,18
10,shell_edge_minus_core,low_to_high,-0.0,0.01124585616046852,-0.2704313753952503,0.4823405903007615,18
10,shell_edge_minus_core,high_to_low,0.05,0.25656405552931466,-0.6089899321974104,0.7601537320598071,18
