ob,variable,family,k,lag_sec,n_events,real_low_to_high_delta_z,real_high_to_low_delta_z,real_direction_contrast_z,real_abs_direction_contrast_z,non_event_abs_direction_median_z,event_minus_non_event_abs_direction_z,p_non_event_abs_direction_ge_event,event_conditioned_gate
12,all_tangential,diffuse_baseline,8,0.1,91,0.41395030038657266,-0.2880529762719246,0.7020032766584973,0.7020032766584973,0.18380856114597888,0.5181947155125184,0.0,True
12,shell_core_tangential,radial_level,8,0.1,91,0.10179861521908938,-0.13969539503747963,0.24149401025656902,0.24149401025656902,0.2416032881831152,-0.00010927792654616408,0.5,False
12,shell_middle_tangential,radial_level,8,0.1,91,0.3784512367468982,-0.19053944831359687,0.5689906850604951,0.5689906850604951,0.2227256401387882,0.3462650449217069,0.0,True
12,shell_edge_tangential,radial_level,8,0.1,91,0.4056618930846779,-0.10000523198351985,0.5056671250681978,0.5056671250681978,0.18150427634817579,0.324162848720022,0.075,True
12,shell_edge_minus_core,radial_contrast,8,0.1,91,0.35821944768375635,0.34514026713372353,0.01307918055003282,0.01307918055003282,0.15380457717230694,-0.14072539662227412,0.925,False
12,shell_middle_minus_core,radial_contrast,8,0.1,91,-0.06372117287071684,0.01233185922183995,-0.07605303209255679,0.07605303209255679,0.15832189607623298,-0.0822688639836762,0.725,False
12,shell_radius_corr_tangential,radial_gradient,8,0.1,91,0.2511265620778267,0.05284355953696296,0.19828300254086373,0.19828300254086373,0.17905646780329582,0.019226534737567913,0.5,False
12,density_dense_tangential,density_level,8,0.1,91,0.15205619511078627,-0.12097879084144636,0.27303498595223263,0.27303498595223263,0.2116614771857142,0.061373508766518425,0.325,True
12,density_middle_tangential,density_level,8,0.1,91,0.2940536637006723,-0.1102502027903482,0.4043038664910205,0.4043038664910205,0.2881072649971058,0.1161966014939147,0.275,True
12,density_sparse_tangential,density_level,8,0.1,91,0.4298307495612563,0.15116729193159012,0.27866345762966616,0.27866345762966616,0.1955928835818227,0.08307057404784346,0.3,True
12,density_sparse_minus_dense,density_contrast,8,0.1,91,0.5192930972048564,0.14399602933789057,0.3752970678669658,0.3752970678669658,0.1671982712370966,0.20809879662986921,0.225,True
12,density_knn_distance_corr_tangential,density_gradient,8,0.1,91,0.2592975044985596,0.16877957202995517,0.09051793246860443,0.09051793246860443,0.16433533049031182,-0.07381739802170739,0.7,False
