ob,dataset,history_window_sec,history_feature,current_state,spearman_corr,pearson_corr,n
3,Ob3.txt,0.75,dC_h,R,-0.4640056002581493,-0.46017820309477503,1490
3,Ob3.txt,0.75,dR_h,C,-0.4594358457640702,-0.46153108568357765,1490
3,Ob3.txt,0.75,dR_h,dCdt,-0.49315959490542227,-0.5084080848780761,1490
3,Ob3.txt,0.75,dR_h,R,0.4894294547013535,0.4889715863919037,1490
3,Ob3.txt,0.75,path_length,C,0.026199678724648207,0.10204698854151446,1490
3,Ob3.txt,0.75,path_length,dCdt,-0.021492270293007158,0.023989586903090446,1490
3,Ob3.txt,0.75,path_length,R,-0.009228993479403789,-0.055610944915271375,1490
3,Ob3.txt,0.75,cos_theta_h,C,0.34995561526905816,0.3953074236251349,1480
3,Ob3.txt,0.75,cos_theta_h,dCdt,0.38037785488989584,0.41109991457212525,1480
3,Ob3.txt,0.75,cos_theta_h,R,-0.31771794927699404,-0.3661698090167309,1480
3,Ob3.txt,0.75,sin_theta_h,C,-0.3265154541817835,-0.369013055327157,1480
3,Ob3.txt,0.75,sin_theta_h,dCdt,-0.3443791599464607,-0.38278193849036396,1480
3,Ob3.txt,0.75,sin_theta_h,R,0.37423385395056313,0.41796286333651755,1480
3,Ob3.txt,0.75,turning_proxy,C,-0.021036954688353083,0.001853274895423967,1469
3,Ob3.txt,0.75,turning_proxy,dCdt,-0.03970910504047257,-0.05697555107283931,1469
3,Ob3.txt,0.75,turning_proxy,R,0.005026549732488822,-0.0139842879582157,1469
4,Ob4.txt,0.25,dC_h,C,0.11991723267253447,0.1568731810739813,1491
4,Ob4.txt,0.25,dC_h,dCdt,0.8455596924295471,0.8646796417567961,1491
4,Ob4.txt,0.25,dC_h,R,-0.1325684426656381,-0.1355095018003305,1491
4,Ob4.txt,0.25,dR_h,C,-0.12325318483403433,-0.15512284679616886,1491
4,Ob4.txt,0.25,dR_h,dCdt,-0.8116395513987537,-0.8085921250402004,1491
4,Ob4.txt,0.25,dR_h,R,0.13980264623891395,0.14886894380389973,1491
4,Ob4.txt,0.25,path_length,C,0.10900538991546849,0.17679373211269833,1491
4,Ob4.txt,0.25,path_length,dCdt,-0.008811734686507589,0.13683536219201928,1491
4,Ob4.txt,0.25,path_length,R,-0.0995010819183956,-0.11062470130955024,1491
4,Ob4.txt,0.25,cos_theta_h,C,0.08849002949272851,0.13285167264441616,1349
4,Ob4.txt,0.25,cos_theta_h,dCdt,0.71011918562235,0.6981197850251015,1349
4,Ob4.txt,0.25,cos_theta_h,R,-0.09096828877895413,-0.132433177016468,1349
4,Ob4.txt,0.25,sin_theta_h,C,-0.10765476472418423,-0.12367460963599068,1349
4,Ob4.txt,0.25,sin_theta_h,dCdt,-0.5627894885931063,-0.6110096352310369,1349
4,Ob4.txt,0.25,sin_theta_h,R,0.13136618031893796,0.12991851539994353,1349
4,Ob4.txt,0.25,turning_proxy,C,-0.0416447608774067,-0.01586982872645316,1218
4,Ob4.txt,0.25,turning_proxy,dCdt,0.03134722552280018,0.017127482810622516,1218
4,Ob4.txt,0.25,turning_proxy,R,0.03409423465681906,-0.011169675192447983,1218
4,Ob4.txt,0.5,dC_h,C,0.27155256029967034,0.33519991087377293,1489
4,Ob4.txt,0.5,dC_h,dCdt,0.6745171635364252,0.7073761368524455,1489
4,Ob4.txt,0.5,dC_h,R,-0.280406720075095,-0.29813858666766624,1489
4,Ob4.txt,0.5,dR_h,C,-0.2844769632715398,-0.32750850999304976,1489
4,Ob4.txt,0.5,dR_h,dCdt,-0.656040988174665,-0.6641171460170439,1489
4,Ob4.txt,0.5,dR_h,R,0.30360392753905346,0.326014545407627,1489
4,Ob4.txt,0.5,path_length,C,0.11088635706372967,0.2248191641784308,1489
4,Ob4.txt,0.5,path_length,dCdt,0.004365880206016816,0.1389631113782924,1489
4,Ob4.txt,0.5,path_length,R,-0.10506331630775503,-0.14125957815667078,1489
4,Ob4.txt,0.5,cos_theta_h,C,0.21079585873262222,0.2702412907850127,1448
4,Ob4.txt,0.5,cos_theta_h,dCdt,0.5432585117592789,0.5566441974233267,1448
4,Ob4.txt,0.5,cos_theta_h,R,-0.19154667539955644,-0.25631964280972636,1448
4,Ob4.txt,0.5,sin_theta_h,C,-0.23346792190653293,-0.25082063303387425,1448
4,Ob4.txt,0.5,sin_theta_h,dCdt,-0.4560510316903931,-0.4916318124459331,1448
4,Ob4.txt,0.5,sin_theta_h,R,0.26567557553124777,0.2738608839575042,1448
