history_window_sec,n_observations,obs_path_coverage_ge_0p90,median_path_feature_coverage,min_path_feature_coverage,median_theta_valid_fraction,min_theta_valid_fraction,median_path_length,median_abs_turning_proxy_rad
0.25,19,19,0.9984984984984985,0.996969696969697,0.9374374374374375,0.9022757697456493,0.27766408971033196,0.11277179527660869
0.5,19,19,0.996996996996997,0.9939393939393939,0.9777777777777777,0.9571619812583668,0.5139233733956774,0.19158180401952252
0.75,19,19,0.995995995995996,0.9919191919191919,0.9857744994731296,0.9745649263721553,0.6983218038742094,0.30962437273881516
