ob,variable,event_type,relative_time_sec,median_value_z,q25_value_z,q75_value_z,n_events
17,shell_edge_minus_core,high_to_low,-0.5,-0.05549952070837877,-0.5481241463786388,0.5336966989395321,61
17,shell_edge_minus_core,low_to_high,-0.5,0.095487781291921,-0.4814662926777533,0.6725911803627689,61
17,shell_edge_minus_core,high_to_low,-0.45,-0.1108979218709854,-0.6043880121839716,0.5147879326121506,61
17,shell_edge_minus_core,low_to_high,-0.45,-0.00030237396903740055,-0.6129002360822859,0.7956431526417331,61
17,shell_edge_minus_core,high_to_low,-0.4,-0.06811932913914198,-0.8810539851422629,0.3756972842120543,61
17,shell_edge_minus_core,low_to_high,-0.4,0.2253092018469332,-0.3764803034272396,0.901612012546467,61
17,shell_edge_minus_core,high_to_low,-0.35,-0.2871978428826227,-0.7414914222008263,0.5012401756426432,61
17,shell_edge_minus_core,low_to_high,-0.35,0.08119341745139297,-0.48718963104265733,0.633986591604026,61
17,shell_edge_minus_core,high_to_low,-0.3,-0.0906801208170389,-0.5207471862493513,0.47373411477229754,61
17,shell_edge_minus_core,low_to_high,-0.3,0.1486792956090177,-0.531404315253108,0.6592996102208375,61
17,shell_edge_minus_core,high_to_low,-0.25,0.0250649698669241,-0.8663149828970804,0.7269885949717745,61
17,shell_edge_minus_core,low_to_high,-0.25,-0.1316174201442594,-0.5121120088497935,0.5946319302660044,61
17,shell_edge_minus_core,high_to_low,-0.2,-0.13561297449445608,-0.6811566374014115,0.7465920031535064,61
17,shell_edge_minus_core,low_to_high,-0.2,0.0958607011570319,-0.6950985094492766,0.644003403262145,61
17,shell_edge_minus_core,high_to_low,-0.15,0.16190921247302148,-0.3509766637176508,0.7603350434306739,61
17,shell_edge_minus_core,low_to_high,-0.15,-0.04794560559690686,-0.7974531314922557,0.6498677691484133,61
17,shell_edge_minus_core,high_to_low,-0.1,0.3452686067054218,-0.42946080701988304,0.9772468430532504,61
17,shell_edge_minus_core,low_to_high,-0.1,-0.12387388334425123,-0.7853364482408618,0.5851531056535753,61
