ob,dataset,t,n_focals,neighbor_slots,unique_neighbors,neighbor_overlap_ratio,max_memberships_per_neighbor,fraction_multimembership_neighbors
10,Ob10.txt,15.15,24,192,65,2.953846153846154,8,0.6923076923076923
10,Ob10.txt,15.25,24,192,60,3.2,7,0.7666666666666667
10,Ob10.txt,15.35,24,192,60,3.2,8,0.8
10,Ob10.txt,15.45,24,192,59,3.254237288135593,7,0.7796610169491526
10,Ob10.txt,15.55,24,192,61,3.1475409836065573,7,0.8524590163934426
10,Ob10.txt,15.65,24,192,62,3.096774193548387,7,0.8870967741935484
10,Ob10.txt,15.75,24,192,60,3.2,8,0.8833333333333333
10,Ob10.txt,15.85,24,192,62,3.096774193548387,7,0.8870967741935484
10,Ob10.txt,15.95,24,192,62,3.096774193548387,7,0.8225806451612904
10,Ob10.txt,16.05,24,192,67,2.8656716417910446,8,0.7761194029850746
10,Ob10.txt,16.15,24,192,64,3.0,7,0.84375
10,Ob10.txt,16.25,24,192,61,3.1475409836065573,7,0.7868852459016393
10,Ob10.txt,16.35,24,192,61,3.1475409836065573,7,0.8032786885245902
10,Ob10.txt,16.45,24,192,66,2.909090909090909,7,0.8333333333333334
10,Ob10.txt,16.55,24,192,64,3.0,7,0.734375
10,Ob10.txt,16.65,24,192,63,3.0476190476190474,6,0.7936507936507936
10,Ob10.txt,16.75,24,192,63,3.0476190476190474,7,0.8095238095238095
10,Ob10.txt,16.85,24,192,65,2.953846153846154,7,0.8153846153846154
10,Ob10.txt,16.95,24,192,62,3.096774193548387,7,0.8709677419354839
10,Ob10.txt,17.05,24,192,66,2.909090909090909,8,0.7727272727272727
10,Ob10.txt,17.15,24,192,63,3.0476190476190474,9,0.746031746031746
10,Ob10.txt,17.25,24,192,72,2.6666666666666665,7,0.6944444444444444
10,Ob10.txt,17.35,24,192,67,2.8656716417910446,7,0.8059701492537313
10,Ob10.txt,17.45,24,192,67,2.8656716417910446,6,0.8208955223880597
10,Ob10.txt,17.55,24,192,71,2.704225352112676,6,0.8028169014084507
10,Ob10.txt,17.65,24,192,68,2.823529411764706,6,0.8235294117647058
10,Ob10.txt,17.75,24,192,70,2.742857142857143,7,0.7571428571428571
10,Ob10.txt,17.85,24,192,68,2.823529411764706,6,0.8382352941176471
10,Ob10.txt,17.95,24,192,68,2.823529411764706,7,0.8088235294117647
10,Ob10.txt,18.05,24,192,68,2.823529411764706,6,0.7941176470588235
10,Ob10.txt,18.15,24,192,69,2.782608695652174,7,0.7971014492753623
10,Ob10.txt,18.25,24,192,62,3.096774193548387,7,0.8064516129032258
10,Ob10.txt,18.35,24,192,59,3.254237288135593,10,0.7627118644067796
10,Ob10.txt,18.45,24,192,61,3.1475409836065573,9,0.7868852459016393
10,Ob10.txt,18.55,24,192,61,3.1475409836065573,8,0.8688524590163934
10,Ob10.txt,18.65,24,192,59,3.254237288135593,9,0.8813559322033898
10,Ob10.txt,18.75,24,192,62,3.096774193548387,8,0.8548387096774194
10,Ob10.txt,18.85,24,192,65,2.953846153846154,8,0.8615384615384616
10,Ob10.txt,18.95,24,192,64,3.0,8,0.8125
10,Ob10.txt,19.05,24,192,58,3.310344827586207,9,0.8793103448275862
10,Ob10.txt,19.15,24,192,65,2.953846153846154,7,0.8153846153846154
10,Ob10.txt,19.25,24,192,63,3.0476190476190474,7,0.8095238095238095
10,Ob10.txt,19.35,24,192,63,3.0476190476190474,8,0.8888888888888888
10,Ob10.txt,19.45,24,192,66,2.909090909090909,7,0.8787878787878788
10,Ob10.txt,19.55,24,192,62,3.096774193548387,7,0.8064516129032258
10,Ob10.txt,19.65,24,192,60,3.2,9,0.85
10,Ob10.txt,19.75,24,192,62,3.096774193548387,9,0.7580645161290323
10,Ob10.txt,19.85,24,192,62,3.096774193548387,7,0.7903225806451613
10,Ob10.txt,19.95,24,192,62,3.096774193548387,8,0.8709677419354839
10,Ob10.txt,20.05,24,192,61,3.1475409836065573,8,0.8524590163934426
10,Ob10.txt,20.15,24,192,64,3.0,6,0.84375
10,Ob10.txt,20.25,24,192,57,3.3684210526315788,8,0.8771929824561403
10,Ob10.txt,20.35,24,192,60,3.2,8,0.8333333333333334
10,Ob10.txt,20.45,24,192,57,3.3684210526315788,8,0.8596491228070176
10,Ob10.txt,20.55,24,192,58,3.310344827586207,9,0.896551724137931
10,Ob10.txt,20.65,24,192,62,3.096774193548387,8,0.8709677419354839
10,Ob10.txt,20.75,24,192,58,3.310344827586207,9,0.8275862068965517
10,Ob10.txt,20.85,24,192,60,3.2,7,0.8666666666666667
10,Ob10.txt,20.95,24,192,60,3.2,7,0.8666666666666667
10,Ob10.txt,21.05,24,192,58,3.310344827586207,8,0.8448275862068966
10,Ob10.txt,21.15,24,192,61,3.1475409836065573,7,0.9016393442622952
10,Ob10.txt,21.25,24,192,60,3.2,8,0.7666666666666667
10,Ob10.txt,21.35,24,192,57,3.3684210526315788,8,0.8596491228070176
10,Ob10.txt,21.45,24,192,68,2.823529411764706,8,0.8088235294117647
10,Ob10.txt,21.55,24,192,67,2.8656716417910446,7,0.9104477611940298
10,Ob10.txt,21.65,24,192,64,3.0,8,0.84375
10,Ob10.txt,21.75,24,192,67,2.8656716417910446,6,0.7761194029850746
10,Ob10.txt,21.85,24,192,60,3.2,8,0.8666666666666667
10,Ob10.txt,21.95,24,192,63,3.0476190476190474,7,0.7619047619047619
10,Ob10.txt,22.05,24,192,59,3.254237288135593,8,0.7288135593220338
10,Ob10.txt,22.15,24,192,56,3.4285714285714284,7,0.8571428571428571
10,Ob10.txt,22.25,24,192,62,3.096774193548387,6,0.8548387096774194
10,Ob10.txt,22.35,24,192,61,3.1475409836065573,7,0.8524590163934426
10,Ob10.txt,22.45,24,192,61,3.1475409836065573,8,0.7540983606557377
10,Ob10.txt,22.55,24,192,62,3.096774193548387,7,0.7258064516129032
10,Ob10.txt,22.65,24,192,61,3.1475409836065573,9,0.7704918032786885
10,Ob10.txt,22.75,24,192,60,3.2,9,0.7666666666666667
10,Ob10.txt,22.85,24,192,58,3.310344827586207,7,0.8620689655172413
10,Ob10.txt,22.95,24,192,60,3.2,7,0.8666666666666667
10,Ob10.txt,23.05,24,192,58,3.310344827586207,7,0.8793103448275862
10,Ob10.txt,23.15,24,192,63,3.0476190476190474,8,0.7301587301587301
10,Ob10.txt,23.25,24,192,56,3.4285714285714284,8,0.8214285714285714
10,Ob10.txt,23.35,24,192,62,3.096774193548387,8,0.8225806451612904
10,Ob10.txt,23.45,24,192,59,3.254237288135593,7,0.847457627118644
10,Ob10.txt,23.55,24,192,62,3.096774193548387,9,0.7903225806451613
10,Ob10.txt,23.65,24,192,60,3.2,8,0.8
10,Ob10.txt,23.75,24,192,65,2.953846153846154,7,0.8615384615384616
10,Ob10.txt,23.85,24,192,63,3.0476190476190474,8,0.8571428571428571
10,Ob10.txt,23.95,24,192,61,3.1475409836065573,9,0.8032786885245902
10,Ob10.txt,24.05,24,192,59,3.254237288135593,7,0.8813559322033898
10,Ob10.txt,24.15,24,192,59,3.254237288135593,8,0.8983050847457628
10,Ob10.txt,24.25,24,192,63,3.0476190476190474,7,0.7936507936507936
10,Ob10.txt,24.35,24,192,64,3.0,7,0.75
10,Ob10.txt,24.45,24,192,63,3.0476190476190474,7,0.7777777777777778
10,Ob10.txt,24.55,24,192,70,2.742857142857143,8,0.7714285714285715
10,Ob10.txt,24.65,24,192,69,2.782608695652174,6,0.8115942028985508
10,Ob10.txt,24.75,24,192,64,3.0,7,0.8125
10,Ob10.txt,24.85,24,192,68,2.823529411764706,6,0.8235294117647058
10,Ob10.txt,24.95,24,192,63,3.0476190476190474,7,0.8888888888888888
10,Ob10.txt,25.05,24,192,57,3.3684210526315788,7,0.8070175438596491
10,Ob10.txt,25.15,24,192,63,3.0476190476190474,7,0.8571428571428571
10,Ob10.txt,25.25,24,192,61,3.1475409836065573,7,0.8524590163934426
10,Ob10.txt,25.35,24,192,60,3.2,10,0.8166666666666667
10,Ob10.txt,25.45,24,192,63,3.0476190476190474,7,0.8253968253968254
10,Ob10.txt,25.55,24,192,62,3.096774193548387,9,0.6612903225806451
10,Ob10.txt,25.65,24,192,63,3.0476190476190474,7,0.7619047619047619
10,Ob10.txt,25.75,24,192,63,3.0476190476190474,7,0.8095238095238095
10,Ob10.txt,25.85,24,192,64,3.0,7,0.75
10,Ob10.txt,25.95,24,192,59,3.254237288135593,8,0.7796610169491526
10,Ob10.txt,26.05,24,192,58,3.310344827586207,8,0.7413793103448276
10,Ob10.txt,26.15,24,192,60,3.2,8,0.8
10,Ob10.txt,26.25,24,192,61,3.1475409836065573,8,0.8360655737704918
10,Ob10.txt,26.35,24,192,55,3.4909090909090907,8,0.8
10,Ob10.txt,26.45,24,192,60,3.2,9,0.8
10,Ob10.txt,26.55,24,192,62,3.096774193548387,7,0.8387096774193549
10,Ob10.txt,26.65,24,192,61,3.1475409836065573,8,0.8852459016393442
10,Ob10.txt,26.75,24,192,65,2.953846153846154,6,0.8615384615384616
10,Ob10.txt,26.85,24,192,62,3.096774193548387,7,0.7096774193548387
10,Ob10.txt,26.95,24,192,55,3.4909090909090907,12,0.6727272727272727
10,Ob10.txt,27.05,24,192,58,3.310344827586207,8,0.7758620689655172
10,Ob10.txt,27.15,24,192,60,3.2,7,0.7833333333333333
10,Ob10.txt,27.25,24,192,61,3.1475409836065573,8,0.7049180327868853
10,Ob10.txt,27.35,24,192,60,3.2,7,0.8333333333333334
10,Ob10.txt,27.45,24,192,61,3.1475409836065573,6,0.8360655737704918
10,Ob10.txt,27.55,24,192,59,3.254237288135593,7,0.864406779661017
10,Ob10.txt,27.65,24,192,60,3.2,8,0.7833333333333333
10,Ob10.txt,27.75,24,192,60,3.2,8,0.8833333333333333
10,Ob10.txt,27.85,24,192,60,3.2,7,0.8333333333333334
10,Ob10.txt,27.95,24,192,61,3.1475409836065573,7,0.8852459016393442
10,Ob10.txt,28.05,24,192,59,3.254237288135593,7,0.7796610169491526
10,Ob10.txt,28.15,24,192,61,3.1475409836065573,7,0.8524590163934426
10,Ob10.txt,28.25,24,192,57,3.3684210526315788,11,0.8771929824561403
10,Ob10.txt,28.35,24,192,57,3.3684210526315788,7,0.8771929824561403
10,Ob10.txt,28.45,24,192,61,3.1475409836065573,6,0.8360655737704918
10,Ob10.txt,28.55,24,192,64,3.0,6,0.78125
10,Ob10.txt,28.65,24,192,60,3.2,8,0.8333333333333334
10,Ob10.txt,28.75,24,192,60,3.2,7,0.8666666666666667
10,Ob10.txt,28.85,24,192,64,3.0,9,0.765625
10,Ob10.txt,28.95,24,192,62,3.096774193548387,9,0.7903225806451613
10,Ob10.txt,29.05,24,192,61,3.1475409836065573,7,0.7049180327868853
10,Ob10.txt,29.15,24,192,62,3.096774193548387,7,0.8225806451612904
10,Ob10.txt,29.25,24,192,54,3.555555555555556,9,0.8703703703703703
10,Ob10.txt,29.35,24,192,59,3.254237288135593,7,0.7796610169491526
10,Ob10.txt,29.45,24,192,60,3.2,9,0.7666666666666667
10,Ob10.txt,29.55,24,192,60,3.2,7,0.8666666666666667
10,Ob10.txt,29.65,24,192,61,3.1475409836065573,7,0.8032786885245902
10,Ob10.txt,29.75,24,192,58,3.310344827586207,9,0.8620689655172413
10,Ob10.txt,29.85,24,192,55,3.4909090909090907,8,0.7818181818181819
10,Ob10.txt,29.95,24,192,56,3.4285714285714284,7,0.875
10,Ob10.txt,30.05,24,192,54,3.555555555555556,7,0.9629629629629628
10,Ob10.txt,30.15,24,192,59,3.254237288135593,8,0.8305084745762712
10,Ob10.txt,30.25,24,192,56,3.4285714285714284,8,0.7678571428571429
10,Ob10.txt,30.35,24,192,50,3.84,8,0.84
10,Ob10.txt,30.45,24,192,62,3.096774193548387,7,0.7741935483870968
10,Ob10.txt,30.55,24,192,57,3.3684210526315788,7,0.8771929824561403
10,Ob10.txt,30.65,24,192,57,3.3684210526315788,8,0.8421052631578947
10,Ob10.txt,30.75,24,192,59,3.254237288135593,8,0.7457627118644068
10,Ob10.txt,30.85,24,192,60,3.2,9,0.9666666666666668
10,Ob10.txt,30.95,24,192,59,3.254237288135593,9,0.864406779661017
10,Ob10.txt,31.05,24,192,59,3.254237288135593,9,0.8305084745762712
10,Ob10.txt,31.15,24,192,62,3.096774193548387,10,0.7580645161290323
10,Ob10.txt,31.25,24,192,60,3.2,7,0.8333333333333334
10,Ob10.txt,31.35,24,192,56,3.4285714285714284,8,0.8214285714285714
10,Ob10.txt,31.45,24,192,56,3.4285714285714284,8,0.8571428571428571
10,Ob10.txt,31.55,24,192,59,3.254237288135593,8,0.9152542372881356
10,Ob10.txt,31.65,24,192,56,3.4285714285714284,10,0.75
10,Ob10.txt,31.75,24,192,51,3.764705882352941,8,0.9215686274509804
10,Ob10.txt,31.85,24,192,58,3.310344827586207,8,0.8103448275862069
10,Ob10.txt,31.95,24,192,53,3.6226415094339615,10,0.7735849056603774
10,Ob10.txt,32.05,24,192,54,3.555555555555556,10,0.8333333333333334
10,Ob10.txt,32.15,24,192,59,3.254237288135593,8,0.847457627118644
10,Ob10.txt,32.25,24,192,63,3.0476190476190474,7,0.8412698412698413
10,Ob10.txt,32.35,24,192,67,2.8656716417910446,8,0.746268656716418
10,Ob10.txt,32.45,24,192,60,3.2,9,0.7666666666666667
10,Ob10.txt,32.55,24,192,57,3.3684210526315788,8,0.8771929824561403
10,Ob10.txt,32.65,24,192,60,3.2,8,0.8666666666666667
10,Ob10.txt,32.75,24,192,63,3.0476190476190474,7,0.873015873015873
10,Ob10.txt,32.85,24,192,64,3.0,8,0.765625
10,Ob10.txt,32.95,24,192,58,3.310344827586207,8,0.8793103448275862
10,Ob10.txt,33.05,24,192,59,3.254237288135593,9,0.8135593220338984
10,Ob10.txt,33.15,24,192,62,3.096774193548387,8,0.7903225806451613
10,Ob10.txt,33.25,24,192,58,3.310344827586207,7,0.8620689655172413
10,Ob10.txt,33.35,24,192,57,3.3684210526315788,7,0.8070175438596491
10,Ob10.txt,33.45,24,192,61,3.1475409836065573,8,0.8360655737704918
10,Ob10.txt,33.55,24,192,60,3.2,7,0.7833333333333333
10,Ob10.txt,33.65,24,192,61,3.1475409836065573,8,0.819672131147541
10,Ob10.txt,33.75,24,192,62,3.096774193548387,7,0.8064516129032258
10,Ob10.txt,33.85,24,192,64,3.0,7,0.875
10,Ob10.txt,33.95,24,192,65,2.953846153846154,6,0.8
10,Ob10.txt,34.05,24,192,66,2.909090909090909,7,0.803030303030303
10,Ob10.txt,34.15,24,192,65,2.953846153846154,7,0.7692307692307693
10,Ob10.txt,34.25,24,192,65,2.953846153846154,7,0.7846153846153846
10,Ob10.txt,34.35,24,192,63,3.0476190476190474,8,0.746031746031746
10,Ob10.txt,34.45,24,192,71,2.704225352112676,7,0.7605633802816901
10,Ob10.txt,34.55,24,192,66,2.909090909090909,8,0.7727272727272727
10,Ob10.txt,34.65,24,192,62,3.096774193548387,10,0.8387096774193549
10,Ob10.txt,34.75,24,192,65,2.953846153846154,7,0.7692307692307693
10,Ob10.txt,34.85,24,192,67,2.8656716417910446,7,0.7164179104477612
10,Ob10.txt,34.95,24,192,61,3.1475409836065573,7,0.8360655737704918
10,Ob10.txt,35.05,24,192,65,2.953846153846154,6,0.7692307692307693
10,Ob10.txt,35.15,24,192,61,3.1475409836065573,8,0.8524590163934426
10,Ob10.txt,35.25,24,192,70,2.742857142857143,7,0.7714285714285715
10,Ob10.txt,35.35,24,192,68,2.823529411764706,7,0.7941176470588235
10,Ob10.txt,35.45,24,192,64,3.0,7,0.78125
10,Ob10.txt,35.55,24,192,62,3.096774193548387,8,0.7258064516129032
10,Ob10.txt,35.65,24,192,64,3.0,7,0.8125
10,Ob10.txt,35.75,24,192,64,3.0,8,0.796875
10,Ob10.txt,35.85,24,192,63,3.0476190476190474,7,0.8253968253968254
10,Ob10.txt,35.95,24,192,61,3.1475409836065573,7,0.7377049180327869
10,Ob10.txt,36.05,24,192,60,3.2,9,0.7833333333333333
10,Ob10.txt,36.15,24,192,53,3.6226415094339615,9,0.7358490566037735
10,Ob10.txt,36.25,24,192,61,3.1475409836065573,8,0.7704918032786885
10,Ob10.txt,36.35,24,192,59,3.254237288135593,9,0.7966101694915254
10,Ob10.txt,36.45,24,192,60,3.2,7,0.85
10,Ob10.txt,36.55,24,192,59,3.254237288135593,7,0.8135593220338984
10,Ob10.txt,36.65,24,192,59,3.254237288135593,7,0.847457627118644
10,Ob10.txt,36.75,24,192,59,3.254237288135593,8,0.8305084745762712
10,Ob10.txt,36.85,24,192,60,3.2,7,0.7666666666666667
10,Ob10.txt,36.95,24,192,66,2.909090909090909,6,0.8333333333333334
10,Ob10.txt,37.05,24,192,65,2.953846153846154,7,0.8153846153846154
10,Ob10.txt,37.15,24,192,65,2.953846153846154,7,0.8
10,Ob10.txt,37.25,24,192,68,2.823529411764706,6,0.8088235294117647
10,Ob10.txt,37.35,24,192,63,3.0476190476190474,7,0.8571428571428571
10,Ob10.txt,37.45,24,192,58,3.310344827586207,10,0.7586206896551724
10,Ob10.txt,37.55,24,192,66,2.909090909090909,7,0.8181818181818182
10,Ob10.txt,37.65,24,192,66,2.909090909090909,5,0.803030303030303
10,Ob10.txt,37.75,24,192,65,2.953846153846154,7,0.7846153846153846
10,Ob10.txt,37.85,24,192,68,2.823529411764706,8,0.7205882352941176
10,Ob10.txt,37.95,24,192,65,2.953846153846154,7,0.7692307692307693
10,Ob10.txt,38.05,24,192,65,2.953846153846154,7,0.8307692307692308
10,Ob10.txt,38.15,24,192,64,3.0,7,0.8125
10,Ob10.txt,38.25,24,192,60,3.2,7,0.85
10,Ob10.txt,38.35,24,192,64,3.0,6,0.890625
10,Ob10.txt,38.45,24,192,68,2.823529411764706,6,0.8382352941176471
10,Ob10.txt,38.55,24,192,67,2.8656716417910446,6,0.835820895522388
10,Ob10.txt,38.65,24,192,66,2.909090909090909,8,0.7575757575757576
10,Ob10.txt,38.75,24,192,66,2.909090909090909,8,0.7727272727272727
10,Ob10.txt,38.85,24,192,63,3.0476190476190474,7,0.7936507936507936
10,Ob10.txt,38.95,24,192,58,3.310344827586207,7,0.8275862068965517
10,Ob10.txt,39.05,24,192,62,3.096774193548387,7,0.8225806451612904
10,Ob10.txt,39.15,24,192,62,3.096774193548387,7,0.7419354838709677
10,Ob10.txt,39.25,24,192,59,3.254237288135593,8,0.7796610169491526
10,Ob10.txt,39.35,24,192,60,3.2,7,0.85
10,Ob10.txt,39.45,24,192,59,3.254237288135593,7,0.8135593220338984
10,Ob10.txt,39.55,24,192,62,3.096774193548387,8,0.8709677419354839
10,Ob10.txt,39.65,24,192,60,3.2,7,0.7833333333333333
10,Ob10.txt,39.75,24,192,59,3.254237288135593,7,0.7966101694915254
10,Ob10.txt,39.85,24,192,59,3.254237288135593,10,0.7796610169491526
10,Ob10.txt,39.95,24,192,58,3.310344827586207,7,0.896551724137931
10,Ob10.txt,40.05,24,192,61,3.1475409836065573,8,0.8032786885245902
10,Ob10.txt,40.15,24,192,58,3.310344827586207,8,0.8793103448275862
10,Ob10.txt,40.25,24,192,60,3.2,9,0.8
10,Ob10.txt,40.35,24,192,62,3.096774193548387,8,0.7419354838709677
10,Ob10.txt,40.45,24,192,59,3.254237288135593,8,0.8305084745762712
10,Ob10.txt,40.55,24,192,68,2.823529411764706,6,0.8529411764705882
10,Ob10.txt,40.65,24,192,65,2.953846153846154,7,0.8615384615384616
10,Ob10.txt,40.75,24,192,62,3.096774193548387,7,0.8548387096774194
10,Ob10.txt,40.85,24,192,66,2.909090909090909,7,0.8181818181818182
10,Ob10.txt,40.95,24,192,65,2.953846153846154,8,0.8
10,Ob10.txt,41.05,24,192,64,3.0,7,0.796875
10,Ob10.txt,41.15,24,192,66,2.909090909090909,8,0.7272727272727273
10,Ob10.txt,41.25,24,192,66,2.909090909090909,7,0.8333333333333334
10,Ob10.txt,41.35,24,192,62,3.096774193548387,8,0.7580645161290323
10,Ob10.txt,41.45,24,192,64,3.0,7,0.8125
10,Ob10.txt,41.55,24,192,58,3.310344827586207,9,0.8103448275862069
10,Ob10.txt,41.65,24,192,59,3.254237288135593,6,0.8813559322033898
10,Ob10.txt,41.75,24,192,56,3.4285714285714284,8,0.8035714285714286
10,Ob10.txt,41.85,24,192,63,3.0476190476190474,8,0.7142857142857143
10,Ob10.txt,41.95,24,192,61,3.1475409836065573,9,0.8360655737704918
10,Ob10.txt,42.05,24,192,62,3.096774193548387,9,0.7903225806451613
10,Ob10.txt,42.15,24,192,66,2.909090909090909,7,0.7878787878787878
10,Ob10.txt,42.25,24,192,63,3.0476190476190474,7,0.873015873015873
10,Ob10.txt,42.35,24,192,64,3.0,7,0.828125
10,Ob10.txt,42.45,24,192,60,3.2,8,0.8833333333333333
10,Ob10.txt,42.55,24,192,60,3.2,7,0.8166666666666667
10,Ob10.txt,42.65,24,192,61,3.1475409836065573,8,0.7704918032786885
10,Ob10.txt,42.75,24,192,63,3.0476190476190474,9,0.7301587301587301
10,Ob10.txt,42.85,24,192,65,2.953846153846154,8,0.8
10,Ob10.txt,42.95,24,192,63,3.0476190476190474,9,0.746031746031746
10,Ob10.txt,43.05,24,192,63,3.0476190476190474,7,0.8412698412698413
10,Ob10.txt,43.15,24,192,60,3.2,7,0.8666666666666667
10,Ob10.txt,43.25,24,192,58,3.310344827586207,9,0.8103448275862069
10,Ob10.txt,43.35,24,192,62,3.096774193548387,7,0.7903225806451613
10,Ob10.txt,43.45,24,192,63,3.0476190476190474,6,0.7142857142857143
10,Ob10.txt,43.55,24,192,65,2.953846153846154,10,0.8
10,Ob10.txt,43.65,24,192,63,3.0476190476190474,7,0.8095238095238095
10,Ob10.txt,43.75,24,192,62,3.096774193548387,8,0.8064516129032258
10,Ob10.txt,43.85,24,192,65,2.953846153846154,6,0.8153846153846154
10,Ob10.txt,43.95,24,192,60,3.2,8,0.75
10,Ob10.txt,44.05,24,192,62,3.096774193548387,9,0.7096774193548387
10,Ob10.txt,44.15,24,192,65,2.953846153846154,7,0.8461538461538461
10,Ob10.txt,44.25,24,192,58,3.310344827586207,10,0.7586206896551724
10,Ob10.txt,44.35,24,192,59,3.254237288135593,8,0.8813559322033898
10,Ob10.txt,44.45,24,192,61,3.1475409836065573,7,0.7704918032786885
10,Ob10.txt,44.55,24,192,68,2.823529411764706,6,0.7647058823529411
10,Ob10.txt,44.65,24,192,64,3.0,8,0.8125
10,Ob10.txt,44.75,24,192,62,3.096774193548387,7,0.8387096774193549
10,Ob10.txt,44.85,24,192,65,2.953846153846154,11,0.7076923076923077
10,Ob10.txt,44.95,24,192,64,3.0,7,0.796875
10,Ob10.txt,45.05,24,192,58,3.310344827586207,9,0.7586206896551724
10,Ob10.txt,45.15,24,192,63,3.0476190476190474,7,0.8888888888888888
10,Ob10.txt,45.25,24,192,64,3.0,7,0.890625
10,Ob10.txt,45.35,24,192,60,3.2,10,0.6833333333333333
10,Ob10.txt,45.45,24,192,59,3.254237288135593,8,0.847457627118644
10,Ob10.txt,45.55,24,192,61,3.1475409836065573,7,0.8688524590163934
10,Ob10.txt,45.65,24,192,62,3.096774193548387,7,0.8225806451612904
10,Ob10.txt,45.75,24,192,62,3.096774193548387,7,0.7903225806451613
10,Ob10.txt,45.85,24,192,65,2.953846153846154,6,0.7692307692307693
10,Ob10.txt,45.95,24,192,60,3.2,10,0.75
10,Ob10.txt,46.05,24,192,60,3.2,8,0.7833333333333333
10,Ob10.txt,46.15,24,192,62,3.096774193548387,6,0.8709677419354839
10,Ob10.txt,46.25,24,192,60,3.2,7,0.8833333333333333
10,Ob10.txt,46.35,24,192,64,3.0,7,0.75
10,Ob10.txt,46.45,24,192,62,3.096774193548387,8,0.7580645161290323
10,Ob10.txt,46.55,24,192,63,3.0476190476190474,7,0.746031746031746
10,Ob10.txt,46.65,24,192,58,3.310344827586207,9,0.7758620689655172
10,Ob10.txt,46.75,24,192,60,3.2,7,0.8833333333333333
10,Ob10.txt,46.85,24,192,63,3.0476190476190474,7,0.8095238095238095
10,Ob10.txt,46.95,24,192,61,3.1475409836065573,9,0.7704918032786885
10,Ob10.txt,47.05,24,192,64,3.0,7,0.828125
10,Ob10.txt,47.15,24,192,63,3.0476190476190474,7,0.8888888888888888
10,Ob10.txt,47.25,24,192,67,2.8656716417910446,6,0.8656716417910447
10,Ob10.txt,47.35,24,192,69,2.782608695652174,5,0.8405797101449275
10,Ob10.txt,47.45,24,192,68,2.823529411764706,6,0.75
10,Ob10.txt,47.55,24,192,64,3.0,6,0.734375
10,Ob10.txt,47.65,24,192,62,3.096774193548387,6,0.7741935483870968
10,Ob10.txt,47.75,24,192,67,2.8656716417910446,6,0.746268656716418
10,Ob10.txt,47.85,24,192,60,3.2,8,0.8166666666666667
10,Ob10.txt,47.95,24,192,60,3.2,8,0.75
10,Ob10.txt,48.05,24,192,59,3.254237288135593,8,0.847457627118644
10,Ob10.txt,48.15,24,192,64,3.0,7,0.8125
10,Ob10.txt,48.25,24,192,67,2.8656716417910446,7,0.8059701492537313
10,Ob10.txt,48.35,24,192,60,3.2,8,0.75
10,Ob10.txt,48.45,24,192,66,2.909090909090909,6,0.8333333333333334
10,Ob10.txt,48.55,24,192,62,3.096774193548387,10,0.6935483870967742
10,Ob10.txt,48.65,24,192,63,3.0476190476190474,6,0.8571428571428571
10,Ob10.txt,48.75,24,192,60,3.2,8,0.85
10,Ob10.txt,48.85,24,192,61,3.1475409836065573,8,0.8032786885245902
10,Ob10.txt,48.95,24,192,59,3.254237288135593,10,0.711864406779661
10,Ob10.txt,49.05,24,192,63,3.0476190476190474,7,0.8095238095238095
10,Ob10.txt,49.15,24,192,64,3.0,8,0.828125
10,Ob10.txt,49.25,24,192,61,3.1475409836065573,6,0.8360655737704918
10,Ob10.txt,49.35,24,192,62,3.096774193548387,7,0.7903225806451613
10,Ob10.txt,49.45,24,192,58,3.310344827586207,7,0.8103448275862069
10,Ob10.txt,49.55,24,192,66,2.909090909090909,7,0.8333333333333334
10,Ob10.txt,49.65,24,192,65,2.953846153846154,6,0.8307692307692308
10,Ob10.txt,49.75,24,192,61,3.1475409836065573,7,0.8688524590163934
10,Ob10.txt,49.85,24,192,59,3.254237288135593,8,0.7966101694915254
10,Ob10.txt,49.95,24,192,53,3.6226415094339615,8,0.7924528301886793
10,Ob10.txt,50.05,24,192,59,3.254237288135593,7,0.8305084745762712
10,Ob10.txt,50.15,24,192,58,3.310344827586207,8,0.8103448275862069
10,Ob10.txt,50.25,24,192,60,3.2,7,0.7666666666666667
10,Ob10.txt,50.35,24,192,60,3.2,9,0.7166666666666667
10,Ob10.txt,50.45,24,192,63,3.0476190476190474,7,0.8888888888888888
10,Ob10.txt,50.55,24,192,62,3.096774193548387,8,0.7419354838709677
10,Ob10.txt,50.65,24,192,66,2.909090909090909,8,0.6818181818181818
10,Ob10.txt,50.75,24,192,62,3.096774193548387,7,0.8387096774193549
10,Ob10.txt,50.85,24,192,60,3.2,8,0.8166666666666667
10,Ob10.txt,50.95,24,192,64,3.0,6,0.828125
10,Ob10.txt,51.05,24,192,62,3.096774193548387,8,0.8548387096774194
10,Ob10.txt,51.15,24,192,66,2.909090909090909,7,0.803030303030303
10,Ob10.txt,51.25,24,192,60,3.2,8,0.7833333333333333
10,Ob10.txt,51.35,24,192,59,3.254237288135593,7,0.864406779661017
10,Ob10.txt,51.45,24,192,58,3.310344827586207,8,0.9310344827586208
10,Ob10.txt,51.55,24,192,55,3.4909090909090907,9,0.8
10,Ob10.txt,51.65,24,192,64,3.0,5,0.828125
10,Ob10.txt,51.75,24,192,61,3.1475409836065573,9,0.7540983606557377
10,Ob10.txt,51.85,24,192,62,3.096774193548387,9,0.8064516129032258
10,Ob10.txt,51.95,24,192,62,3.096774193548387,9,0.8548387096774194
10,Ob10.txt,52.05,24,192,67,2.8656716417910446,6,0.835820895522388
