ob,dataset,t,n_focals,neighbor_slots,unique_neighbors,neighbor_overlap_ratio,max_memberships_per_neighbor,fraction_multimembership_neighbors
6,Ob6.txt,5.65,18,144,18,8.0,15,0.9444444444444444
6,Ob6.txt,5.75,19,152,18,8.444444444444445,17,1.0
6,Ob6.txt,5.85,19,152,19,8.0,17,1.0
6,Ob6.txt,5.95,18,144,18,8.0,17,1.0
6,Ob6.txt,6.05,18,144,18,8.0,17,1.0
6,Ob6.txt,6.15,18,144,18,8.0,17,1.0
6,Ob6.txt,6.25,18,144,18,8.0,16,1.0
6,Ob6.txt,6.35,18,144,18,8.0,15,1.0
6,Ob6.txt,6.45,18,144,18,8.0,15,1.0
6,Ob6.txt,6.55,19,152,18,8.444444444444445,18,1.0
6,Ob6.txt,6.65,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,6.75,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,6.85,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,6.95,18,144,17,8.470588235294118,17,0.9411764705882352
6,Ob6.txt,7.05,18,144,17,8.470588235294118,14,1.0
6,Ob6.txt,7.15,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,7.25,17,136,16,8.5,16,1.0
6,Ob6.txt,7.35,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,7.45,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,7.55,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,7.65,17,136,16,8.5,16,1.0
6,Ob6.txt,7.75,16,128,16,8.0,15,1.0
6,Ob6.txt,7.85,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,7.95,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,8.05,17,136,17,8.0,14,0.9411764705882352
6,Ob6.txt,8.15,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,8.25,17,136,17,8.0,14,0.9411764705882352
6,Ob6.txt,8.35,18,144,17,8.470588235294118,16,0.9411764705882352
6,Ob6.txt,8.45,18,144,18,8.0,17,1.0
6,Ob6.txt,8.55,18,144,18,8.0,16,1.0
6,Ob6.txt,8.65,18,144,18,8.0,14,1.0
6,Ob6.txt,8.75,18,144,18,8.0,14,1.0
6,Ob6.txt,8.85,18,144,18,8.0,16,1.0
6,Ob6.txt,8.95,17,136,17,8.0,15,1.0
6,Ob6.txt,9.05,17,136,17,8.0,13,1.0
6,Ob6.txt,9.15,17,136,17,8.0,15,1.0
6,Ob6.txt,9.25,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,9.35,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,9.45,18,144,18,8.0,15,0.9444444444444444
6,Ob6.txt,9.55,19,152,19,8.0,16,0.9473684210526316
6,Ob6.txt,9.65,19,152,19,8.0,14,0.9473684210526316
6,Ob6.txt,9.75,19,152,19,8.0,16,1.0
6,Ob6.txt,9.85,20,160,20,8.0,18,0.95
6,Ob6.txt,9.95,20,160,20,8.0,17,1.0
6,Ob6.txt,10.05,20,160,20,8.0,19,1.0
6,Ob6.txt,10.15,20,160,20,8.0,17,1.0
6,Ob6.txt,10.25,19,152,19,8.0,14,1.0
6,Ob6.txt,10.35,19,152,19,8.0,13,1.0
6,Ob6.txt,10.45,20,160,20,8.0,15,1.0
6,Ob6.txt,10.55,20,160,20,8.0,16,1.0
6,Ob6.txt,10.65,20,160,20,8.0,17,0.95
6,Ob6.txt,10.75,20,160,19,8.421052631578947,19,1.0
6,Ob6.txt,10.85,20,160,20,8.0,19,0.95
6,Ob6.txt,10.95,20,160,20,8.0,19,0.95
6,Ob6.txt,11.05,19,152,18,8.444444444444445,18,1.0
6,Ob6.txt,11.15,19,152,18,8.444444444444445,18,0.9444444444444444
6,Ob6.txt,11.25,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,11.35,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,11.45,18,144,18,8.0,16,0.8888888888888888
6,Ob6.txt,11.55,17,136,17,8.0,16,1.0
6,Ob6.txt,11.65,17,136,17,8.0,16,1.0
6,Ob6.txt,11.75,17,136,17,8.0,16,1.0
6,Ob6.txt,11.85,18,144,18,8.0,15,1.0
6,Ob6.txt,11.95,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,12.05,18,144,18,8.0,17,0.8888888888888888
6,Ob6.txt,12.15,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,12.25,18,144,17,8.470588235294118,16,1.0
6,Ob6.txt,12.35,19,152,18,8.444444444444445,14,1.0
6,Ob6.txt,12.45,19,152,18,8.444444444444445,14,1.0
6,Ob6.txt,12.55,20,160,19,8.421052631578947,14,1.0
6,Ob6.txt,12.65,20,160,20,8.0,15,0.9
6,Ob6.txt,12.75,20,160,20,8.0,16,0.9
6,Ob6.txt,12.85,20,160,20,8.0,19,0.95
6,Ob6.txt,12.95,20,160,20,8.0,16,0.9
6,Ob6.txt,13.05,20,160,20,8.0,15,0.85
6,Ob6.txt,13.15,20,160,20,8.0,16,0.95
6,Ob6.txt,13.25,20,160,20,8.0,15,0.95
6,Ob6.txt,13.35,20,160,20,8.0,15,0.9
6,Ob6.txt,13.45,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,13.55,19,152,19,8.0,17,0.9473684210526316
6,Ob6.txt,13.65,19,152,18,8.444444444444445,17,1.0
6,Ob6.txt,13.75,18,144,17,8.470588235294118,17,0.9411764705882352
6,Ob6.txt,13.85,18,144,17,8.470588235294118,17,0.9411764705882352
6,Ob6.txt,13.95,17,136,15,9.066666666666666,16,0.9333333333333332
6,Ob6.txt,14.05,17,136,16,8.5,16,1.0
6,Ob6.txt,14.15,17,136,16,8.5,16,1.0
6,Ob6.txt,14.25,17,136,16,8.5,16,1.0
6,Ob6.txt,14.35,17,136,16,8.5,15,0.9375
6,Ob6.txt,14.45,17,136,16,8.5,14,1.0
6,Ob6.txt,14.55,17,136,16,8.5,16,1.0
6,Ob6.txt,14.65,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,14.75,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,14.85,17,136,17,8.0,16,1.0
6,Ob6.txt,14.95,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,15.05,17,136,17,8.0,16,0.8823529411764706
6,Ob6.txt,15.15,17,136,16,8.5,15,0.9375
6,Ob6.txt,15.25,19,152,18,8.444444444444445,15,0.9444444444444444
6,Ob6.txt,15.35,19,152,18,8.444444444444445,16,0.9444444444444444
6,Ob6.txt,15.45,19,152,19,8.0,16,0.9473684210526316
6,Ob6.txt,15.55,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,15.65,18,144,18,8.0,17,1.0
6,Ob6.txt,15.75,18,144,18,8.0,15,1.0
6,Ob6.txt,15.85,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,15.95,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,16.05,16,128,15,8.533333333333333,14,1.0
6,Ob6.txt,16.15,17,136,16,8.5,16,0.9375
6,Ob6.txt,16.25,17,136,16,8.5,15,1.0
6,Ob6.txt,16.35,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,16.45,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,16.55,20,160,20,8.0,19,0.9
6,Ob6.txt,16.65,19,152,19,8.0,17,0.9473684210526316
6,Ob6.txt,16.75,19,152,19,8.0,18,0.8947368421052632
6,Ob6.txt,16.85,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,16.95,20,160,20,8.0,19,1.0
6,Ob6.txt,17.05,19,152,19,8.0,18,1.0
6,Ob6.txt,17.15,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,17.25,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,17.35,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,17.45,17,136,17,8.0,16,1.0
6,Ob6.txt,17.55,17,136,17,8.0,15,1.0
6,Ob6.txt,17.65,17,136,17,8.0,15,1.0
6,Ob6.txt,17.75,18,144,18,8.0,16,1.0
6,Ob6.txt,17.85,18,144,18,8.0,17,1.0
6,Ob6.txt,17.95,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,18.05,18,144,18,8.0,17,1.0
6,Ob6.txt,18.15,19,152,19,8.0,18,0.8947368421052632
6,Ob6.txt,18.25,18,144,18,8.0,16,0.8888888888888888
6,Ob6.txt,18.35,18,144,18,8.0,15,0.9444444444444444
6,Ob6.txt,18.45,19,152,18,8.444444444444445,14,0.8888888888888888
6,Ob6.txt,18.55,19,152,18,8.444444444444445,16,0.9444444444444444
6,Ob6.txt,18.65,19,152,17,8.941176470588236,16,1.0
6,Ob6.txt,18.75,19,152,18,8.444444444444445,16,0.9444444444444444
6,Ob6.txt,18.85,19,152,18,8.444444444444445,16,0.8888888888888888
6,Ob6.txt,18.95,19,152,19,8.0,16,0.8947368421052632
6,Ob6.txt,19.05,19,152,19,8.0,17,0.8947368421052632
6,Ob6.txt,19.15,19,152,19,8.0,15,0.9473684210526316
6,Ob6.txt,19.25,19,152,19,8.0,14,0.9473684210526316
6,Ob6.txt,19.35,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,19.45,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,19.55,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,19.65,17,136,17,8.0,13,1.0
6,Ob6.txt,19.75,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,19.85,18,144,18,8.0,17,0.8888888888888888
6,Ob6.txt,19.95,18,144,18,8.0,14,0.9444444444444444
6,Ob6.txt,20.05,18,144,17,8.470588235294118,13,1.0
6,Ob6.txt,20.15,17,136,16,8.5,16,1.0
6,Ob6.txt,20.25,17,136,16,8.5,16,1.0
6,Ob6.txt,20.35,17,136,16,8.5,15,1.0
6,Ob6.txt,20.45,18,144,17,8.470588235294118,15,1.0
6,Ob6.txt,20.55,20,160,20,8.0,16,0.85
6,Ob6.txt,20.65,20,160,20,8.0,17,0.9
6,Ob6.txt,20.75,20,160,20,8.0,17,0.9
6,Ob6.txt,20.85,20,160,20,8.0,17,0.9
6,Ob6.txt,20.95,20,160,20,8.0,17,0.95
6,Ob6.txt,21.05,19,152,19,8.0,18,1.0
6,Ob6.txt,21.15,18,144,18,8.0,15,1.0
6,Ob6.txt,21.25,18,144,18,8.0,17,1.0
6,Ob6.txt,21.35,18,144,18,8.0,17,1.0
6,Ob6.txt,21.45,18,144,18,8.0,16,1.0
6,Ob6.txt,21.55,19,152,19,8.0,17,0.9473684210526316
6,Ob6.txt,21.65,20,160,20,8.0,19,0.9
6,Ob6.txt,21.75,20,160,20,8.0,19,0.9
6,Ob6.txt,21.85,19,152,18,8.444444444444445,18,1.0
6,Ob6.txt,21.95,19,152,18,8.444444444444445,18,0.9444444444444444
6,Ob6.txt,22.05,19,152,18,8.444444444444445,18,0.9444444444444444
6,Ob6.txt,22.15,19,152,18,8.444444444444445,18,0.9444444444444444
6,Ob6.txt,22.25,20,160,20,8.0,18,0.85
6,Ob6.txt,22.35,20,160,20,8.0,16,0.85
6,Ob6.txt,22.45,20,160,20,8.0,16,0.8
6,Ob6.txt,22.55,20,160,20,8.0,16,0.85
6,Ob6.txt,22.65,20,160,20,8.0,16,0.85
6,Ob6.txt,22.75,18,144,17,8.470588235294118,14,0.9411764705882352
6,Ob6.txt,22.85,18,144,17,8.470588235294118,16,0.9411764705882352
6,Ob6.txt,22.95,17,136,17,8.0,15,1.0
6,Ob6.txt,23.05,18,144,18,8.0,14,1.0
6,Ob6.txt,23.15,18,144,18,8.0,16,1.0
6,Ob6.txt,23.25,18,144,18,8.0,16,1.0
6,Ob6.txt,23.35,17,136,17,8.0,16,1.0
6,Ob6.txt,23.45,17,136,17,8.0,16,1.0
6,Ob6.txt,23.55,17,136,17,8.0,16,1.0
6,Ob6.txt,23.65,18,144,18,8.0,16,0.8888888888888888
6,Ob6.txt,23.75,19,152,18,8.444444444444445,18,1.0
6,Ob6.txt,23.85,19,152,18,8.444444444444445,17,1.0
6,Ob6.txt,23.95,19,152,18,8.444444444444445,16,0.9444444444444444
6,Ob6.txt,24.05,19,152,19,8.0,16,0.8947368421052632
6,Ob6.txt,24.15,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,24.25,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,24.35,18,144,18,8.0,16,0.8888888888888888
6,Ob6.txt,24.45,19,152,19,8.0,17,0.9473684210526316
6,Ob6.txt,24.55,19,152,19,8.0,15,0.9473684210526316
6,Ob6.txt,24.65,19,152,18,8.444444444444445,17,1.0
6,Ob6.txt,24.75,17,136,16,8.5,15,1.0
6,Ob6.txt,24.85,17,136,16,8.5,16,1.0
6,Ob6.txt,24.95,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,25.05,16,128,15,8.533333333333333,15,1.0
6,Ob6.txt,25.15,17,136,16,8.5,16,1.0
6,Ob6.txt,25.25,17,136,15,9.066666666666666,16,1.0
6,Ob6.txt,25.35,17,136,15,9.066666666666666,16,1.0
6,Ob6.txt,25.45,18,144,16,9.0,17,1.0
6,Ob6.txt,25.55,18,144,16,9.0,17,1.0
6,Ob6.txt,25.65,19,152,17,8.941176470588236,17,1.0
6,Ob6.txt,25.75,20,160,18,8.88888888888889,15,1.0
6,Ob6.txt,25.85,20,160,18,8.88888888888889,16,1.0
6,Ob6.txt,25.95,20,160,19,8.421052631578947,17,1.0
6,Ob6.txt,26.05,20,160,19,8.421052631578947,18,1.0
6,Ob6.txt,26.15,20,160,19,8.421052631578947,19,1.0
6,Ob6.txt,26.25,20,160,19,8.421052631578947,19,1.0
6,Ob6.txt,26.35,20,160,20,8.0,19,0.95
6,Ob6.txt,26.45,20,160,20,8.0,18,0.9
6,Ob6.txt,26.55,20,160,19,8.421052631578947,18,0.8947368421052632
6,Ob6.txt,26.65,20,160,18,8.88888888888889,18,0.9444444444444444
6,Ob6.txt,26.75,20,160,20,8.0,16,0.8
6,Ob6.txt,26.85,20,160,20,8.0,18,0.85
6,Ob6.txt,26.95,18,144,18,8.0,16,0.8333333333333334
6,Ob6.txt,27.05,18,144,18,8.0,14,0.9444444444444444
6,Ob6.txt,27.15,17,136,16,8.5,16,1.0
6,Ob6.txt,27.25,18,144,18,8.0,17,1.0
6,Ob6.txt,27.35,18,144,18,8.0,16,1.0
6,Ob6.txt,27.45,18,144,18,8.0,14,1.0
6,Ob6.txt,27.55,18,144,18,8.0,15,1.0
6,Ob6.txt,27.65,18,144,18,8.0,15,1.0
6,Ob6.txt,27.75,18,144,18,8.0,14,1.0
6,Ob6.txt,27.85,19,152,19,8.0,15,1.0
6,Ob6.txt,27.95,20,160,20,8.0,14,1.0
6,Ob6.txt,28.05,20,160,20,8.0,16,1.0
6,Ob6.txt,28.15,19,152,19,8.0,18,1.0
6,Ob6.txt,28.25,17,136,17,8.0,16,1.0
6,Ob6.txt,28.35,17,136,17,8.0,15,1.0
6,Ob6.txt,28.45,17,136,17,8.0,13,1.0
6,Ob6.txt,28.55,18,144,18,8.0,15,1.0
6,Ob6.txt,28.65,20,160,20,8.0,17,1.0
6,Ob6.txt,28.75,20,160,20,8.0,18,0.95
6,Ob6.txt,28.85,20,160,20,8.0,18,0.95
6,Ob6.txt,28.95,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,29.05,19,152,19,8.0,16,0.9473684210526316
6,Ob6.txt,29.15,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,29.25,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,29.35,17,136,17,8.0,15,1.0
6,Ob6.txt,29.45,16,128,16,8.0,15,1.0
6,Ob6.txt,29.55,14,112,14,8.0,13,1.0
6,Ob6.txt,29.65,12,96,12,8.0,11,1.0
6,Ob6.txt,29.75,13,104,13,8.0,12,1.0
6,Ob6.txt,29.85,15,120,15,8.0,14,0.9333333333333332
6,Ob6.txt,29.95,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,30.05,19,152,19,8.0,18,1.0
6,Ob6.txt,30.15,19,152,19,8.0,17,1.0
6,Ob6.txt,30.25,20,160,20,8.0,17,1.0
6,Ob6.txt,30.35,20,160,20,8.0,16,0.95
6,Ob6.txt,30.45,20,160,20,8.0,16,0.95
6,Ob6.txt,30.55,20,160,20,8.0,17,0.95
6,Ob6.txt,30.65,20,160,20,8.0,19,0.95
6,Ob6.txt,30.75,20,160,20,8.0,16,1.0
6,Ob6.txt,30.85,20,160,20,8.0,14,1.0
6,Ob6.txt,30.95,20,160,20,8.0,16,1.0
6,Ob6.txt,31.05,19,152,19,8.0,17,1.0
6,Ob6.txt,31.15,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,31.25,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,31.35,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,31.45,16,128,16,8.0,15,1.0
6,Ob6.txt,31.55,16,128,16,8.0,15,1.0
6,Ob6.txt,31.65,16,128,16,8.0,15,1.0
6,Ob6.txt,31.75,15,120,15,8.0,14,1.0
6,Ob6.txt,31.85,14,112,14,8.0,13,1.0
6,Ob6.txt,31.95,15,120,15,8.0,13,1.0
6,Ob6.txt,32.05,17,136,15,9.066666666666666,16,1.0
6,Ob6.txt,32.15,18,144,17,8.470588235294118,17,0.8823529411764706
6,Ob6.txt,32.25,17,136,17,8.0,16,1.0
6,Ob6.txt,32.35,17,136,17,8.0,16,1.0
6,Ob6.txt,32.45,18,144,18,8.0,16,1.0
6,Ob6.txt,32.55,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,32.65,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,32.75,18,144,17,8.470588235294118,14,1.0
6,Ob6.txt,32.85,18,144,17,8.470588235294118,16,1.0
6,Ob6.txt,32.95,18,144,17,8.470588235294118,15,1.0
6,Ob6.txt,33.05,18,144,17,8.470588235294118,14,1.0
6,Ob6.txt,33.15,18,144,18,8.0,15,1.0
6,Ob6.txt,33.25,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,33.35,19,152,18,8.444444444444445,17,1.0
6,Ob6.txt,33.45,21,168,21,8.0,19,0.9047619047619048
6,Ob6.txt,33.55,21,168,21,8.0,18,0.9047619047619048
6,Ob6.txt,33.65,21,168,21,8.0,17,0.9523809523809524
6,Ob6.txt,33.75,20,160,20,8.0,15,1.0
6,Ob6.txt,33.85,20,160,20,8.0,17,0.9
6,Ob6.txt,33.95,20,160,20,8.0,17,0.9
6,Ob6.txt,34.05,20,160,20,8.0,17,0.85
6,Ob6.txt,34.15,20,160,19,8.421052631578947,17,0.9473684210526316
6,Ob6.txt,34.25,18,144,17,8.470588235294118,16,0.9411764705882352
6,Ob6.txt,34.35,17,136,15,9.066666666666666,15,1.0
6,Ob6.txt,34.45,17,136,15,9.066666666666666,15,1.0
6,Ob6.txt,34.55,17,136,15,9.066666666666666,16,1.0
6,Ob6.txt,34.65,18,144,17,8.470588235294118,16,0.9411764705882352
6,Ob6.txt,34.75,20,160,19,8.421052631578947,18,0.9473684210526316
6,Ob6.txt,34.85,21,168,20,8.4,19,0.9
6,Ob6.txt,34.95,21,168,20,8.4,19,0.95
6,Ob6.txt,35.05,21,168,20,8.4,18,0.9
6,Ob6.txt,35.15,21,168,19,8.842105263157896,19,1.0
6,Ob6.txt,35.25,20,160,19,8.421052631578947,18,0.9473684210526316
6,Ob6.txt,35.35,18,144,17,8.470588235294118,15,1.0
6,Ob6.txt,35.45,17,136,17,8.0,13,1.0
6,Ob6.txt,35.55,17,136,17,8.0,15,1.0
6,Ob6.txt,35.65,16,128,16,8.0,14,1.0
6,Ob6.txt,35.75,17,136,17,8.0,14,1.0
6,Ob6.txt,35.85,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,35.95,18,144,18,8.0,16,1.0
6,Ob6.txt,36.05,18,144,18,8.0,17,1.0
6,Ob6.txt,36.15,18,144,18,8.0,17,1.0
6,Ob6.txt,36.25,19,152,19,8.0,18,1.0
6,Ob6.txt,36.35,20,160,20,8.0,17,1.0
6,Ob6.txt,36.45,20,160,20,8.0,18,0.95
6,Ob6.txt,36.55,20,160,19,8.421052631578947,19,1.0
6,Ob6.txt,36.65,20,160,19,8.421052631578947,16,1.0
6,Ob6.txt,36.75,20,160,19,8.421052631578947,17,1.0
6,Ob6.txt,36.85,20,160,19,8.421052631578947,18,0.9473684210526316
6,Ob6.txt,36.95,19,152,17,8.941176470588236,17,0.9411764705882352
6,Ob6.txt,37.05,19,152,17,8.941176470588236,17,1.0
6,Ob6.txt,37.15,19,152,17,8.941176470588236,16,1.0
6,Ob6.txt,37.25,20,160,18,8.88888888888889,17,1.0
6,Ob6.txt,37.35,19,152,17,8.941176470588236,17,1.0
6,Ob6.txt,37.45,18,144,17,8.470588235294118,17,0.9411764705882352
6,Ob6.txt,37.55,19,152,18,8.444444444444445,17,1.0
6,Ob6.txt,37.65,19,152,19,8.0,17,0.9473684210526316
6,Ob6.txt,37.75,19,152,19,8.0,17,0.8947368421052632
6,Ob6.txt,37.85,19,152,19,8.0,16,0.9473684210526316
6,Ob6.txt,37.95,19,152,18,8.444444444444445,17,0.9444444444444444
6,Ob6.txt,38.05,20,160,19,8.421052631578947,18,0.9473684210526316
6,Ob6.txt,38.15,20,160,19,8.421052631578947,18,0.9473684210526316
6,Ob6.txt,38.25,21,168,20,8.4,15,0.9
6,Ob6.txt,38.35,21,168,20,8.4,16,0.9
6,Ob6.txt,38.45,20,160,18,8.88888888888889,17,1.0
6,Ob6.txt,38.55,19,152,17,8.941176470588236,17,1.0
6,Ob6.txt,38.65,18,144,16,9.0,17,1.0
6,Ob6.txt,38.75,17,136,15,9.066666666666666,15,1.0
6,Ob6.txt,38.85,17,136,15,9.066666666666666,16,1.0
6,Ob6.txt,38.95,18,144,16,9.0,16,1.0
6,Ob6.txt,39.05,17,136,16,8.5,15,0.9375
6,Ob6.txt,39.15,17,136,16,8.5,16,1.0
6,Ob6.txt,39.25,19,152,18,8.444444444444445,16,1.0
6,Ob6.txt,39.35,19,152,18,8.444444444444445,16,1.0
6,Ob6.txt,39.45,19,152,18,8.444444444444445,16,1.0
6,Ob6.txt,39.55,19,152,18,8.444444444444445,16,1.0
6,Ob6.txt,39.65,19,152,18,8.444444444444445,14,1.0
6,Ob6.txt,39.75,18,144,18,8.0,12,0.9444444444444444
6,Ob6.txt,39.85,18,144,18,8.0,13,1.0
6,Ob6.txt,39.95,18,144,18,8.0,15,0.9444444444444444
6,Ob6.txt,40.05,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,40.15,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,40.25,17,136,17,8.0,16,1.0
6,Ob6.txt,40.35,17,136,16,8.5,16,0.9375
6,Ob6.txt,40.45,17,136,16,8.5,16,0.9375
6,Ob6.txt,40.55,17,136,15,9.066666666666666,16,1.0
6,Ob6.txt,40.65,18,144,16,9.0,16,1.0
6,Ob6.txt,40.75,17,136,16,8.5,15,1.0
6,Ob6.txt,40.85,17,136,16,8.5,16,1.0
6,Ob6.txt,40.95,17,136,16,8.5,15,1.0
6,Ob6.txt,41.05,17,136,16,8.5,16,1.0
6,Ob6.txt,41.15,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,41.25,19,152,19,8.0,18,1.0
6,Ob6.txt,41.35,19,152,19,8.0,17,1.0
6,Ob6.txt,41.45,18,144,18,8.0,16,1.0
6,Ob6.txt,41.55,17,136,17,8.0,16,1.0
6,Ob6.txt,41.65,17,136,17,8.0,15,1.0
6,Ob6.txt,41.75,18,144,18,8.0,16,1.0
6,Ob6.txt,41.85,18,144,18,8.0,16,1.0
6,Ob6.txt,41.95,19,152,19,8.0,16,1.0
6,Ob6.txt,42.05,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,42.15,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,42.25,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,42.35,18,144,18,8.0,17,1.0
6,Ob6.txt,42.45,19,152,19,8.0,18,1.0
6,Ob6.txt,42.55,19,152,19,8.0,17,1.0
6,Ob6.txt,42.65,19,152,19,8.0,18,1.0
6,Ob6.txt,42.75,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,42.85,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,42.95,18,144,17,8.470588235294118,17,1.0
6,Ob6.txt,43.05,18,144,17,8.470588235294118,16,1.0
6,Ob6.txt,43.15,18,144,17,8.470588235294118,16,1.0
6,Ob6.txt,43.25,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,43.35,19,152,19,8.0,18,0.9473684210526316
6,Ob6.txt,43.45,19,152,19,8.0,17,1.0
6,Ob6.txt,43.55,19,152,19,8.0,17,1.0
6,Ob6.txt,43.65,19,152,18,8.444444444444445,18,1.0
6,Ob6.txt,43.75,16,128,15,8.533333333333333,15,1.0
6,Ob6.txt,43.85,16,128,15,8.533333333333333,15,1.0
6,Ob6.txt,43.95,14,112,13,8.615384615384615,13,1.0
6,Ob6.txt,44.05,14,112,13,8.615384615384615,13,1.0
6,Ob6.txt,44.15,16,128,15,8.533333333333333,15,1.0
6,Ob6.txt,44.25,17,136,16,8.5,16,0.9375
6,Ob6.txt,44.35,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,44.45,17,136,17,8.0,15,0.9411764705882352
6,Ob6.txt,44.55,17,136,17,8.0,16,0.9411764705882352
6,Ob6.txt,44.65,18,144,18,8.0,14,0.9444444444444444
6,Ob6.txt,44.75,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,44.85,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,44.95,17,136,17,8.0,15,1.0
6,Ob6.txt,45.05,17,136,17,8.0,14,1.0
6,Ob6.txt,45.15,17,136,17,8.0,14,1.0
6,Ob6.txt,45.25,18,144,18,8.0,14,1.0
6,Ob6.txt,45.35,18,144,18,8.0,16,1.0
6,Ob6.txt,45.45,18,144,18,8.0,17,1.0
6,Ob6.txt,45.55,19,152,19,8.0,16,1.0
6,Ob6.txt,45.65,19,152,19,8.0,17,0.9473684210526316
6,Ob6.txt,45.75,18,144,18,8.0,13,0.9444444444444444
6,Ob6.txt,45.85,19,152,19,8.0,16,0.9473684210526316
6,Ob6.txt,45.95,20,160,20,8.0,18,0.95
6,Ob6.txt,46.05,20,160,20,8.0,16,0.9
6,Ob6.txt,46.15,20,160,19,8.421052631578947,18,1.0
6,Ob6.txt,46.25,20,160,19,8.421052631578947,19,1.0
6,Ob6.txt,46.35,20,160,19,8.421052631578947,19,1.0
6,Ob6.txt,46.45,20,160,19,8.421052631578947,19,1.0
6,Ob6.txt,46.55,19,152,18,8.444444444444445,17,1.0
6,Ob6.txt,46.65,17,136,17,8.0,16,1.0
6,Ob6.txt,46.75,16,128,16,8.0,15,1.0
6,Ob6.txt,46.85,17,136,17,8.0,16,1.0
6,Ob6.txt,46.95,18,144,18,8.0,16,1.0
6,Ob6.txt,47.05,18,144,18,8.0,15,1.0
6,Ob6.txt,47.15,18,144,18,8.0,16,1.0
6,Ob6.txt,47.25,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,47.35,18,144,18,8.0,16,0.9444444444444444
6,Ob6.txt,47.45,18,144,18,8.0,17,0.9444444444444444
6,Ob6.txt,47.55,18,144,18,8.0,17,1.0
6,Ob6.txt,47.65,19,152,19,8.0,17,1.0
6,Ob6.txt,47.75,19,152,19,8.0,16,1.0
6,Ob6.txt,47.85,19,152,19,8.0,18,1.0
6,Ob6.txt,47.95,19,152,19,8.0,18,1.0
6,Ob6.txt,48.05,19,152,19,8.0,18,1.0
6,Ob6.txt,48.15,19,152,18,8.444444444444445,17,1.0
