ob,variable,phase,event_type,n_events,real_phase_median_z,null_phase_median_z,event_minus_null_z,p_null_abs_excess_ge_real_abs_excess,event_type_gate
18,all_tangential,near_pre,low_to_high,49,-0.07599674847282184,0.0316816148058287,-0.10767836327865055,0.425,False
18,all_tangential,near_pre,high_to_low,54,0.14068138976116706,0.026440021757955297,0.11424136800321177,0.4,False
18,all_tangential,near_post,low_to_high,49,0.069993287384946,0.016774837092199436,0.05321845029274657,0.8,False
18,all_tangential,near_post,high_to_low,54,-0.1858002589532748,0.03309626479893073,-0.21889652375220553,0.175,True
18,shell_edge_minus_core,near_pre,low_to_high,49,-0.008087611860283145,-0.007911734459723398,-0.00017587740055974646,1.0,False
18,shell_edge_minus_core,near_pre,high_to_low,54,-0.2316971116870156,-0.019542677173483805,-0.21215443451353178,0.05,True
18,shell_edge_minus_core,near_post,low_to_high,49,0.009164756006501101,-0.02055357347267517,0.02971832947917627,0.775,False
18,shell_edge_minus_core,near_post,high_to_low,54,0.17546800077470381,0.013649595697756315,0.1618184050769475,0.075,True
18,shell_core_tangential,near_pre,low_to_high,49,0.03346443458364623,-0.0027030186810853493,0.03616745326473158,0.725,False
18,shell_core_tangential,near_pre,high_to_low,54,0.2778176329444637,0.04633475036616001,0.23148288257830368,0.075,True
18,shell_core_tangential,near_post,low_to_high,49,0.16763080021201626,0.017997160634789722,0.14963363957722653,0.225,True
18,shell_core_tangential,near_post,high_to_low,54,-0.23678407188866005,0.023801472522734193,-0.26058554441139425,0.0,True
18,shell_middle_tangential,near_pre,low_to_high,49,-0.15904012175107046,0.03591246565353357,-0.19495258740460403,0.2,True
18,shell_middle_tangential,near_pre,high_to_low,54,0.044034641525766735,-0.006412812170916042,0.05044745369668278,0.7,False
18,shell_middle_tangential,near_post,low_to_high,49,0.19193843725919685,-0.01933603823242824,0.2112744754916251,0.075,True
18,shell_middle_tangential,near_post,high_to_low,54,-0.1714182550191925,0.033154598272082315,-0.2045728532912748,0.05,True
18,shell_edge_tangential,near_pre,low_to_high,49,-0.10109927197548016,-0.016594093181985084,-0.08450517879349508,0.475,False
18,shell_edge_tangential,near_pre,high_to_low,54,0.11047529284398612,-0.03392120025141204,0.14439649309539815,0.225,True
18,shell_edge_tangential,near_post,low_to_high,49,0.04816789526022355,-0.07554936273762285,0.1237172579978464,0.3,False
18,shell_edge_tangential,near_post,high_to_low,54,-0.1665561731149686,-0.007370493878365348,-0.15918567923660323,0.15,True
