ob,variable,relative_time_sec,real_median_aligned_z,real_q25_aligned_z,real_q75_aligned_z,null_median_aligned_z,null_q25_aligned_z,null_q75_aligned_z,real_minus_null_aligned_z,n_events
9,shell_edge_minus_core,-0.5,0.07712870350616344,-0.82576218074717,0.7219740365175237,0.00810266921872834,-0.11272473824106008,0.1176513542887245,0.06902603428743509,36
9,shell_edge_minus_core,-0.45,0.18191484153787915,-0.33574733627121545,0.599124170761549,-0.015885305780897474,-0.2163476450536749,0.1638391080506254,0.19780014731877663,36
9,shell_edge_minus_core,-0.4,-0.24523805544861185,-0.6585323746181898,0.25723393972017855,-0.03264542860721675,-0.1309727597916488,0.16849171664713342,-0.2125926268413951,36
9,shell_edge_minus_core,-0.35,-0.04327860291436264,-0.7832409056412954,0.6710585717899795,-0.028324663780259662,-0.1412143071569223,0.10864928397911791,-0.014953939134102978,36
9,shell_edge_minus_core,-0.3,-0.010580404367200535,-0.5392364337825536,0.482797957267883,-0.041142218769389116,-0.11846417650239754,0.1342390884209964,0.03056181440218858,37
9,shell_edge_minus_core,-0.25,-0.1435596548357616,-0.45551477341067215,0.5856784360551535,-0.02236845926166513,-0.13091379736368192,0.09948973924384816,-0.12119119557409648,37
9,shell_edge_minus_core,-0.2,0.08578341564822534,-0.5061250382004889,0.8634139633815374,0.013518582083830909,-0.10783550515627212,0.1898469861345896,0.07226483356439442,37
9,shell_edge_minus_core,-0.15,0.38208328912746814,-0.11630109198409877,1.1146164462862234,-0.029006851162907674,-0.11587531336956834,0.1095553590664903,0.4110901402903758,37
9,shell_edge_minus_core,-0.1,0.13414553491936676,-0.37147263871720326,0.7590561582633171,0.039128514566505485,-0.15047881275058425,0.14575724156760367,0.09501702035286128,37
9,shell_edge_minus_core,-0.05,0.26018111449727754,-0.33441227891866926,0.8182474440782199,-0.005471504132026898,-0.11869440603761405,0.08168995947418087,0.26565261862930445,36
9,shell_edge_minus_core,-0.0,-0.1670354825785591,-0.7839622765163582,0.4873001436224996,-0.02787223738407222,-0.10919317819670177,0.13285614251522615,-0.1391632451944869,36
9,shell_edge_minus_core,0.05,-0.06162799454066049,-0.6218473117731588,0.3084536716826801,-0.05169644753695896,-0.17768746817582437,0.11243267885929267,-0.009931547003701524,36
9,shell_edge_minus_core,0.1,-0.30462381862830284,-0.6911912166026405,0.31176042287100963,-0.043466641400957226,-0.19505400899251515,0.07548944332441054,-0.2611571772273456,36
9,shell_edge_minus_core,0.15,-0.28873256196399827,-0.9324002959214728,0.05183559944975658,-0.01983666280564253,-0.14317962868849457,0.11497564947326579,-0.26889589915835577,36
9,shell_edge_minus_core,0.2,0.15216172134836445,-0.6994977791775541,0.4479618835930099,-0.08137281431235754,-0.1745339709371333,0.06257958224141008,0.233534535660722,36
9,shell_edge_minus_core,0.25,-0.06857737912527859,-0.7319178064993845,0.37916708070765026,-0.04296272270533484,-0.1300650678099078,0.06981790846916898,-0.025614656419943746,36
9,shell_edge_minus_core,0.3,-0.019348837910729767,-0.7635994469383309,0.32732972068345223,-0.02966609555287289,-0.13455905026876147,0.11145341814322898,0.010317257642143123,36
9,shell_edge_minus_core,0.35,0.14978978376490504,-0.5089266062606066,0.6678887737754954,0.004064737609464325,-0.07407045784698683,0.10861223054667601,0.1457250461554407,36
9,shell_edge_minus_core,0.4,-0.043834125682802566,-0.4668262605435083,0.3718110712200164,0.04266345827295609,-0.10826261022002882,0.17675089724417054,-0.08649758395575866,36
9,shell_edge_minus_core,0.45,-0.01088872896038523,-0.4327665736296163,0.5605617218666408,0.005309412977376235,-0.10241484954810443,0.15968758567500446,-0.016198141937761465,37
9,shell_edge_minus_core,0.5,0.135097956425759,-0.2391367310456357,0.7759310091921594,0.0654155024126213,-0.06288396446417749,0.161918297499517,0.0696824540131377,37
9,all_tangential,-0.5,-0.24517380026050528,-0.8777578714282446,0.3545681135776606,-0.09752633913408909,-0.1829864741351403,0.053647279147349194,-0.1476474611264162,36
9,all_tangential,-0.45,0.04656949838063111,-0.462891226056655,0.48735922900449835,-0.05232145577510036,-0.17006604631360553,0.035491659899123194,0.09889095415573147,36
9,all_tangential,-0.4,-0.2755216270894438,-0.8461789684521295,0.4721730683680874,-0.03492430369465059,-0.1291980835147535,0.10697596030731815,-0.24059732339479317,36
9,all_tangential,-0.35,-0.1572684918668536,-0.7554172710744357,0.35517107792491054,-0.04703685275655057,-0.171927852853768,0.046803247145691715,-0.11023163911030304,36
9,all_tangential,-0.3,-0.18523885567342707,-0.6323599471637629,0.6881932553014286,0.017633434362941444,-0.10069941771027431,0.12876939036643537,-0.20287229003636853,37
9,all_tangential,-0.25,-0.205791484197189,-0.888565661405902,0.8296861323125141,0.07909456449880173,-0.07221487457713037,0.19795258498570217,-0.28488604869599077,37
9,all_tangential,-0.2,-0.3946262181787149,-0.9949489450281912,0.16478341807275232,-0.03976642781345839,-0.13917688004883683,0.1087558326895762,-0.3548597903652565,37
9,all_tangential,-0.15,-0.4862369273874798,-0.9768211660115146,0.14590877661059987,0.0030499037533701593,-0.1045291028673621,0.13258327950858798,-0.48928683114085,37
9,all_tangential,-0.1,-0.1652933785081546,-0.6798145683575811,0.646412856671604,-0.0030174359612185776,-0.13455411963291905,0.14795440933048631,-0.162275942546936,37
9,all_tangential,-0.05,-0.09823431196595098,-0.39267895766245686,0.3980009230998439,-0.0569747586711746,-0.14109691981884187,0.06613272830557682,-0.041259553294776374,36
9,all_tangential,-0.0,0.05834967637700579,-0.5176368572258954,0.8392230804403049,0.023492017545066163,-0.08005398474439013,0.15643808206114385,0.03485765883193963,36
9,all_tangential,0.05,0.0930591578142386,-0.37395745120917057,0.8653260807451715,0.01668423083224442,-0.1005244547955705,0.15444316067615585,0.07637492698199418,36
9,all_tangential,0.1,0.07238067788225144,-0.2959529748903089,0.9670827631452948,0.024606675181308824,-0.045386402815770874,0.1085784365878214,0.04777400270094262,36
9,all_tangential,0.15,0.4186308593406348,-0.1518464507035565,0.9064175627661644,0.03711058456914909,-0.05496878950690828,0.1624441101381319,0.38152027477148576,36
9,all_tangential,0.2,0.34313978801132927,-0.2565664946871206,0.7851039151838832,0.0054290971590263,-0.0884481215776508,0.12181972026664653,0.337710690852303,36
