ob,variable,n_events,phase,real_phase_aligned_z,null_phase_median_aligned_z,null_phase_abs_median_z,event_minus_null_phase_z,abs_event_minus_abs_null_z,p_null_abs_ge_real_abs,phase_gate
9,shell_edge_minus_core,37,early_pre,-0.009756941890645021,0.0036212805958904725,0.08309225859272484,-0.013378222486535495,-0.07333531670207982,0.9,False
9,shell_edge_minus_core,37,near_pre,0.17005049480854645,-0.007813384100590404,0.07605199564889023,0.17786387890913685,0.09399849915965622,0.125,False
9,shell_edge_minus_core,37,near_post,-0.11705611207645587,-0.045533449029407536,0.0887977497570181,-0.07152266304704834,0.028258362319437777,0.325,False
9,shell_edge_minus_core,37,late_post,0.0686030025417996,-0.0005866959544915083,0.05008463931452363,0.06918969849629111,0.018518363227275972,0.35,False
9,all_tangential,37,early_pre,-0.18523885567342707,-0.04566568854304453,0.09958674064988417,-0.13957316713038254,0.0856521150235429,0.15,False
9,all_tangential,37,near_pre,-0.2595715695414012,0.0026849985404992227,0.08351840962276717,-0.26225656808190045,0.17605315991863402,0.025,True
9,all_tangential,37,near_post,0.18000104455422078,0.02333838011817757,0.068204560355379,0.1566626644360432,0.11179648419884178,0.15,False
9,all_tangential,37,late_post,0.18467763403109597,-0.02606642008517778,0.08732563407429576,0.21074405411627375,0.0973519999568002,0.175,False
9,shell_core_tangential,37,early_pre,-0.025195588163651,-0.0017331846258213145,0.07422483130810359,-0.023462403537829687,-0.04902924314445259,0.85,False
9,shell_core_tangential,37,near_pre,-0.3469480690857976,0.04124917518084237,0.09837435922525783,-0.38819724426664,0.24857370986053978,0.0,True
9,shell_core_tangential,37,near_post,0.22251787966633682,0.006996370028846208,0.07333425945368298,0.21552150963749062,0.14918362021265386,0.05,True
9,shell_core_tangential,37,late_post,-0.0133425927275918,-0.027466235317800503,0.08428738280765397,0.014123642590208704,-0.07094479008006216,0.9,False
9,shell_middle_tangential,37,early_pre,-0.1530062472835088,-0.049335949936628626,0.10300895920239964,-0.10367029734688019,0.049997288081109176,0.275,False
9,shell_middle_tangential,37,near_pre,-0.0417300851812083,-0.01231517916927704,0.07924702830031478,-0.02941490601193126,-0.037516943119106486,0.725,False
9,shell_middle_tangential,37,near_post,0.09795232931933913,-0.019058245547295502,0.07335462735203566,0.11701057486663463,0.024597701967303473,0.35,False
9,shell_middle_tangential,37,late_post,0.2588641213037744,-0.025162807927432508,0.0756057855199386,0.2840269292312069,0.1832583357838358,0.05,True
9,shell_edge_tangential,37,early_pre,-0.018373344615987303,-0.012051604491267881,0.06866558306578233,-0.006321740124719422,-0.050292238449795024,0.875,False
9,shell_edge_tangential,37,near_pre,0.09329277923703252,-0.006852972392859563,0.09965655488754033,0.10014575162989209,-0.0063637756505078025,0.5,False
9,shell_edge_tangential,37,near_post,0.15296024862744081,0.00096658426746149,0.06357367427447853,0.15199366435997932,0.08938657435296228,0.1,False
9,shell_edge_tangential,37,late_post,0.0217077179155912,-0.03246879171046227,0.07353930248054208,0.05417650962605347,-0.05183158456495088,0.875,False
9,shell_radius_corr_tangential,37,early_pre,-0.035754069592076415,-0.03701274484233262,0.09436141321947122,0.0012586752502562054,-0.05860734362739481,0.85,False
9,shell_radius_corr_tangential,37,near_pre,0.32071563993283947,0.0011024468503252303,0.09876050759546218,0.31961319308251424,0.2219551323373773,0.025,True
9,shell_radius_corr_tangential,37,near_post,-0.1901983773177924,-0.02735640439980597,0.06851102446940935,-0.16284197291798644,0.12168735284838306,0.025,True
9,shell_radius_corr_tangential,37,late_post,-0.017467336608502252,0.006316491071755054,0.06483503081488429,-0.023783827680257306,-0.04736769420638204,0.875,False
9,density_dense_tangential,37,early_pre,-0.1888982341149936,4.62694451382889e-05,0.07174557989429337,-0.18894450356013187,0.11715265422070023,0.125,False
9,density_dense_tangential,37,near_pre,-0.28924806349354615,0.012696771219907699,0.0560552150756399,-0.30194483471345385,0.23319284841790625,0.0,True
9,density_dense_tangential,37,near_post,0.2701475335560213,-0.017618101920293377,0.07243377743708815,0.2877656354763147,0.19771375611893313,0.025,True
9,density_dense_tangential,37,late_post,0.10162429481712934,-0.007210012410477703,0.07120332591940229,0.10883430722760705,0.030420968897727052,0.425,False
9,density_sparse_minus_dense,37,early_pre,0.0957480598514123,-0.024520455447294476,0.0675741145378764,0.12026851529870677,0.028173945313535897,0.275,False
9,density_sparse_minus_dense,37,near_pre,0.25162759249505284,-0.011961778770640696,0.07666944755683222,0.26358937126569354,0.17495814493822062,0.0,True
9,density_sparse_minus_dense,37,near_post,-0.1318730379268051,-0.006145242837704484,0.06765414989873561,-0.12572779508910062,0.06421888802806949,0.2,False
9,density_sparse_minus_dense,37,late_post,0.03724398798456724,-0.015741366003624586,0.06601111486136228,0.052985353988191826,-0.028767126876795043,0.65,False
