ob,variable,event_type,relative_time_sec,median_value_z,q25_value_z,q75_value_z,n_events
9,shell_edge_minus_core,high_to_low,-0.5,-0.6121884340097978,-0.7934702744803015,0.1831611759048961,20
9,shell_edge_minus_core,low_to_high,-0.5,-0.4268109517068401,-1.2155027748625633,0.13748043704078416,16
9,shell_edge_minus_core,high_to_low,-0.45,-0.15449748577412417,-0.7362793999053726,0.33574733627121545,20
9,shell_edge_minus_core,low_to_high,-0.45,0.18191484153787915,-0.28371311848573383,0.2936791655164304,16
9,shell_edge_minus_core,high_to_low,-0.4,0.1768412510742069,-0.26913538610114657,0.5892682421719633,20
9,shell_edge_minus_core,low_to_high,-0.4,-0.2584875907561093,-0.7832702346279347,0.19570808787552196,16
9,shell_edge_minus_core,high_to_low,-0.35,0.20502846789626064,-0.6764449461799289,0.7937046603111614,20
9,shell_edge_minus_core,low_to_high,-0.35,0.1403513975568369,-0.6514578818002179,0.5143955875823116,16
9,shell_edge_minus_core,high_to_low,-0.3,-0.19859203600816586,-1.008295405861322,0.19616329373732508,20
9,shell_edge_minus_core,low_to_high,-0.3,-0.11845674340204537,-0.5962434254651393,1.890267540784632e-05,17
9,shell_edge_minus_core,high_to_low,-0.25,0.06769183683143104,-0.8024767594120316,0.7207111481457698,20
9,shell_edge_minus_core,low_to_high,-0.25,-0.1435596548357616,-0.4397358623221092,0.4598024890096183,17
9,shell_edge_minus_core,high_to_low,-0.2,0.10509829749671763,-0.6738735756106696,0.5519123325699133,20
9,shell_edge_minus_core,low_to_high,-0.2,0.16715051063135483,-0.0430924512944187,0.8634139633815374,17
9,shell_edge_minus_core,high_to_low,-0.15,-0.2193314492432828,-1.1796569608540735,0.38829572326978823,20
9,shell_edge_minus_core,low_to_high,-0.15,0.5394259938497485,0.10955348999421186,1.1146164462862234,17
9,shell_edge_minus_core,high_to_low,-0.1,-0.2820052839010453,-0.8107525339041997,0.3915298853081201,20
9,shell_edge_minus_core,low_to_high,-0.1,0.13414553491936676,-0.24783914220233613,0.6075407686612824,17
9,shell_edge_minus_core,high_to_low,-0.05,-0.14570498043702845,-0.5585670826345548,0.3445061396375727,19
9,shell_edge_minus_core,low_to_high,-0.05,0.6190466481142073,-0.25156562284778183,0.9054925071970226,17
9,shell_edge_minus_core,high_to_low,-0.0,0.1363375095633174,-0.7285715037215421,0.9238268285573343,19
9,shell_edge_minus_core,low_to_high,-0.0,-0.1977334555938008,-0.6186067218326288,0.42600898662813824,17
9,shell_edge_minus_core,high_to_low,0.05,0.1912226572607467,-0.21292283404613366,0.6148516574136811,19
9,shell_edge_minus_core,low_to_high,0.05,-0.025396151201915074,-0.6217112586372432,0.3265423490130076,17
9,shell_edge_minus_core,high_to_low,0.1,0.43125044666345236,-0.33726550710524217,0.6860085002980938,19
9,shell_edge_minus_core,low_to_high,0.1,-0.1768525346347516,-0.6768217070855228,0.31156265746125417,17
9,shell_edge_minus_core,high_to_low,0.15,0.2381901924439723,-0.4547438651761423,0.7496684508488313,19
9,shell_edge_minus_core,low_to_high,0.15,-0.4191932363081668,-0.9327904230102855,-0.09888817038298836,17
9,shell_edge_minus_core,high_to_low,0.2,0.019601233098609505,-0.3684283410537213,0.9180648553339887,19
9,shell_edge_minus_core,low_to_high,0.2,0.3534963268845955,-0.12360954578691062,0.463567166547036,17
9,shell_edge_minus_core,high_to_low,0.25,-0.0740710285629893,-0.49754948755801054,0.660555177847656,19
9,shell_edge_minus_core,low_to_high,0.25,-0.3293163071447291,-0.7642321268772587,0.1641371626368048,17
9,shell_edge_minus_core,high_to_low,0.3,0.4477070102724722,-0.29713569503014814,1.0583606877369867,19
9,shell_edge_minus_core,low_to_high,0.3,0.1390072629727594,-0.5768211801931349,0.30547061301223555,17
9,shell_edge_minus_core,high_to_low,0.35,-0.2366130172552514,-0.8507212907471836,0.22483050354623219,19
9,shell_edge_minus_core,low_to_high,0.35,-0.1062252668358443,-0.5486175365938372,0.5156168239126128,17
9,shell_edge_minus_core,high_to_low,0.4,0.3032238146271294,-0.6238972640158402,0.5151052659554429,19
9,shell_edge_minus_core,low_to_high,0.4,0.13181349935631248,-0.3667352584221579,0.3294218991869064,17
9,shell_edge_minus_core,high_to_low,0.45,0.0806770887714129,-0.3996989421367238,0.35569768419891057,20
9,shell_edge_minus_core,low_to_high,0.45,0.08547424138538798,-0.5156411276327537,0.6546168501674262,17
9,shell_edge_minus_core,high_to_low,0.5,-0.0686030025417996,-0.3892784767890263,0.2632566346150231,20
9,shell_edge_minus_core,low_to_high,0.5,0.5859538335674027,-0.1002988725728289,0.7759310091921594,17
9,all_tangential,high_to_low,-0.5,0.25886407725167704,-0.016502987164637134,0.8133480936301848,20
9,all_tangential,low_to_high,-0.5,-0.0422016030465127,-0.8777578714282446,0.6315127944220894,16
9,all_tangential,high_to_low,-0.45,0.19439774444478536,-0.18248255310549066,0.9258592076013874,20
9,all_tangential,low_to_high,-0.45,0.24859856063593705,-0.255273288110921,1.0613959886071203,16
9,all_tangential,high_to_low,-0.4,0.40215154348399584,0.21185695643028898,1.171735388298353,20
9,all_tangential,low_to_high,-0.4,0.11255977335032391,-0.5186209956106509,0.8589067035498734,16
9,all_tangential,high_to_low,-0.35,0.26525928347756034,0.09761337438362086,0.9205399740956879,20
9,all_tangential,low_to_high,-0.35,0.05816558945939776,-0.3402272559320689,1.0738560804790693,16
9,all_tangential,high_to_low,-0.3,0.42853698144532343,-0.6955321247982036,0.9743702342996476,20
9,all_tangential,low_to_high,-0.3,-0.019158691722051025,-0.3203775987531378,0.6864231356278632,17
9,all_tangential,high_to_low,-0.25,0.6454947256538823,-0.31568192997544864,0.9166760461463471,20
9,all_tangential,low_to_high,-0.25,0.1780331150711793,-0.45250540917530935,0.8342850557060384,17
9,all_tangential,high_to_low,-0.2,0.658705412692031,-0.014091296814223497,1.0705603314132708,20
9,all_tangential,low_to_high,-0.2,-0.3332213043898911,-0.7882867242520981,0.16478341807275232,17
9,all_tangential,high_to_low,-0.15,0.3485450263279473,-0.27102605068395486,0.8392829342018929,20
9,all_tangential,low_to_high,-0.15,-0.7013377303057018,-0.9825846404742994,-0.0284245892233739,17
9,all_tangential,high_to_low,-0.1,0.2314978361583609,-0.7956374292024311,0.8388817461250935,20
9,all_tangential,low_to_high,-0.1,-0.1652933785081546,-0.5479949247772162,0.5287046344399252,17
9,all_tangential,high_to_low,-0.05,0.15563039609780926,-0.3109065859622436,0.3695842992210856,19
9,all_tangential,low_to_high,-0.05,0.001883685786653544,-0.39787066914284974,0.488649454272094,17
9,all_tangential,high_to_low,-0.0,-0.1387398842394083,-0.9341409867201701,0.07923958817163614,19
9,all_tangential,low_to_high,-0.0,-0.2006391090340029,-0.8893418719222825,0.4893052631133681,17
9,all_tangential,high_to_low,0.05,-0.2503362472026621,-0.8829511504217895,0.28395453955527866,19
9,all_tangential,low_to_high,0.05,-0.002081336402779,-0.5145755424271903,0.7927842813978244,17
9,all_tangential,high_to_low,0.1,-0.21437292849516015,-1.2675982324036212,0.2530879989527882,19
9,all_tangential,low_to_high,0.1,0.014628454929104306,-0.3251851867150106,0.5108077413659315,17
9,all_tangential,high_to_low,0.15,-0.447445208325791,-0.854588727558431,0.2728112227767048,19
9,all_tangential,low_to_high,0.15,0.3898165103554787,0.06072893494049891,0.9093739500179592,17
9,all_tangential,high_to_low,0.2,-0.32381480068126633,-0.5980276290671627,0.2467725861924128,19
9,all_tangential,low_to_high,0.2,0.3767091691745961,-0.2729605954090769,0.8043856304160123,17
9,all_tangential,high_to_low,0.25,-0.3495035638823658,-0.6716782309273173,0.2953936118596634,19
9,all_tangential,low_to_high,0.25,0.17147621378707217,-0.0170833373356738,0.9032170007588392,17
9,all_tangential,high_to_low,0.3,-0.09969352218208385,-0.5876853534587196,0.3109599499782159,19
9,all_tangential,low_to_high,0.3,0.13256670157203304,-0.2798785168647579,0.8252487388884627,17
9,all_tangential,high_to_low,0.35,-0.05438822853356817,-1.0614626748732494,0.5792597380714637,19
9,all_tangential,low_to_high,0.35,0.3808924643998851,-0.15486216869279812,0.7930082318179812,17
9,all_tangential,high_to_low,0.4,-0.18695047676667892,-0.6780565296966712,0.30109875372452927,19
9,all_tangential,low_to_high,0.4,0.26821482405734076,-0.5876955880924365,0.8556058089729035,17
9,all_tangential,high_to_low,0.45,-0.20781693082028047,-0.8195313669905928,0.4189400065370661,20
9,all_tangential,low_to_high,0.45,-0.08390775289871935,-0.9888750016360756,0.4064547504955458,17
9,all_tangential,high_to_low,0.5,-0.3669807285678329,-0.9654462081040935,0.7960929963626033,20
9,all_tangential,low_to_high,0.5,-0.002265264674687101,-0.3168244801479016,0.6904578838171118,17
9,shell_core_tangential,high_to_low,-0.5,0.426602995600297,-0.18062816529957,0.9131111139105385,20
9,shell_core_tangential,low_to_high,-0.5,0.44264697119720986,-0.4854149140742192,1.1016353226733573,16
9,shell_core_tangential,high_to_low,-0.45,0.3016986540690305,-0.03825308274161926,1.0603669557277455,20
9,shell_core_tangential,low_to_high,-0.45,0.16119669492824762,-0.14273264344022044,0.897197757860192,16
9,shell_core_tangential,high_to_low,-0.4,0.038930939149287316,-0.3569930403136959,0.910767244456959,20
9,shell_core_tangential,low_to_high,-0.4,0.17893526824556127,-0.24200191686015884,0.9522868396544846,16
9,shell_core_tangential,high_to_low,-0.35,0.041867421120542814,-0.6447771376444456,0.4791047904333722,20
9,shell_core_tangential,low_to_high,-0.35,0.3314848079528502,-0.45993959013257274,0.9542627325577304,16
9,shell_core_tangential,high_to_low,-0.3,0.21157260294122315,-0.3138199987308704,1.012650179555908,20
9,shell_core_tangential,low_to_high,-0.3,0.40415173168627927,-0.2911313582432356,0.5874703069680588,17
9,shell_core_tangential,high_to_low,-0.25,0.1024390446915996,-0.22732396181598924,0.955486937771638,20
9,shell_core_tangential,low_to_high,-0.25,0.0740100733092919,-0.5583748545649144,0.516506923788713,17
9,shell_core_tangential,high_to_low,-0.2,0.2856167084529122,-0.3881663316585766,1.0465528926738377,20
9,shell_core_tangential,low_to_high,-0.2,-0.3899905236111394,-1.0820717481104298,0.127155568221819,17
9,shell_core_tangential,high_to_low,-0.15,0.4178776483261421,0.14334375006844813,1.2047850168203365,20
9,shell_core_tangential,low_to_high,-0.15,-0.6650696082653753,-0.8690149036788891,-0.4043506028948919,17
9,shell_core_tangential,high_to_low,-0.1,0.49551530522470566,-0.6201809721506868,0.8361137146367141,20
9,shell_core_tangential,low_to_high,-0.1,-0.26366133660320856,-0.40451689656089596,0.1019932484833071,17
9,shell_core_tangential,high_to_low,-0.05,0.1837765798322999,-0.8186980822227267,0.6163981445009485,19
9,shell_core_tangential,low_to_high,-0.05,-0.18618777800301378,-0.6730409529089993,0.22904204939933054,17
9,shell_core_tangential,high_to_low,-0.0,-0.32769771310539886,-1.3406963532569,-0.006474208652357691,19
9,shell_core_tangential,low_to_high,-0.0,-0.2491573098451053,-0.5914861245730775,0.83286523142301,17
9,shell_core_tangential,high_to_low,0.05,-0.4054952052817381,-0.8205514845526427,0.3787412224760609,19
9,shell_core_tangential,low_to_high,0.05,-0.0041007502526987,-0.5651900900691318,0.618678709366508,17
9,shell_core_tangential,high_to_low,0.1,-0.29796985155526723,-1.0430778053745933,0.23614043297149737,19
9,shell_core_tangential,low_to_high,0.1,0.10814408267635578,-0.18122843947325598,0.46298148525511573,17
9,shell_core_tangential,high_to_low,0.15,-0.5459112049350097,-1.2149835070896091,0.13861645080569923,19
9,shell_core_tangential,low_to_high,0.15,0.6897202474853122,0.3135566298201692,1.186391284820441,17
9,shell_core_tangential,high_to_low,0.2,-0.00011923492543469694,-0.826824716205708,0.2970134357437944,19
9,shell_core_tangential,low_to_high,0.2,-0.0237735127768067,-0.6017133628915421,1.4375233807906582,17
9,shell_core_tangential,high_to_low,0.25,0.21219618168144422,-0.28802860294585375,0.3557214508954676,19
9,shell_core_tangential,low_to_high,0.25,0.4256577356231302,0.01939414394874517,1.1570025938564772,17
9,shell_core_tangential,high_to_low,0.3,-0.3412350504398165,-1.0053179159338694,0.49963900228097935,19
9,shell_core_tangential,low_to_high,0.3,0.2635974484887364,-0.2534757571185873,0.3885644973077894,17
9,shell_core_tangential,high_to_low,0.35,0.36958728446845757,-0.6329514739243612,1.1631275169395847,19
9,shell_core_tangential,low_to_high,0.35,0.15270194910839455,-0.3819612944032647,0.5486776428358048,17
9,shell_core_tangential,high_to_low,0.4,-0.19957725178192787,-0.4879653370894272,0.69695575480646,19
9,shell_core_tangential,low_to_high,0.4,-0.0314515497921129,-0.3272898000690829,0.665831438036644,17
9,shell_core_tangential,high_to_low,0.45,0.0514248321713589,-0.45393785661027475,0.7371652916783011,20
9,shell_core_tangential,low_to_high,0.45,-0.20626192227134832,-0.8067916254547934,-0.027130716991008632,17
9,shell_core_tangential,high_to_low,0.5,-0.146265862249491,-0.5767942172469364,0.7080728225728377,20
9,shell_core_tangential,low_to_high,0.5,-0.0625537945142234,-0.7979161873790408,0.42507790383748073,17
9,shell_middle_tangential,high_to_low,-0.5,0.29257414090787903,0.006571821826551388,0.8787551118648442,20
9,shell_middle_tangential,low_to_high,-0.5,0.1796832389361344,-0.5363356472239575,0.742826595269654,16
9,shell_middle_tangential,high_to_low,-0.45,-0.060079259850992314,-0.23565422144817516,0.8636879720122166,20
9,shell_middle_tangential,low_to_high,-0.45,0.10125339067634112,-0.3019842708222832,0.3144982811935044,16
9,shell_middle_tangential,high_to_low,-0.4,0.50127412631828,0.14898514601902663,1.0868279965433292,20
9,shell_middle_tangential,low_to_high,-0.4,-0.017899630789008886,-0.4368808585983809,0.8014030697057684,16
9,shell_middle_tangential,high_to_low,-0.35,0.5067696809690447,0.144655439309405,0.9503662659602773,20
9,shell_middle_tangential,low_to_high,-0.35,-0.08712933976349144,-0.582184026451745,0.3744622806533778,16
9,shell_middle_tangential,high_to_low,-0.3,-0.043565349228811195,-0.751130132874044,0.6687360369669801,20
9,shell_middle_tangential,low_to_high,-0.3,-0.0033099368958599273,-0.3264214729346695,0.30004437166538644,17
9,shell_middle_tangential,high_to_low,-0.25,0.2309871163367162,-0.2573271701820553,0.57603283144878,20
9,shell_middle_tangential,low_to_high,-0.25,0.4309894532092601,-0.9582645445938055,0.8106140456756432,17
9,shell_middle_tangential,high_to_low,-0.2,-0.04968188823167979,-0.6353717478451358,0.7151430459750883,20
9,shell_middle_tangential,low_to_high,-0.2,-0.16744436831131781,-0.4145907860481059,0.18244769038360198,17
9,shell_middle_tangential,high_to_low,-0.15,0.05264887003435574,-0.6290110023354902,0.5442258717759528,20
9,shell_middle_tangential,low_to_high,-0.15,-0.5879544048159994,-0.8335703765476598,-0.08317321917537017,17
9,shell_middle_tangential,high_to_low,-0.1,-0.0308436907041213,-0.2335812266266173,0.3859785640399415,20
