ob,target_id,role,b3_metric,local_metric,k,lag_sec,n_events,b3_event_direction_abs_z,b3_non_event_direction_abs_median_z,b3_event_minus_non_event_direction_z,local_event_direction_abs_z,local_non_event_direction_abs_median_z,local_event_minus_non_event_direction_z,p_non_event_direction_ge_event,local_to_b3_direction_ratio,event_conditioned_local_gate,geometry_ladder_reading
12,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,91,0.5285269615352972,0.19482478424726668,0.33370217728803053,0.39810182595576554,0.1574270963075662,0.24067472964819933,0.1,0.7532289834360298,True,local_nonaffine_signal_survives_pilot
12,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,91,0.2318189363585549,0.2362504472079227,-0.004431510849367798,0.4814537318484078,0.21507491068683826,0.2663788211615695,0.15,2.076852475518834,True,local_nonaffine_signal_survives_pilot
12,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,91,0.18309033513191686,0.2664715340209337,-0.08338119888901685,0.4431315196872284,0.19260648124216706,0.25052503844506135,0.2,2.420288975755883,True,local_nonaffine_signal_survives_pilot
13,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,102,0.46121053194359096,0.13146761522511885,0.3297429167184721,0.5795725879581811,0.14907229432032865,0.43050029363785247,0.025,1.256633463064687,True,local_nonaffine_signal_survives_pilot
13,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,102,0.2391854580188143,0.1626514113457886,0.07653404667302571,0.3725606922702577,0.15225880709906042,0.22030188517119725,0.15,1.5576226721983746,True,local_nonaffine_signal_survives_pilot
13,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,102,0.8982399861501128,0.1660124777703303,0.7322275083797825,0.7435891838899914,0.15444604385689922,0.5891431400330922,0.05,0.8278290828234446,True,local_nonaffine_signal_survives_pilot
13,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,102,0.8950849575291894,0.1699625013384957,0.7251224561906937,0.7225575192696365,0.16298962596361793,0.5595678933060186,0.05,0.8072502092585702,True,local_nonaffine_signal_survives_pilot
13,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,102,0.46121053194359096,0.13146761522511885,0.3297429167184721,0.8098358048006362,0.20632060357512916,0.6035152012255071,0.0,1.7558918296767871,True,local_nonaffine_signal_survives_pilot
13,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,102,0.2391854580188143,0.1626514113457886,0.07653404667302571,0.2140395390443663,0.17804902966160419,0.035990509382762104,0.35,0.8948685292879719,True,local_nonaffine_signal_survives_pilot
13,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,102,0.8982399861501128,0.1660124777703303,0.7322275083797825,0.7008630179441233,0.25469043827058957,0.44617257967353374,0.025,0.7802625453672422,True,local_nonaffine_signal_survives_pilot
13,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,102,0.8950849575291894,0.1699625013384957,0.7251224561906937,0.6234437462039789,0.2373089874722971,0.3861347587316818,0.025,0.6965190744853378,True,local_nonaffine_signal_survives_pilot
14,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,47,0.6038757035705223,0.2973727972446646,0.30650290632585775,0.6836548282868479,0.21238200662155,0.4712728216652979,0.15,1.1321118307039302,True,local_nonaffine_signal_survives_pilot
14,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,47,0.8986532446930167,0.24099193098773103,0.6576613137052856,0.11958117682840211,0.15317659319911106,-0.03359541637070895,0.6,0.13306709516110576,False,local_affine_largely_absorbs_b3_signal
14,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,47,0.6628300330414373,0.18768300696728293,0.4751470260741544,0.5619734881231216,0.27059621794417266,0.291377270178949,0.275,0.8478395065239741,True,local_nonaffine_signal_survives_pilot
14,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,47,0.6293465853202205,0.19211528178440657,0.4372313035358139,0.5161271279709534,0.25559638848274147,0.2605307394882119,0.325,0.8200999894332319,True,local_nonaffine_signal_survives_pilot
14,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,47,0.6038757035705223,0.2973727972446646,0.30650290632585775,0.5047386955291653,0.22957230088306696,0.2751663946460983,0.075,0.8358320968119898,True,local_nonaffine_signal_survives_pilot
14,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,47,0.8986532446930167,0.24099193098773103,0.6576613137052856,0.1659374644340029,0.1393891932880464,0.02654827114595651,0.425,0.18465127168231363,False,local_affine_largely_absorbs_b3_signal
14,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,47,0.6628300330414373,0.18768300696728293,0.4751470260741544,0.7170960447431047,0.18647634279245157,0.5306197019506531,0.0,1.0818701763597893,True,local_nonaffine_signal_survives_pilot
14,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,47,0.6293465853202205,0.19211528178440657,0.4372313035358139,0.7060026683548581,0.1693600402360404,0.5366426281188177,0.0,1.1218026518657187,True,local_nonaffine_signal_survives_pilot
15,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,96,0.5893167557311114,0.22050752591338435,0.36880922981772707,1.0626864350026124,0.2419641014181535,0.8207223335844589,0.0,1.8032516887870165,True,local_nonaffine_signal_survives_pilot
15,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,96,0.20076853076448825,0.19710577968777454,0.0036627510767137106,0.26974504822789824,0.221001891417275,0.048743156810623245,0.425,1.343562395962956,False,inconclusive
15,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,96,0.9274421250376914,0.19929338633349705,0.7281487387041944,1.0322779707294218,0.17672355726756886,0.855554413461853,0.0,1.1130376148133987,True,local_nonaffine_signal_survives_pilot
15,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,96,0.8833512564855212,0.20565354810952835,0.6776977083759927,1.0395587543814186,0.1734390597796716,0.8661196946017471,0.0,1.1768350888154964,True,local_nonaffine_signal_survives_pilot
15,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,96,0.5893167557311114,0.22050752591338435,0.36880922981772707,0.7406178664252892,0.1723176417158518,0.5683002247094373,0.0,1.2567398758354873,True,local_nonaffine_signal_survives_pilot
15,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,96,0.20076853076448825,0.19710577968777454,0.0036627510767137106,0.005932931102360914,0.22896146676704937,-0.22302853566468844,1.0,0.029551100861123225,False,local_affine_largely_absorbs_b3_signal
15,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,96,0.9274421250376914,0.19929338633349705,0.7281487387041944,0.8767465585004809,0.21199512923290062,0.6647514292675802,0.0,0.9453382964083605,True,local_nonaffine_signal_survives_pilot
15,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,96,0.8833512564855212,0.20565354810952835,0.6776977083759927,0.901561541799591,0.192682201379585,0.708879340420006,0.0,1.0206149990509108,True,local_nonaffine_signal_survives_pilot
16,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,84,0.3264679931626064,0.20731209495273126,0.11915589820987513,0.513717177730975,0.1991922980962526,0.3145248796347224,0.075,1.5735606199995968,True,local_nonaffine_signal_survives_pilot
16,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,84,0.17686653535542868,0.2103917346446835,-0.03352519928925482,0.2620021109636227,0.20071714363466164,0.06128496732896105,0.3,1.4813549122625524,True,local_nonaffine_signal_survives_pilot
16,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,84,0.35391107845940456,0.18559967858439186,0.1683113998750127,0.5588184273001483,0.13907266863410678,0.4197457586660415,0.0,1.578979753142279,True,local_nonaffine_signal_survives_pilot
16,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,84,0.40930356535808204,0.1752638100575282,0.23403975530055385,0.4911956447316429,0.13965233752096964,0.3515433072106733,0.025,1.2000766333464918,True,local_nonaffine_signal_survives_pilot
16,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,84,0.3264679931626064,0.20731209495273126,0.11915589820987513,0.9728155726934073,0.20748277482630345,0.7653327978671038,0.0,2.9798191340884976,True,local_nonaffine_signal_survives_pilot
16,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,84,0.17686653535542868,0.2103917346446835,-0.03352519928925482,0.2916928742847618,0.24588395283404874,0.04580892145071308,0.425,1.649225918846545,False,inconclusive
16,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,84,0.35391107845940456,0.18559967858439186,0.1683113998750127,0.7876297364915148,0.23032811494702138,0.5573016215444935,0.0,2.225501784007759,True,local_nonaffine_signal_survives_pilot
16,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,84,0.40930356535808204,0.1752638100575282,0.23403975530055385,0.8023823721174956,0.241722369386979,0.5606600027305166,0.0,1.9603600848566416,True,local_nonaffine_signal_survives_pilot
17,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,122,0.19772156590927653,0.20343291576490474,-0.005711349855628212,0.354554620622092,0.15169365323884046,0.20286096738325152,0.1,1.7932015609505008,True,local_nonaffine_signal_survives_pilot
17,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,122,0.11074608904937477,0.17192364453588063,-0.06117755548650586,0.09711029389178422,0.13855253248873062,-0.0414422385969464,0.7,0.8768733480826469,False,local_nonaffine_not_event_conditioned
17,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,122,0.13738355911730774,0.21446006669651801,-0.07707650757921028,0.4250840464066522,0.17244931374227643,0.25263473266437575,0.15,3.0941405881302404,True,local_nonaffine_signal_survives_pilot
17,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,122,0.15496870426834958,0.2386980423410487,-0.08372933807269911,0.3902282739589054,0.17412244568397228,0.21610582827493313,0.15,2.5181101939342,True,local_nonaffine_signal_survives_pilot
17,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,122,0.19772156590927653,0.20343291576490474,-0.005711349855628212,0.4375162260335332,0.18291097107186202,0.2546052549616712,0.15,2.212789606543401,True,local_nonaffine_signal_survives_pilot
17,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,122,0.11074608904937477,0.17192364453588063,-0.06117755548650586,0.06648874156333856,0.18753121569955783,-0.12104247413621927,0.825,0.6003710120516795,False,local_nonaffine_not_event_conditioned
17,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,122,0.13738355911730774,0.21446006669651801,-0.07707650757921028,0.282117413700866,0.1421819461034018,0.13993546759746422,0.275,2.0535020020843566,True,local_nonaffine_signal_survives_pilot
17,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,122,0.15496870426834958,0.2386980423410487,-0.08372933807269911,0.33040274727189356,0.1382345604997396,0.19216818677215397,0.2,2.1320611076398746,True,local_nonaffine_signal_survives_pilot
18,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,103,0.6420142209489225,0.2046250161038604,0.43738920484506205,0.4189879507240506,0.19358556316848785,0.22540238755556274,0.15,0.6526147506589025,True,local_nonaffine_signal_survives_pilot
18,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,103,0.3409481734592856,0.19324163835302813,0.14770653510625745,0.33059620143970286,0.22016510448458487,0.11043109695511799,0.225,0.9696376962089257,True,local_nonaffine_signal_survives_pilot
18,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,103,0.7943713349294419,0.2295108433804203,0.5648604915490216,0.5903482075186517,0.23471036788073088,0.35563783963792084,0.025,0.7431640362137286,True,local_nonaffine_signal_survives_pilot
18,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,103,0.8451383284167905,0.26649526294817427,0.5786430654686162,0.6187369158018543,0.2224431506409439,0.3962937651609104,0.0,0.7321131878623265,True,local_nonaffine_signal_survives_pilot
18,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,103,0.6420142209489225,0.2046250161038604,0.43738920484506205,0.4792083872029317,0.1441479397465424,0.3350604474563893,0.1,0.7464139758378603,True,local_nonaffine_signal_survives_pilot
18,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,103,0.3409481734592856,0.19324163835302813,0.14770653510625745,0.5303238568782922,0.2289957159873809,0.3013281408909113,0.025,1.5554383280531667,True,local_nonaffine_signal_survives_pilot
18,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,103,0.7943713349294419,0.2295108433804203,0.5648604915490216,0.6983508661003979,0.16608754579585822,0.5322633203045397,0.0,0.8791239504663486,True,local_nonaffine_signal_survives_pilot
18,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,103,0.8451383284167905,0.26649526294817427,0.5786430654686162,0.7004599406376412,0.16073174645233984,0.5397281941853014,0.0,0.82881099707053,True,local_nonaffine_signal_survives_pilot
19,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,8,0.1,143,0.520367064375636,0.15089805843391385,0.3694690059417221,0.7096445189690911,0.1426477620887658,0.5669967568803252,0.0,1.3637383446251738,True,local_nonaffine_signal_survives_pilot
19,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,8,0.1,143,0.0727559551661131,0.18237807248531318,-0.10962211731920007,0.07640400117374221,0.12052094787757268,-0.04411694670383047,0.575,1.0501408578761704,False,local_nonaffine_not_event_conditioned
19,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,8,0.1,143,0.755539589966953,0.15442552253337366,0.6011140674335793,0.7245521766120707,0.11948985580633541,0.6050623208057353,0.0,0.9589863803745378,True,local_nonaffine_signal_survives_pilot
19,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,8,0.1,143,0.7212549573794537,0.1656570936515649,0.5555978637278888,0.7647901814051906,0.11056452428600191,0.6542256571191887,0.0,1.0603603810002418,True,local_nonaffine_signal_survives_pilot
19,T1_transition_tangential_residual,primary_transition_target,resid_tangential_speed_mean,local_tangential_speed_mean,10,0.1,143,0.520367064375636,0.15089805843391385,0.3694690059417221,0.882306373987572,0.16530680857132302,0.7169995654162489,0.0,1.695546152687834,True,local_nonaffine_signal_survives_pilot
19,T1_support_edge_core_tangential,supporting_transition_spatial_metric,edge_minus_core_resid_tangential,local_edge_minus_core_tangential,10,0.1,143,0.0727559551661131,0.18237807248531318,-0.10962211731920007,0.304189036863895,0.14822185101432878,0.1559671858495662,0.125,4.180950358900303,True,local_nonaffine_signal_survives_pilot
19,T2_general_speed_rms,secondary_general_activity,resid_speed_rms,local_speed_rms,10,0.1,143,0.755539589966953,0.15442552253337366,0.6011140674335793,0.8242959944549784,0.1582113127710204,0.666084681683958,0.0,1.0910030465657434,True,local_nonaffine_signal_survives_pilot
19,T2_general_cov_trace,secondary_general_activity,resid_velocity_cov_trace,local_velocity_cov_trace,10,0.1,143,0.7212549573794537,0.1656570936515649,0.5555978637278888,0.8165782436809973,0.1682534403479083,0.6483248033330891,0.0,1.1321630934058091,True,local_nonaffine_signal_survives_pilot
