ob,variable,family,k,lag_sec,n_events,real_low_to_high_delta_z,real_high_to_low_delta_z,real_direction_contrast_z,real_abs_direction_contrast_z,non_event_abs_direction_median_z,event_minus_non_event_abs_direction_z,p_non_event_abs_direction_ge_event,event_conditioned_gate
19,all_tangential,diffuse_baseline,8,0.1,143,0.5212237770409468,-0.4253204020822461,0.9465441791231929,0.9465441791231929,0.13138606185688317,0.8151581172663097,0.0,True
19,shell_core_tangential,radial_level,8,0.1,143,0.34117545936696986,-0.41708450889121346,0.7582599682581833,0.7582599682581833,0.1486896590177797,0.6095703092404037,0.0,True
19,shell_middle_tangential,radial_level,8,0.1,143,0.2087911054696283,-0.28926035239447395,0.49805145786410226,0.49805145786410226,0.11505444349664928,0.382997014367453,0.0,True
19,shell_edge_tangential,radial_level,8,0.1,143,0.20081499448044532,-0.21582226541763783,0.41663725989808315,0.41663725989808315,0.164833925287993,0.25180333461009013,0.05,True
19,shell_edge_minus_core,radial_contrast,8,0.1,143,-0.008936447816050734,0.25931282893916296,-0.2682492767552137,0.2682492767552137,0.13430775332734762,0.13394152342786608,0.275,True
19,shell_middle_minus_core,radial_contrast,8,0.1,143,-0.07362903045837438,0.04159738937865748,-0.11522641983703186,0.11522641983703186,0.11007998515292824,0.005146434684103612,0.475,False
19,shell_radius_corr_tangential,radial_gradient,8,0.1,143,-0.20737135656527603,0.2731475822749739,-0.4805189388402499,0.4805189388402499,0.16413592230027232,0.3163830165399776,0.025,True
19,density_dense_tangential,density_level,8,0.1,143,0.3095793830778643,-0.377959557991732,0.6875389410695962,0.6875389410695962,0.10971009618672561,0.5778288448828706,0.0,True
19,density_middle_tangential,density_level,8,0.1,143,0.20980978157165658,-0.15553506330788186,0.36534484487953844,0.36534484487953844,0.12802459875759714,0.2373202461219413,0.075,True
19,density_sparse_tangential,density_level,8,0.1,143,0.47885364256545765,-0.2838608108702396,0.7627144534356973,0.7627144534356973,0.16025293310666694,0.6024615203290304,0.0,True
19,density_sparse_minus_dense,density_contrast,8,0.1,143,-0.05014467629113514,0.2200456282622567,-0.2701903045533919,0.2701903045533919,0.13870016880941627,0.1314901357439756,0.225,True
19,density_knn_distance_corr_tangential,density_gradient,8,0.1,143,0.18063095131981846,0.2549838339678642,-0.07435288264804576,0.07435288264804576,0.14117225856437582,-0.06681937591633005,0.75,False
