ob,variable,family,k,lag_sec,n_events,real_low_to_high_delta_z,real_high_to_low_delta_z,real_direction_contrast_z,real_abs_direction_contrast_z,non_event_abs_direction_median_z,event_minus_non_event_abs_direction_z,p_non_event_abs_direction_ge_event,event_conditioned_gate
17,all_tangential,diffuse_baseline,8,0.1,122,0.35810568552800354,-0.2259463647974378,0.5840520503254414,0.5840520503254414,0.2224201522294996,0.36163189809594176,0.025,True
17,shell_core_tangential,radial_level,8,0.1,122,0.47255944860823573,-0.16491293864629558,0.6374723872545314,0.6374723872545314,0.20592781124633244,0.43154457600819895,0.075,True
17,shell_middle_tangential,radial_level,8,0.1,122,0.22315044197789694,-0.04691436433982932,0.2700648063177262,0.2700648063177262,0.1758148919102173,0.09424991440750893,0.275,True
17,shell_edge_tangential,radial_level,8,0.1,122,0.11841382911446785,-0.3408291942565027,0.45924302337097056,0.45924302337097056,0.1441561532010213,0.3150868701699493,0.075,True
17,shell_edge_minus_core,radial_contrast,8,0.1,122,-0.23991718990964042,-0.278055299599401,0.038138109689760585,0.038138109689760585,0.1623847860811595,-0.12424667639139891,0.85,False
17,shell_middle_minus_core,radial_contrast,8,0.1,122,-0.20968439516310022,-0.23550596800547957,0.025821572842379348,0.025821572842379348,0.19900191266850084,-0.1731803398261215,0.975,False
17,shell_radius_corr_tangential,radial_gradient,8,0.1,122,-0.15437181066679873,-0.3942188274735827,0.239847016806784,0.239847016806784,0.18247755769520774,0.05736945911157626,0.175,True
17,density_dense_tangential,density_level,8,0.1,122,0.3701377392943268,-0.1471066773382812,0.517244416632608,0.517244416632608,0.21022308839825982,0.3070213282343482,0.1,True
17,density_middle_tangential,density_level,8,0.1,122,0.2560266583197006,-0.2467501444156853,0.5027768027353859,0.5027768027353859,0.18579802474885143,0.3169787779865345,0.025,True
17,density_sparse_tangential,density_level,8,0.1,122,0.10163278756465599,-0.2668658913520381,0.3684986789166941,0.3684986789166941,0.1704485252924821,0.19805015362421197,0.125,True
17,density_sparse_minus_dense,density_contrast,8,0.1,122,-0.07092537775848426,-0.10012959647122632,0.029204218712742064,0.029204218712742064,0.24004263947423832,-0.21083842076149625,0.925,False
17,density_knn_distance_corr_tangential,density_gradient,8,0.1,122,-0.03713127546464487,-0.36990341031194407,0.3327721348472992,0.3327721348472992,0.2014100588627059,0.13136207598459326,0.15,True
