ob,variable,n_events,phase,real_phase_aligned_z,null_phase_median_aligned_z,null_phase_abs_median_z,event_minus_null_phase_z,abs_event_minus_abs_null_z,p_null_abs_ge_real_abs,phase_gate
7,shell_edge_minus_core,33,early_pre,0.05340271636576294,0.04423241913651951,0.08236919092580271,0.009170297229243424,-0.02896647456003977,0.625,False
7,shell_edge_minus_core,33,near_pre,-0.11967461776054766,0.034437313805086994,0.07334819708840823,-0.15411193156563466,0.046326420672139434,0.15,False
7,shell_edge_minus_core,33,near_post,0.15363351750282334,-0.024938166854419262,0.05387325338786244,0.1785716843572426,0.09976026411496089,0.1,False
7,shell_edge_minus_core,33,late_post,0.05728931227164715,0.02047363120645427,0.05555832494151852,0.03681568106519288,0.001730987330128629,0.5,False
7,all_tangential,33,early_pre,-0.12163082328167643,0.015102369588696499,0.09212951526200215,-0.13673319287037294,0.02950130801967428,0.35,False
7,all_tangential,33,near_pre,-0.0203953221397158,-0.025859500385605735,0.08675420877379399,0.005464178245889937,-0.06635888663407818,0.825,False
7,all_tangential,33,near_post,0.19683605241891244,-0.012683928857496952,0.0770130621674733,0.2095199812764094,0.11982299025143914,0.15,False
7,all_tangential,33,late_post,0.04197560867646537,0.024698792996092497,0.0762667887445059,0.01727681568037287,-0.034291180068040536,0.65,False
7,shell_core_tangential,33,early_pre,-0.17454613479830552,-0.00886293582965781,0.06411250572427239,-0.16568319896864772,0.11043362907403313,0.1,False
7,shell_core_tangential,33,near_pre,-0.019474491074145617,-0.025617417503341924,0.07340321457575422,0.006142926429196307,-0.0539287235016086,0.9,False
7,shell_core_tangential,33,near_post,0.058395351850284646,0.004553700080039394,0.060025175795686746,0.053841651770245254,-0.0016298239454020993,0.55,False
7,shell_core_tangential,33,late_post,-0.08158064551284307,-0.008350680340529555,0.0727976808669645,-0.0732299651723135,0.008782964645878563,0.475,False
7,shell_middle_tangential,33,early_pre,0.029007808906533428,0.010177036815435452,0.1024571696306624,0.018830772091097975,-0.07344936072412897,0.875,False
7,shell_middle_tangential,33,near_pre,-0.04746579111803462,-0.009661595279132372,0.07199222658787127,-0.037804195838902245,-0.024526435469836655,0.675,False
7,shell_middle_tangential,33,near_post,-0.016136515405744154,0.0226239599661335,0.060626189851151646,-0.038760475371877656,-0.044489674445407495,0.825,False
7,shell_middle_tangential,33,late_post,0.10248918573189092,-0.027850061290390214,0.0807159221259489,0.13033924702228114,0.02177326360594202,0.3,False
7,shell_edge_tangential,33,early_pre,-0.1141017608643102,-0.007803775557825354,0.06208795554020347,-0.10629798530648485,0.05201380532410673,0.275,False
7,shell_edge_tangential,33,near_pre,-0.2561839631132353,0.004575903321463034,0.06630124196750817,-0.26075986643469834,0.18988272114572716,0.05,True
7,shell_edge_tangential,33,near_post,0.24901079358455733,-0.039540544150913556,0.06318729080123443,0.28855133773547087,0.18582350278332288,0.0,True
7,shell_edge_tangential,33,late_post,0.0242554130580326,0.0005397302045162437,0.06723082554043985,0.023715682853516357,-0.04297541248240726,0.8,False
7,shell_radius_corr_tangential,33,early_pre,0.15432877582436078,0.010664828539921591,0.06781553531540657,0.14366394728443918,0.0865132405089542,0.125,False
7,shell_radius_corr_tangential,33,near_pre,-0.12496246268082825,0.02464433074509445,0.04251532094140185,-0.1496067934259227,0.08244714173942641,0.175,False
7,shell_radius_corr_tangential,33,near_post,0.13868821976239895,-0.0276062782200035,0.06371005937909616,0.16629449798240245,0.0749781603833028,0.15,False
7,shell_radius_corr_tangential,33,late_post,0.0508322120460708,0.02091803113267459,0.046884151674324324,0.02991418091339621,0.003948060371746477,0.5,False
7,density_dense_tangential,33,early_pre,-0.20649237392826936,-0.023859477203701823,0.08587800212343807,-0.18263289672456753,0.12061437180483128,0.075,True
7,density_dense_tangential,33,near_pre,0.011725456561184261,-0.010446543801877657,0.07854540873450686,0.022172000363061918,-0.0668199521733226,0.95,False
7,density_dense_tangential,33,near_post,-0.00820891038104025,0.005171691684429597,0.060499065734064536,-0.013380602065469847,-0.05229015535302429,0.925,False
7,density_dense_tangential,33,late_post,-0.04494203889477055,-0.0035395759994675162,0.06895130837968791,-0.041402462895303034,-0.024009269484917356,0.625,False
7,density_sparse_minus_dense,33,early_pre,0.2031878599502662,0.006210808286609776,0.04857470161606753,0.19697705166365642,0.15461315833419867,0.075,True
7,density_sparse_minus_dense,33,near_pre,-0.18168889843680247,0.05239050253759368,0.07164431697902687,-0.23407940097439617,0.1100445814577756,0.075,False
7,density_sparse_minus_dense,33,near_post,0.18344575678138292,-0.012300783988699791,0.051265778901818146,0.19574654077008272,0.13217997787956476,0.05,True
7,density_sparse_minus_dense,33,late_post,0.020616286361240202,0.041497089208499705,0.06900575438314487,-0.020880802847259503,-0.048389468021904664,0.85,False
