ob,variable,family,k,lag_sec,n_events,real_low_to_high_delta_z,real_high_to_low_delta_z,real_direction_contrast_z,real_abs_direction_contrast_z,non_event_abs_direction_median_z,event_minus_non_event_abs_direction_z,p_non_event_abs_direction_ge_event,event_conditioned_gate
17,shell_middle_minus_core,radial_contrast,8,0.1,122,-0.20968439516310022,-0.23550596800547957,0.025821572842379348,0.025821572842379348,0.19900191266850084,-0.1731803398261215,0.975,False
17,shell_radius_corr_tangential,radial_gradient,8,0.1,122,-0.15437181066679873,-0.3942188274735827,0.239847016806784,0.239847016806784,0.18247755769520774,0.05736945911157626,0.175,True
17,density_dense_tangential,density_level,8,0.1,122,0.3701377392943268,-0.1471066773382812,0.517244416632608,0.517244416632608,0.21022308839825982,0.3070213282343482,0.1,True
17,density_middle_tangential,density_level,8,0.1,122,0.2560266583197006,-0.2467501444156853,0.5027768027353859,0.5027768027353859,0.18579802474885143,0.3169787779865345,0.025,True
17,density_sparse_tangential,density_level,8,0.1,122,0.10163278756465599,-0.2668658913520381,0.3684986789166941,0.3684986789166941,0.1704485252924821,0.19805015362421197,0.125,True
17,density_sparse_minus_dense,density_contrast,8,0.1,122,-0.07092537775848426,-0.10012959647122632,0.029204218712742064,0.029204218712742064,0.24004263947423832,-0.21083842076149625,0.925,False
17,density_knn_distance_corr_tangential,density_gradient,8,0.1,122,-0.03713127546464487,-0.36990341031194407,0.3327721348472992,0.3327721348472992,0.2014100588627059,0.13136207598459326,0.15,True
18,all_tangential,diffuse_baseline,8,0.1,103,0.047725472470172975,-0.3267985619340197,0.3745240344041927,0.3745240344041927,0.1255642333495784,0.2489598010546143,0.175,True
18,shell_core_tangential,radial_level,8,0.1,103,0.002749400128638127,-0.4111504942375397,0.4138998943661778,0.4138998943661778,0.1559330128073672,0.2579668815588106,0.075,True
18,shell_middle_tangential,radial_level,8,0.1,103,0.00929791450066475,-0.17694783905547973,0.18624575355614448,0.18624575355614448,0.19594592718803744,-0.009700173631892961,0.5,False
18,shell_edge_tangential,radial_level,8,0.1,103,0.016911384779332822,-0.20968122567004144,0.22659261044937426,0.22659261044937426,0.18262191570249414,0.04397069474688012,0.4,False
18,shell_edge_minus_core,radial_contrast,8,0.1,103,-0.011379085523458857,0.17850273254405497,-0.1898818180675138,0.1898818180675138,0.11984931982592652,0.07003249824158729,0.325,True
18,shell_middle_minus_core,radial_contrast,8,0.1,103,0.006469638360563246,0.2392425392439492,-0.23277290088338595,0.23277290088338595,0.1819754988328508,0.05079740205053515,0.375,False
18,shell_radius_corr_tangential,radial_gradient,8,0.1,103,0.0313065785975532,0.16015283929176977,-0.12884626069421656,0.12884626069421656,0.21136307402545165,-0.08251681333123509,0.6,False
18,density_dense_tangential,density_level,8,0.1,103,0.04201327775691946,-0.3341451303959463,0.3761584081528657,0.3761584081528657,0.20177629954904747,0.17438210860381825,0.15,True
