question,association,x,y,left_out_ob,rho_without_ob,rho_full,abs_change
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,2,-0.034073313781819096,-0.06262242910851495,0.028549115326695858
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,3,-0.06814662756363819,-0.06262242910851495,0.005524198455123239
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,4,-0.1022199413454573,-0.06262242910851495,0.03959751223694234
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,5,-0.06814662756363819,-0.06262242910851495,0.005524198455123239
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,6,-0.16361870293156425,-0.06262242910851495,0.10099627382304929
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,7,-0.034073313781819096,-0.06262242910851495,0.028549115326695858
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,8,0.07012230125638468,-0.06262242910851495,0.13274473036489964
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,9,-0.1022199413454573,-0.06262242910851495,0.03959751223694234
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,10,-0.034073313781819096,-0.06262242910851495,0.028549115326695858
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,11,-0.034073313781819096,-0.06262242910851495,0.028549115326695858
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,12,-0.1022199413454573,-0.06262242910851495,0.03959751223694234
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,13,-0.034073313781819096,-0.06262242910851495,0.028549115326695858
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,14,-0.1022199413454573,-0.06262242910851495,0.03959751223694234
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,15,-0.1022199413454573,-0.06262242910851495,0.03959751223694234
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,16,-0.034073313781819096,-0.06262242910851495,0.028549115326695858
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,17,-0.034073313781819096,-0.06262242910851495,0.028549115326695858
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,18,-0.06814662756363819,-0.06262242910851495,0.005524198455123239
HET3,stable failure vs event-local effect,stable_408x_failure_binary,4100_event_local_effect,19,-0.06814662756363819,-0.06262242910851495,0.005524198455123239
HET4,ob index proxy vs T1 effect,ob,408x_T1_effect,1,0.6222910216718266,0.6543859649122807,0.032094943240454143
HET4,ob index proxy vs T1 effect,ob,408x_T1_effect,2,0.7275541795665634,0.6543859649122807,0.07316821465428269
HET4,ob index proxy vs T1 effect,ob,408x_T1_effect,3,0.6202270381836945,0.6543859649122807,0.034158926728586225
HET4,ob index proxy vs T1 effect,ob,408x_T1_effect,4,0.6284829721362228,0.6543859649122807,0.025902992776057898
HET4,ob index proxy vs T1 effect,ob,408x_T1_effect,5,0.632610939112487,0.6543859649122807,0.021775025799793735
HET4,ob index proxy vs T1 effect,ob,408x_T1_effect,6,0.6367389060887513,0.6543859649122807,0.01764705882352946
