ob,variable,phase,event_type,n_events,real_phase_median_z,null_phase_median_z,event_minus_null_z,p_null_abs_excess_ge_real_abs_excess,event_type_gate
2,all_tangential,near_pre,low_to_high,21,-0.3440778719488674,-0.05081291688764156,-0.29326495506122585,0.1,True
2,all_tangential,near_pre,high_to_low,22,0.29789715151051877,-0.028251722398529223,0.326148873909048,0.1,True
2,all_tangential,near_post,low_to_high,21,0.207987304438787,0.004156176989032645,0.20383112744975435,0.125,True
2,all_tangential,near_post,high_to_low,22,0.07865629131884316,0.017722692376671206,0.06093359894217196,0.675,False
2,shell_edge_minus_core,near_pre,low_to_high,21,-0.2923910536341912,-0.0075797128833504646,-0.28481134075084075,0.05,True
2,shell_edge_minus_core,near_pre,high_to_low,22,-0.21113644309333737,0.024902828402950734,-0.23603927149628812,0.1,True
2,shell_edge_minus_core,near_post,low_to_high,21,0.19692276312678209,-0.03194471784150589,0.22886748096828796,0.05,True
2,shell_edge_minus_core,near_post,high_to_low,22,-0.002741823957020724,0.007045316062343241,-0.009787140019363965,0.925,False
2,shell_core_tangential,near_pre,low_to_high,21,0.035550634131115144,-0.06072757611092092,0.09627821024203606,0.5,False
2,shell_core_tangential,near_pre,high_to_low,22,0.08323005807053035,0.01817442133139189,0.06505563673913847,0.675,False
2,shell_core_tangential,near_post,low_to_high,21,-0.27387371355414264,0.011123870476177508,-0.28499758403032016,0.075,True
2,shell_core_tangential,near_post,high_to_low,22,0.18424033802629455,0.019974808460337116,0.16426552956595744,0.1,True
2,shell_middle_tangential,near_pre,low_to_high,21,-0.003586325017232328,0.0591225004657209,-0.06270882548295323,0.75,False
2,shell_middle_tangential,near_pre,high_to_low,22,0.062131304600116476,0.01134114461505575,0.05079015998506073,0.75,False
2,shell_middle_tangential,near_post,low_to_high,21,0.4360407954422945,0.03612993382183484,0.3999108616204597,0.0,True
2,shell_middle_tangential,near_post,high_to_low,22,0.04983894347993808,0.041937141379771684,0.007901802100166395,1.0,False
2,shell_edge_tangential,near_pre,low_to_high,21,-0.2901815974079564,0.043939786780165704,-0.3341213841881221,0.05,True
2,shell_edge_tangential,near_pre,high_to_low,22,-0.03438995108594929,0.010840716871451415,-0.0452306679574007,0.775,False
2,shell_edge_tangential,near_post,low_to_high,21,0.22065112614875004,-0.017951577155050497,0.23860270330380054,0.025,True
2,shell_edge_tangential,near_post,high_to_low,22,-0.028296885747379152,0.010963083158768195,-0.039259968906147344,0.725,False
