spectral_set,n_runs,median_run_duration_sec,q75_run_duration_sec,q90_run_duration_sec,q95_run_duration_sec,mean_run_duration_sec,frac_runs_ge_0p1s,frac_runs_ge_0p2s,frac_runs_ge_0p5s,frac_runs_ge_1p0s,frac_runs_ge_2p0s,surrogate_type,replicate
all,17562,0.0299999999999991,0.119999999999976,0.489999999999902,0.939999999999812,0.17840052385830438,0.26910374672588544,0.18112971187791824,0.09697073226284023,0.04481266370572828,0.010875754469878146,independent_phase_rank,9
high,7694,0.039999999999992,0.1499999999999955,0.6299999999999489,1.179999999999764,0.2172342084741039,0.3019235768131011,0.21575253444242268,0.12230309331946972,0.06238627501949571,0.01689628281778009,coupled_phase_rank,9
low,7698,0.039999999999992,0.14999999999997,0.629999999999874,1.1099999999998063,0.2173551571836523,0.3013769810340348,0.2127825409197194,0.12301896596518576,0.058067030397505846,0.01727721486100286,coupled_phase_rank,9
all,15392,0.039999999999992,0.1499999999999955,0.629999999999874,1.1499999999999655,0.2172946985446668,0.3016502079002079,0.21426715176715178,0.12266112266112267,0.060226091476091474,0.017086798336798336,coupled_phase_rank,9
high,83737,0.019999999999996,0.029999999999994,0.039999999999992,0.04999999999999,0.019983042143852246,0.0008956614161004096,0.0,0.0,0.0,0.0,label_shuffle,10
low,83734,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019969188143403583,0.0008718083454749564,0.0,0.0,0.0,0.0,label_shuffle,10
all,167471,0.019999999999996,0.0199999999999994,0.039999999999992,0.04999999999999,0.019976115267715075,0.0008837350944342603,0.0,0.0,0.0,0.0,label_shuffle,10
high,8892,0.0299999999999991,0.1199999999999964,0.4499999999999865,0.859999999999828,0.16403171390011087,0.27058029689608637,0.18038686459739092,0.08974358974358974,0.03924876293297346,0.007984705353126407,independent_phase_rank,10
low,8894,0.0299999999999991,0.129999999999974,0.519999999999896,0.9299999999998693,0.18761074881940143,0.278839667191365,0.19035304699797617,0.10220373285360917,0.045086575219248935,0.012367888464133123,independent_phase_rank,10
all,17786,0.0299999999999991,0.1199999999999964,0.479999999999904,0.8899999999999355,0.1758225570673306,0.27471044641853143,0.18537051613628697,0.09597436185764084,0.04216799730124817,0.010176543348701226,independent_phase_rank,10
high,7488,0.039999999999992,0.14999999999997,0.659999999999868,1.1699999999999648,0.22324118589740324,0.2984775641025641,0.21487713675213677,0.1267361111111111,0.06343482905982906,0.017227564102564104,coupled_phase_rank,10
low,7490,0.039999999999992,0.159999999999968,0.64999999999987,1.159999999999768,0.22339652870490728,0.3078771695594125,0.21735647530040053,0.12242990654205607,0.0623497997329773,0.017623497997329773,coupled_phase_rank,10
all,14978,0.039999999999992,0.15749999999997488,0.64999999999987,1.1599999999999653,0.2233188676725538,0.3031779943917746,0.2161169715582855,0.12458272132460943,0.06289224195486715,0.017425557484310322,coupled_phase_rank,10
high,83837,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019959206555575166,0.0010138721566849958,0.0,0.0,0.0,0.0,label_shuffle,11
