spectral_set,n_runs,median_run_duration_sec,q75_run_duration_sec,q90_run_duration_sec,q95_run_duration_sec,mean_run_duration_sec,frac_runs_ge_0p1s,frac_runs_ge_0p2s,frac_runs_ge_0p5s,frac_runs_ge_1p0s,frac_runs_ge_2p0s,surrogate_type,replicate
all,167253,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.020002152427756218,0.0010224031855930835,0.0,0.0,0.0,0.0,label_shuffle,16
high,8816,0.0299999999999991,0.119999999999976,0.43999999999994943,0.879999999999824,0.16667422867511159,0.2636116152450091,0.1733212341197822,0.0890426497277677,0.04128856624319419,0.008734119782214157,independent_phase_rank,16
low,8823,0.0299999999999991,0.129999999999974,0.5399999999999655,0.9799999999999706,0.18937776266573234,0.27552986512524086,0.19471834976765273,0.10767312705428993,0.04907627791000793,0.012014054176583928,independent_phase_rank,16
all,17639,0.0299999999999991,0.119999999999976,0.4899999999999853,0.939999999999812,0.17803050059524575,0.26957310505130677,0.18402403764385736,0.09836158512387323,0.04518396734508759,0.010374737796927264,independent_phase_rank,16
high,7570,0.039999999999992,0.159999999999968,0.64999999999987,1.159999999999768,0.22063408190221342,0.30303830911492735,0.2166446499339498,0.12483487450462351,0.058520475561426685,0.016380449141347425,coupled_phase_rank,16
low,7565,0.039999999999992,0.14999999999997,0.659999999999868,1.179999999999764,0.2213998678122611,0.30204890945142104,0.21639127561136814,0.12504957038995373,0.06305353602115003,0.017184401850627893,coupled_phase_rank,16
all,15135,0.039999999999992,0.1499999999999955,0.6499999999999805,1.1699999999999648,0.22101684836468521,0.30254377271225635,0.21651800462504128,0.12494218698381236,0.06078625702015197,0.016782292699041957,coupled_phase_rank,16
high,83536,0.019999999999996,0.029999999999994,0.039999999999992,0.04999999999999,0.020031124305685634,0.0012808848879524994,0.0,0.0,0.0,0.0,label_shuffle,17
low,83538,0.019999999999996,0.0199999999999994,0.039999999999992,0.04999999999999,0.02001604060427297,0.0009815892168833346,0.0,0.0,0.0,0.0,label_shuffle,17
all,167074,0.019999999999996,0.029999999999994,0.039999999999992,0.04999999999999,0.020023582364697742,0.001131235261022062,0.0,0.0,0.0,0.0,label_shuffle,17
high,9010,0.0299999999999991,0.1099999999999967,0.4399999999999868,0.84999999999983,0.16204661487234193,0.26082130965593786,0.1732519422863485,0.08856825749167592,0.037513873473917866,0.007880133185349612,independent_phase_rank,17
low,9007,0.0299999999999991,0.1199999999999964,0.529999999999894,0.969999999999806,0.18600421894079844,0.2716775841012546,0.1888531142444765,0.10425224825136005,0.04751859664705229,0.013878094815143778,independent_phase_rank,17
all,18017,0.0299999999999991,0.119999999999976,0.4799999999999856,0.89999999999982,0.17402342232333756,0.2662485430426819,0.18105122939446078,0.09640894710551146,0.04251540212021979,0.010878614641727258,independent_phase_rank,17
high,7307,0.039999999999992,0.1599999999999952,0.669999999999866,1.219999999999756,0.2291364445052354,0.30737648829889147,0.2223894895305871,0.12878062132201998,0.06582728890105378,0.020528260572054195,coupled_phase_rank,17
low,7302,0.039999999999992,0.1499999999999955,0.6899999999998621,1.229999999999754,0.22878526431111415,0.30580662832100797,0.2181594083812654,0.12791016159956176,0.06477677348671597,0.01725554642563681,coupled_phase_rank,17
all,14609,0.039999999999992,0.159999999999968,0.679999999999864,1.229999999999754,0.22896091450472386,0.306591826955986,0.2202751728386611,0.12834554042028887,0.06530221096584297,0.018892463549866522,coupled_phase_rank,17
high,83576,0.019999999999996,0.0199999999999994,0.039999999999992,0.04999999999999,0.02002153728342772,0.0008973868096104144,0.0,0.0,0.0,0.0,label_shuffle,18
low,83577,0.019999999999996,0.029999999999994,0.039999999999992,0.04999999999999,0.020006700408004063,0.000969166158153559,0.0,0.0,0.0,0.0,label_shuffle,18
all,167153,0.019999999999996,0.0199999999999994,0.039999999999992,0.04999999999999,0.02001411880133477,0.0009332766985935041,0.0,0.0,0.0,0.0,label_shuffle,18
high,8805,0.0299999999999991,0.119999999999976,0.439999999999912,0.85799999999985,0.16578194207834188,0.26905167518455425,0.1803520726859739,0.08960817717206133,0.03861442362294151,0.008517887563884156,independent_phase_rank,18
low,8813,0.0299999999999991,0.1299999999999961,0.519999999999896,0.989999999999802,0.19007942811752765,0.2831045047089527,0.19210257574038353,0.10291614660161126,0.04890502666515375,0.013616248723476682,independent_phase_rank,18
all,17618,0.0299999999999991,0.129999999999974,0.4799999999999856,0.9199999999999724,0.1779362016119634,0.2760812805085708,0.18622999205358157,0.09626518333522534,0.043762061527982746,0.011068225678283574,independent_phase_rank,18
high,7528,0.039999999999992,0.1499999999999955,0.6599999999999802,1.216499999999825,0.2216126461211153,0.3019394261424017,0.21891604675876727,0.1251328374070138,0.06416046758767269,0.017800212539851222,coupled_phase_rank,18
low,7526,0.039999999999992,0.14999999999997,0.679999999999864,1.179999999999764,0.2227544512356836,0.3028169014084507,0.21525378687217644,0.1255647090087696,0.06404464522986979,0.017140579325006643,coupled_phase_rank,18
all,15054,0.039999999999992,0.1499999999999955,0.669999999999866,1.189999999999762,0.22218347283110876,0.3023781054869138,0.21708516009034143,0.12534874451972897,0.0641025641025641,0.017470439750232495,coupled_phase_rank,18
high,83863,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.01995301861368846,0.0009539367778400486,1.1924209723000608e-05,0.0,0.0,0.0,label_shuffle,19
low,83863,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019938471077826397,0.0009539367778400486,0.0,0.0,0.0,0.0,label_shuffle,19
all,167726,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019945744845757424,0.0009539367778400486,5.962104861500304e-06,0.0,0.0,0.0,label_shuffle,19
high,8974,0.0299999999999991,0.1099999999999967,0.429999999999914,0.8299999999998834,0.16401938934697838,0.25774459549810563,0.17260976153331847,0.08725206151103188,0.0390015600624025,0.009583240472476042,independent_phase_rank,19
low,8974,0.0299999999999991,0.129999999999974,0.5199999999999578,0.9734999999999161,0.18701248049919267,0.2830398930242924,0.19277913973701805,0.10262981947849342,0.0483619344773791,0.011589034989971027,independent_phase_rank,19
all,17948,0.0299999999999991,0.119999999999976,0.46999999999998593,0.909999999999818,0.1755159349230855,0.270392244261199,0.18269445063516826,0.09494094049476265,0.0436817472698908,0.010586137731223536,independent_phase_rank,19
high,7469,0.039999999999992,0.159999999999968,0.639999999999872,1.1499999999998873,0.22387334315166094,0.3055295220243674,0.21810148614272326,0.1235774534743607,0.06091846298031865,0.017673048600883652,coupled_phase_rank,19
low,7465,0.039999999999992,0.1499999999999955,0.659999999999868,1.1699999999997661,0.2241366376422981,0.30207635632953783,0.21647689216342933,0.12511721366376424,0.061620897521768254,0.01768251841929002,coupled_phase_rank,19
all,14934,0.039999999999992,0.1499999999999955,0.64999999999987,1.1599999999998372,0.22400495513589866,0.3038034016338556,0.21728940672291416,0.1243471273603857,0.06126958617918843,0.017677782241864202,coupled_phase_rank,19
high,83859,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019953970354997734,0.0008585840518012378,0.0,0.0,0.0,0.0,label_shuffle,20
low,83859,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019939422125231112,0.0009659070582763925,0.0,0.0,0.0,0.0,label_shuffle,20
all,167718,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019946696240114425,0.0009122455550388152,0.0,0.0,0.0,0.0,label_shuffle,20
high,8763,0.0299999999999991,0.119999999999976,0.46799999999992387,0.859999999999828,0.16690516946248998,0.26589067670888966,0.17996120050211115,0.0920917494008901,0.038571265548328196,0.009357525961428734,independent_phase_rank,20
low,8765,0.0299999999999991,0.129999999999974,0.539999999999892,1.009999999999798,0.1903377067883368,0.2812321734169994,0.19030233884768968,0.10484883057615517,0.05019965772960639,0.013804905875641756,independent_phase_rank,20
all,17528,0.0299999999999991,0.1199999999999964,0.4899999999999853,0.9199999999999724,0.17862277498856527,0.2735623003194888,0.18513235965312644,0.09847101780009128,0.04438612505705158,0.0115814696485623,independent_phase_rank,20
high,7594,0.0299999999999991,0.14999999999997,0.6599999999999802,1.19999999999976,0.21974716881745537,0.2972083223597577,0.2133263102449302,0.12193837239926257,0.06254938109033448,0.01777719252041085,coupled_phase_rank,20
low,7597,0.0299999999999991,0.159999999999968,0.64999999999987,1.129999999999774,0.22056864551793537,0.30117151507173884,0.2182440437014611,0.12597077793866,0.05883901540081611,0.018691588785046728,coupled_phase_rank,20
all,15191,0.0299999999999991,0.1499999999999955,0.64999999999987,1.1599999999999653,0.22015798828250352,0.29919031005200447,0.21578566256335988,0.12395497333947732,0.060693831874136,0.01823448094266342,coupled_phase_rank,20
high,83751,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019979701734901732,0.0009552124750749245,0.0,0.0,0.0,0.0,label_shuffle,21
low,83750,0.019999999999996,0.0199999999999994,0.039999999999992,0.04999999999999,0.01996537313432544,0.0008597014925373134,0.0,0.0,0.0,0.0,label_shuffle,21
all,167501,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019972537477385272,0.0009074572689118273,0.0,0.0,0.0,0.0,label_shuffle,21
high,8755,0.0299999999999991,0.119999999999976,0.439999999999912,0.869999999999826,0.1672461450599413,0.26716162193032555,0.1776127926898915,0.08772130211307824,0.041462021701884635,0.009023415191319247,independent_phase_rank,21
low,8755,0.0299999999999991,0.129999999999974,0.5399999999999471,1.002999999999792,0.19086122215873855,0.2794974300399772,0.19131924614505996,0.10805254140491148,0.050028555111364933,0.011536264991433466,independent_phase_rank,21
all,17510,0.0299999999999991,0.1199999999999964,0.4899999999999853,0.939999999999812,0.17905368360933993,0.27332952598515137,0.18446601941747573,0.09788692175899485,0.045745288406624784,0.010279840091376356,independent_phase_rank,21
high,7464,0.039999999999992,0.159999999999968,0.679999999999864,1.159999999999768,0.22377143622719126,0.3088156484458735,0.2214630225080386,0.1290192926045016,0.0614951768488746,0.016881028938906754,coupled_phase_rank,21
low,7461,0.039999999999992,0.1599999999999952,0.6499999999999805,1.1499999999999655,0.22440691596297485,0.3104141535987133,0.2216861010588393,0.12531832194075862,0.06031363088057901,0.017289907519099316,coupled_phase_rank,21
all,14925,0.039999999999992,0.159999999999968,0.669999999999866,1.159999999999768,0.2240891122277729,0.3096147403685092,0.2215745393634841,0.12716917922948073,0.06090452261306532,0.017085427135678392,coupled_phase_rank,21
high,83672,0.019999999999996,0.029999999999994,0.039999999999992,0.04999999999999,0.01999856582847016,0.000908308633712592,0.0,0.0,0.0,0.0,label_shuffle,22
low,83678,0.019999999999996,0.0199999999999994,0.039999999999992,0.04999999999999,0.019982552164245746,0.0010875020913501756,0.0,0.0,0.0,0.0,label_shuffle,22
all,167350,0.019999999999996,0.0199999999999994,0.039999999999992,0.04999999999999,0.01999055870928898,0.0009979085748431432,0.0,0.0,0.0,0.0,label_shuffle,22
high,8638,0.0299999999999991,0.129999999999974,0.469999999999906,0.8699999999998482,0.16829011345216502,0.27448483445241956,0.18499652697383653,0.09249826348691827,0.0404028710349618,0.008103727714748784,independent_phase_rank,22
low,8626,0.0299999999999991,0.1299999999999961,0.5399999999999838,1.009999999999798,0.1954150243449768,0.28634361233480177,0.1954555993507999,0.10665430095061443,0.05019707859958266,0.013215859030837005,independent_phase_rank,22
all,17264,0.0299999999999991,0.129999999999974,0.499999999999985,0.939999999999812,0.18184314179793623,0.28041010194624655,0.1902224281742354,0.0995713623725672,0.04529657089898054,0.010658016682113068,independent_phase_rank,22
high,7362,0.039999999999992,0.159999999999968,0.6899999999998621,1.1994999999997684,0.226995381689725,0.30453681064928007,0.2161097527845694,0.12564520510730778,0.06384134745992937,0.019288236892148872,coupled_phase_rank,22
low,7363,0.039999999999992,0.1599999999999952,0.659999999999868,1.1799999999999446,0.2272619856036609,0.30870569061523834,0.22490832541083797,0.12780116800217303,0.060437321743854404,0.019828874100230882,coupled_phase_rank,22
all,14725,0.039999999999992,0.159999999999968,0.66999999999998,1.189999999999762,0.22712869269945746,0.3066213921901528,0.22050933786078097,0.126723259762309,0.062139219015280134,0.019558573853989812,coupled_phase_rank,22
high,83503,0.0099999999999997,0.029999999999994,0.039999999999992,0.04999999999999,0.020039040513511554,0.0008382932349735938,0.0,0.0,0.0,0.0,label_shuffle,23
low,83501,0.019999999999996,0.029999999999994,0.039999999999992,0.04999999999999,0.020024909881315854,0.00089819283601394,1.1975904480185865e-05,0.0,0.0,0.0,label_shuffle,23
all,167004,0.019999999999996,0.029999999999994,0.039999999999992,0.04999999999999,0.020031975282026243,0.000868242676822112,5.9878805298076695e-06,0.0,0.0,0.0,label_shuffle,23
high,9017,0.0299999999999991,0.1099999999999967,0.44999999999991,0.829999999999834,0.16047576799376753,0.2626150604413885,0.17156482200288345,0.08927581235444161,0.03582122657203061,0.007208605966507708,independent_phase_rank,23
low,9019,0.0299999999999991,0.12999999999998504,0.519999999999896,0.9409999999999593,0.18560926932029845,0.28107328972169865,0.1931477990908083,0.10289389067524116,0.04468344605832132,0.011309457811287282,independent_phase_rank,23
all,18036,0.0299999999999991,0.1199999999999964,0.4799999999999856,0.8799999999999736,0.17304391217562506,0.2718451984919051,0.1823575072078066,0.09608560656464848,0.04025282767797738,0.009259259259259259,independent_phase_rank,23
high,7738,0.0299999999999991,0.14999999999997,0.64999999999987,1.1499999999997994,0.21605712070299246,0.29749289222021197,0.2120703024037219,0.12457999483070561,0.06267769449470147,0.014732489015249418,coupled_phase_rank,23
low,7746,0.039999999999992,0.14999999999997,0.639999999999872,1.119999999999776,0.21595404079521754,0.2960237541957139,0.20978569584301576,0.1230312419313194,0.058352698166795766,0.016524657887942162,coupled_phase_rank,23
all,15484,0.0299999999999991,0.14999999999997,0.6399999999999808,1.1299999999999661,0.21600555412035075,0.29675794368380265,0.21092740893825884,0.12380521828984759,0.06051407904934126,0.01562903642469646,coupled_phase_rank,23
high,83826,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019961825686538245,0.0009304988905590151,0.0,0.0,0.0,0.0,label_shuffle,24
low,83825,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.01994750969280949,0.0009901580674023262,0.0,0.0,0.0,0.0,label_shuffle,24
all,167651,0.0099999999999997,0.0199999999999994,0.039999999999992,0.04999999999999,0.019954667732369688,0.0009603283010539752,0.0,0.0,0.0,0.0,label_shuffle,24
high,8715,0.0299999999999991,0.119999999999976,0.44999999999991,0.8829999999999208,0.16874469305792297,0.2691910499139415,0.17647733792312106,0.0891566265060241,0.04153757888697648,0.009064830751577739,independent_phase_rank,24
low,8716,0.0299999999999991,0.139999999999972,0.539999999999892,0.9899999999998441,0.19219596145018028,0.2851078476365305,0.19412574575493347,0.10440569068379991,0.04899036255162919,0.01445617255621845,independent_phase_rank,24
all,17431,0.0299999999999991,0.129999999999974,0.4799999999999856,0.9449999999998909,0.18047099994260626,0.27714990534105904,0.1853020480752682,0.09678159600711377,0.0452641844988813,0.011760656301990706,independent_phase_rank,24
high,7286,0.039999999999992,0.169999999999966,0.699999999999979,1.19999999999976,0.22908042821846772,0.31169365907219326,0.22508921218775735,0.13450452923414769,0.06368377710678012,0.01660719187482844,coupled_phase_rank,24
low,7281,0.039999999999992,0.1599999999999952,0.69999999999986,1.199999999999964,0.2301689328388621,0.3086114544705398,0.22029940942178272,0.13047658288696606,0.06482626012910314,0.01826672160417525,coupled_phase_rank,24
all,14567,0.039999999999992,0.1599999999999952,0.69999999999986,1.19999999999976,0.2296244937186456,0.31015308574174505,0.2226951328344889,0.1324912473398778,0.06425482254410654,0.017436671929704127,coupled_phase_rank,24
