long_lag_q25_lift_median_sets,long_lag_q25_retention_median_sets,lag0p1_q25_lift_median_sets,lag1p0_q25_lift_median_sets,median_residence_all,q75_residence_all,q90_residence_all
0.17190991861797122,0.672134061723948,0.3702293498770951,0.07404516772709954,0.1299999999999961,0.539999999999892,1.309999999999738
