lag_sec,spectral_set,median_retention,q25_retention,q75_retention,median_retention_lift,q25_retention_lift,frac_ob_lift_positive,median_mass,median_origin_count,surrogate_type,replicate
0.1,low,0.8444172446620427,0.8354697292980957,0.8569932021103897,0.31473586309523816,0.30303345358705935,1.0,0.5286466561348078,9677.0,independent_phase_rank,6
0.2,high,0.765757610048659,0.7466209220280817,0.775726561040097,0.2914823224572077,0.27765559153129604,1.0,0.47135334386519223,8623.0,independent_phase_rank,6
0.2,low,0.788002033553635,0.7767291181729244,0.7984886951452925,0.2621306979801272,0.2444191306250219,1.0,0.5286466561348078,9677.0,independent_phase_rank,6
0.5,high,0.6458898903246824,0.6179571828259556,0.6578926037996977,0.16361761784866613,0.1507427819131793,1.0,0.47135334386519223,8610.0,independent_phase_rank,6
0.5,low,0.6722904575516264,0.6642124964880192,0.7045272746624074,0.15101735875780165,0.13162256625433377,1.0,0.5286466561348078,9677.0,independent_phase_rank,6
1.0,high,0.5499508679986899,0.5251826111020095,0.5834653612418179,0.08280372610697206,0.05913554310471136,1.0,0.47135334386519223,8566.0,independent_phase_rank,6
1.0,low,0.6026826542018088,0.5809793719103735,0.6221661306479676,0.07660039353978931,0.04865239642183594,1.0,0.5286466561348078,9677.0,independent_phase_rank,6
0.05,high,0.8992113353829702,0.8906865811555851,0.9079956663195802,0.40332584606479327,0.39190229223958795,1.0,0.49879919946631085,9904.0,coupled_phase_rank,6
0.05,low,0.8994208879717767,0.8920714679609304,0.909240994682831,0.3984538989754446,0.3907148575073949,1.0,0.5012008005336891,9992.0,coupled_phase_rank,6
0.1,high,0.8579640398369093,0.8469923288292979,0.8676292634970306,0.3589310288332414,0.3477055148418603,1.0,0.49879919946631085,9899.0,coupled_phase_rank,6
0.1,low,0.8582462214528265,0.8476601697583053,0.8691920196451388,0.3572792324564944,0.3469830219387394,1.0,0.5012008005336891,9987.0,coupled_phase_rank,6
0.2,high,0.7939022766608973,0.7848047143431629,0.8025320937798976,0.2944006027431946,0.2854367750953666,1.0,0.49879919946631085,9889.0,coupled_phase_rank,6
0.2,low,0.7924654779461053,0.7864993245035812,0.8057624927273903,0.29353285619827346,0.2848320639139196,1.0,0.5012008005336891,9977.0,coupled_phase_rank,6
0.5,high,0.671467810008709,0.64859954069691,0.6898984185929959,0.17967705749573137,0.15027636518602042,1.0,0.49879919946631085,9859.0,coupled_phase_rank,6
0.5,low,0.6803180914512923,0.6524187158998422,0.6915812722156109,0.16985163486298982,0.1507418914107318,1.0,0.5012008005336891,9947.0,coupled_phase_rank,6
1.0,high,0.5770814502360149,0.5617709036375738,0.605469316615064,0.07776997173286265,0.06196264977264648,1.0,0.49879919946631085,9847.0,coupled_phase_rank,6
1.0,low,0.5789738430583501,0.5621060365330197,0.6095770715918668,0.07769737512022123,0.06178590144883475,1.0,0.5012008005336891,9921.0,coupled_phase_rank,6
0.05,high,0.4989991993594876,0.49752322933624193,0.5003590762236212,-0.00050068250068247,-0.0024033204923646634,0.2631578947368421,0.5000334291636023,9893.0,label_shuffle,7
0.05,low,0.4989991993594876,0.49702570487571923,0.500166866906955,-0.0003263291654413414,-0.0023581121576552733,0.2631578947368421,0.4999665708363977,9935.0,label_shuffle,7
0.1,high,0.5006967947441768,0.4993365383366889,0.5029607686581634,-0.00016719053331870626,-0.0015048787268021613,0.47368421052631576,0.5000334291636023,9889.0,label_shuffle,7
0.1,low,0.5001982160555005,0.49758371393588086,0.5026274849091407,2.4286904891923644e-05,-0.0013622560185620192,0.5263157894736842,0.4999665708363977,9933.0,label_shuffle,7
0.2,high,0.49954941423851007,0.49814300628390784,0.5011015975231545,-0.0005346695169302085,-0.0014710470742556603,0.3157894736842105,0.5000334291636023,9883.0,label_shuffle,7
0.2,low,0.4993987975951904,0.497990007521443,0.5005844345513002,-0.0005509859854064825,-0.0014185798680209638,0.3157894736842105,0.4999665708363977,9925.0,label_shuffle,7
0.5,high,0.49934797873407566,0.4974655690008277,0.5033538707873457,-0.00010059202956214097,-0.002152524611265999,0.47368421052631576,0.5000334291636023,9869.0,label_shuffle,7
0.5,low,0.5001002204850672,0.496358713069713,0.5017737611558974,-0.0006893976340834884,-0.0025843007876767965,0.42105263157894735,0.4999665708363977,9909.0,label_shuffle,7
1.0,high,0.4995292535305985,0.4966165183811959,0.5016380120886501,-0.000470746469401484,-0.003913486895120055,0.42105263157894735,0.5000334291636023,9840.0,label_shuffle,7
1.0,low,0.49815195071868584,0.49531098496804593,0.5015020171043536,-0.0007415397060806517,-0.003926203855263349,0.47368421052631576,0.4999665708363977,9889.0,label_shuffle,7
0.05,high,0.8776321946654189,0.8678720046521324,0.8844765534919331,0.41075101815191345,0.3993548491932892,1.0,0.46459747817652763,8270.0,independent_phase_rank,7
0.05,low,0.8923425277892136,0.8836023938495149,0.8993503900568558,0.35795670528726153,0.34955631923755526,1.0,0.5354025218234724,9716.0,independent_phase_rank,7
0.1,high,0.8300187178287318,0.8222749124219231,0.8382213529841434,0.3670662584552879,0.3512476272958224,1.0,0.46459747817652763,8270.0,independent_phase_rank,7
0.1,low,0.852343059239611,0.8420430352453032,0.8603677457703638,0.3177362810806673,0.31124873199870845,1.0,0.5354025218234724,9711.0,independent_phase_rank,7
0.2,high,0.7646659116647792,0.751415461786978,0.770044244994732,0.29683948216145645,0.283416529963156,1.0,0.46459747817652763,8270.0,independent_phase_rank,7
0.2,low,0.7933811254050869,0.7820993222491596,0.8028288046944764,0.261189594936704,0.24980198429878198,1.0,0.5354025218234724,9701.0,independent_phase_rank,7
0.5,high,0.6305517135392654,0.610125301419495,0.6515918399101968,0.15934119065105978,0.14858606092192259,1.0,0.46459747817652763,8270.0,independent_phase_rank,7
0.5,low,0.6750643369903833,0.6619498020860497,0.7044177713204909,0.14436132407790114,0.12714058287819802,1.0,0.5354025218234724,9672.0,independent_phase_rank,7
1.0,high,0.5309843400447427,0.5208213431047953,0.5494620322680918,0.06617587889720217,0.057641480506438,1.0,0.46459747817652763,8224.0,independent_phase_rank,7
1.0,low,0.5997667514843087,0.5840299369914261,0.6119566241622851,0.058898960594141125,0.0501687313129644,1.0,0.5354025218234724,9628.0,independent_phase_rank,7
0.05,high,0.8994903160040775,0.887032103719163,0.9085441742243019,0.40388558729840907,0.3852674238703156,1.0,0.4990443251114954,9919.0,coupled_phase_rank,7
0.05,low,0.9011429717264888,0.8862363431460349,0.9095147265127849,0.39674770043215724,0.38800102299488237,1.0,0.5009556748885046,9893.0,coupled_phase_rank,7
0.1,high,0.8586846883195481,0.8422310192524661,0.8676908253807599,0.3627031204278688,0.3412218964126222,1.0,0.4990443251114954,9914.0,coupled_phase_rank,7
0.1,low,0.860497792051385,0.8415856513334821,0.867702032454078,0.3567175773790313,0.34259477417332607,1.0,0.5009556748885046,9893.0,coupled_phase_rank,7
0.2,high,0.7896645512239348,0.7808756380455548,0.8038070919503613,0.2916252917879363,0.2798665152057109,1.0,0.4990443251114954,9911.0,coupled_phase_rank,7
0.2,low,0.7911354581673307,0.7799408580065071,0.8066208004694857,0.28972188073401595,0.28064825032258783,1.0,0.5009556748885046,9893.0,coupled_phase_rank,7
0.5,high,0.66513118365712,0.6567588291373088,0.6797807291258521,0.16564803983771953,0.15781024091619592,1.0,0.4990443251114954,9883.0,coupled_phase_rank,7
0.5,low,0.6663648254351544,0.6574918999172352,0.6809575039928824,0.16632806360549668,0.1553309326016859,1.0,0.5009556748885046,9885.0,coupled_phase_rank,7
1.0,high,0.5739918608953015,0.5609307570680115,0.5922641421141164,0.07494753578380614,0.0634908162463258,1.0,0.4990443251114954,9865.0,coupled_phase_rank,7
1.0,low,0.5749832327297116,0.5605407245090104,0.5967414742132147,0.07446637654911203,0.059089358249361706,1.0,0.5009556748885046,9835.0,coupled_phase_rank,7
0.05,high,0.4996496847162446,0.49737723064272554,0.5025579777354361,-0.000350315283755398,-0.002707512915046034,0.47368421052631576,0.5000334291636023,9892.0,label_shuffle,8
0.05,low,0.5,0.49712730444102665,0.5026982611115389,-0.0003001801080648181,-0.0027545986818872936,0.47368421052631576,0.4999665708363977,9938.0,label_shuffle,8
0.1,high,0.5,0.4962584993647181,0.5013014215657388,-0.0017807554234470224,-0.00392471672977418,0.42105263157894735,0.5000334291636023,9890.0,label_shuffle,8
0.1,low,0.4985934360348292,0.4967724045400398,0.5009257280922452,-0.001702733362620612,-0.004234480435380328,0.42105263157894735,0.4999665708363977,9934.0,label_shuffle,8
0.2,high,0.500250475904218,0.49756791432965486,0.50287304572814,0.0002254621466513118,-0.002861908032281646,0.5263157894736842,0.5000334291636023,9887.0,label_shuffle,8
0.2,low,0.4994984284090149,0.49704414794224083,0.5027029099915447,0.0003253741900856588,-0.0027167422432972377,0.5263157894736842,0.4999665708363977,9929.0,label_shuffle,8
0.5,high,0.5008028904054597,0.49822792171173164,0.5033797299010254,0.0005325911089709701,-0.0018863646526103561,0.5263157894736842,0.5000334291636023,9872.0,label_shuffle,8
0.5,low,0.49939503932244406,0.4977803820140448,0.5029374523444239,0.0004647148049528038,-0.0019661445776965603,0.5263157894736842,0.4999665708363977,9918.0,label_shuffle,8
1.0,high,0.49986530172413796,0.4962123403039592,0.5021109859456576,-0.000709147287047851,-0.0021725856865317528,0.3684210526315789,0.5000334291636023,9847.0,label_shuffle,8
1.0,low,0.49914374937040396,0.49718599934469354,0.5011072221118891,-0.00032670968731329797,-0.0025419793534845747,0.3684210526315789,0.4999665708363977,9897.0,label_shuffle,8
0.05,high,0.8746277546158427,0.8588737559988491,0.8795516445921787,0.39956269241356374,0.39279607026449415,1.0,0.467966573816156,8241.0,independent_phase_rank,8
0.05,low,0.8861304883052934,0.877719021041104,0.8928986317005146,0.35885717573866127,0.34329617397761636,1.0,0.532033426183844,9725.0,independent_phase_rank,8
0.1,high,0.8257898274703115,0.8132952712906197,0.83458584391016,0.35027359288749743,0.34484290500465686,1.0,0.467966573816156,8236.0,independent_phase_rank,8
0.1,low,0.841883849784527,0.8363483456964491,0.8538465842622962,0.3140464181674315,0.30276654858758884,1.0,0.532033426183844,9720.0,independent_phase_rank,8
0.2,high,0.7606525625744934,0.7473019671955459,0.7709035503154256,0.2879593095181693,0.27984163067376844,1.0,0.467966573816156,8226.0,independent_phase_rank,8
0.2,low,0.7867329582624624,0.7784013662355259,0.7993811349036664,0.2582906802564252,0.2458732804941991,1.0,0.532033426183844,9718.0,independent_phase_rank,8
0.5,high,0.6376945600246571,0.6082786392903448,0.6548719714358582,0.16238011686371795,0.14893024784933687,1.0,0.467966573816156,8196.0,independent_phase_rank,8
0.5,low,0.6748241355394828,0.6608360792967922,0.6972559614456553,0.14715000859206362,0.12748010432718732,1.0,0.532033426183844,9713.0,independent_phase_rank,8
1.0,high,0.5481972586412396,0.513091506742928,0.5632106576999278,0.07401172621118107,0.04670879454749377,1.0,0.467966573816156,8146.0,independent_phase_rank,8
1.0,low,0.5932658541623631,0.5843736708554552,0.6196615434492438,0.06669600886906901,0.043794762660678166,1.0,0.532033426183844,9682.0,independent_phase_rank,8
0.05,high,0.9028611444577831,0.895885135286258,0.9065660813135178,0.40166054413359464,0.39359345006404217,1.0,0.4992330776925642,9954.0,coupled_phase_rank,8
0.05,low,0.9028931825007508,0.894924593888694,0.906767475353718,0.40314330756328204,0.39721627911090995,1.0,0.5007669223074358,9933.0,coupled_phase_rank,8
0.1,high,0.8593530239099859,0.852924679818184,0.8639709061758765,0.3597658845432321,0.3500493933441815,1.0,0.4992330776925642,9949.0,coupled_phase_rank,8
0.1,low,0.8601119104716227,0.8513725690576681,0.8626538383667244,0.3592611447825025,0.35382399572414447,1.0,0.5007669223074358,9933.0,coupled_phase_rank,8
0.2,high,0.7950107009095773,0.7818743322649573,0.8042005087805033,0.2919524178904077,0.28248717558190817,1.0,0.4992330776925642,9939.0,coupled_phase_rank,8
0.2,low,0.793469387755102,0.7829585921487209,0.8040057088456632,0.29514465047189564,0.28234574883177,1.0,0.5007669223074358,9930.0,coupled_phase_rank,8
0.5,high,0.6637634190804133,0.6474917938636509,0.6970588576383757,0.16461418476953343,0.14780016490923892,1.0,0.4992330776925642,9909.0,coupled_phase_rank,8
0.5,low,0.662379421221865,0.6490896352519191,0.693703226712318,0.16385244512880875,0.1487812642063309,1.0,0.5007669223074358,9930.0,coupled_phase_rank,8
1.0,high,0.5734938138784292,0.5550948192273701,0.6206624458753485,0.07426073618586504,0.05407948628334186,1.0,0.4992330776925642,9859.0,coupled_phase_rank,8
1.0,low,0.5755759754960714,0.5551977163142964,0.6167523093470362,0.07480905318863562,0.0545848909347873,1.0,0.5007669223074358,9921.0,coupled_phase_rank,8
0.05,high,0.5018055369800722,0.4982359980787989,0.5029995339971158,0.001100850665524955,-0.0020579193570984256,0.5789473684210527,0.5000334291636023,9893.0,label_shuffle,9
0.05,low,0.5019064820389324,0.49853806987583604,0.50268664115745,0.0009506854898480022,-0.002268392627159471,0.5789473684210527,0.4999665708363977,9937.0,label_shuffle,9
0.1,high,0.5008509360296326,0.49743179116486436,0.5021562370220185,0.0009309398639895106,-0.0024583201279168576,0.5263157894736842,0.5000334291636023,9891.0,label_shuffle,9
0.1,low,0.49986634589681905,0.4974463766918308,0.5023057115734706,0.0007507156641077817,-0.002391045564860056,0.5263157894736842,0.4999665708363977,9936.0,label_shuffle,9
0.2,high,0.5006015238604464,0.49736538826108684,0.5044922765617875,0.0007107824816252606,-0.0013469217137710432,0.5789473684210527,0.5000334291636023,9887.0,label_shuffle,9
0.2,low,0.5011349979970624,0.4978139464387141,0.5044129131231396,0.0008134911172550385,-0.0014590043771065264,0.5789473684210527,0.4999665708363977,9932.0,label_shuffle,9
0.5,high,0.5000668538574676,0.49773281560460825,0.5031180144702392,0.0004759098336835077,-0.0022776244478477647,0.631578947368421,0.5000334291636023,9868.0,label_shuffle,9
0.5,low,0.49966492427288567,0.49699517941796634,0.5030131473846724,9.847814208807648e-05,-0.0021502855344426586,0.5263157894736842,0.4999665708363977,9913.0,label_shuffle,9
1.0,high,0.4979740680713128,0.4951544313585827,0.5002247566760859,-0.002117314657798186,-0.004816194144129593,0.21052631578947367,0.5000334291636023,9838.0,label_shuffle,9
1.0,low,0.49807770133549173,0.4948585789157838,0.49959687540330244,-0.002856407783652204,-0.004446880069185366,0.21052631578947367,0.4999665708363977,9884.0,label_shuffle,9
0.05,high,0.87117228580266,0.8566132619623078,0.8793239146232897,0.4078258150036633,0.39208959408365585,1.0,0.46218846935501123,8541.0,independent_phase_rank,9
0.05,low,0.8886958845537146,0.8772509898048046,0.8955155455745958,0.35204235535271144,0.343101890543707,1.0,0.5378115306449888,9755.0,independent_phase_rank,9
0.1,high,0.8240220385674931,0.8091514702913667,0.8356099970057853,0.3581303037478214,0.34122708550291597,1.0,0.46218846935501123,8541.0,independent_phase_rank,9
0.1,low,0.8470397696598885,0.8337407759121351,0.8568154118522114,0.3151983226508487,0.2996918243329221,1.0,0.5378115306449888,9750.0,independent_phase_rank,9
0.2,high,0.7521653244187814,0.7401741929772754,0.768908198379906,0.285602502269137,0.2726183132332438,1.0,0.46218846935501123,8537.0,independent_phase_rank,9
0.2,low,0.7824873770927452,0.7710586951768957,0.7976113797740252,0.24933585764810395,0.23964283393090308,1.0,0.5378115306449888,9740.0,independent_phase_rank,9
0.5,high,0.628753013368398,0.6139076107389986,0.6424058367063549,0.1654241641795916,0.15336118109602145,1.0,0.46218846935501123,8536.0,independent_phase_rank,9
0.5,low,0.6795602066498874,0.6629128825581851,0.688789442528416,0.14262983659646722,0.12877071768207282,1.0,0.5378115306449888,9710.0,independent_phase_rank,9
1.0,high,0.5427680427680428,0.5178167465441166,0.5642003366068868,0.07638409127816381,0.06266687608781485,1.0,0.46218846935501123,8536.0,independent_phase_rank,9
1.0,low,0.6013391964821108,0.5882538717017465,0.6084446386010389,0.06464646831023846,0.05348304636332801,1.0,0.5378115306449888,9660.0,independent_phase_rank,9
0.05,high,0.8966112956810631,0.8885112894379872,0.9077291009270574,0.3946589735376582,0.38782400791161414,1.0,0.49964982491245624,9933.0,coupled_phase_rank,9
0.05,low,0.895091693635383,0.8884997896239625,0.9082264610022,0.39805240064848796,0.38836782908581524,1.0,0.5003501750875438,9868.0,coupled_phase_rank,9
0.1,high,0.8527085804665876,0.8430939544566991,0.8642281338758591,0.3522122821771616,0.3430257328755025,1.0,0.49964982491245624,9928.0,coupled_phase_rank,9
0.1,low,0.851951951951952,0.8429051420303169,0.8651487040258394,0.3550086888252901,0.34267667289248305,1.0,0.5003501750875438,9863.0,coupled_phase_rank,9
0.2,high,0.7873665480427047,0.7815121912823493,0.8023010936015542,0.28726483249151,0.2811416946432991,1.0,0.49964982491245624,9918.0,coupled_phase_rank,9
0.2,low,0.7869471413160734,0.7806636382282837,0.8031983269335581,0.28776919866568035,0.28103413486733386,1.0,0.5003501750875438,9853.0,coupled_phase_rank,9
0.5,high,0.6794093851132686,0.6544569283782095,0.6894124834211541,0.17640487894516765,0.15338916223703392,1.0,0.49964982491245624,9888.0,coupled_phase_rank,9
0.5,low,0.6729780903435217,0.6526117489016633,0.6910954512928131,0.17679181976945513,0.1531023633373021,1.0,0.5003501750875438,9827.0,coupled_phase_rank,9
1.0,high,0.5791746159252937,0.5686160175270647,0.604056941859701,0.07869935453152721,0.06717758798755472,1.0,0.49964982491245624,9838.0,coupled_phase_rank,9
1.0,low,0.5800461708320787,0.5685444064996691,0.6047225692608694,0.07827603615551426,0.06626805344231115,1.0,0.5003501750875438,9827.0,coupled_phase_rank,9
0.05,high,0.5003503854239664,0.4960121333613643,0.5032671931472505,0.0004504354489788809,-0.00276402053016922,0.631578947368421,0.5000334291636023,9892.0,label_shuffle,10
0.05,low,0.5000500450405365,0.496223817981108,0.5017976238305688,0.000400150055019588,-0.0028158377682583613,0.5789473684210527,0.4999665708363977,9939.0,label_shuffle,10
0.1,high,0.5002675943270003,0.49923351006812133,0.5028838805568032,0.00023416516339802573,-0.0021119987060330414,0.5263157894736842,0.5000334291636023,9891.0,label_shuffle,10
0.1,low,0.5000669075337884,0.4978455338871573,0.502198683058058,0.00010033669739067941,-0.0020865077570134116,0.5263157894736842,0.4999665708363977,9935.0,label_shuffle,10
0.2,high,0.5009014423076923,0.4997585139152483,0.5032975140948474,0.0009014423076922906,-0.0011758372956703067,0.5789473684210527,0.5000334291636023,9885.0,label_shuffle,10
0.2,low,0.5003652300949598,0.49853744939557915,0.5019808043492229,0.0007009813739234927,-0.0009781176885757525,0.5789473684210527,0.4999665708363977,9932.0,label_shuffle,10
0.5,high,0.5001496856601138,0.49650213609806987,0.5023759168484725,-0.00043355342181028433,-0.0031692375321080157,0.47368421052631576,0.5000334291636023,9867.0,label_shuffle,10
0.5,low,0.49859353023909986,0.495962932895083,0.5021007698031491,-0.0004809607309336772,-0.003203685706552911,0.47368421052631576,0.4999665708363977,9918.0,label_shuffle,10
1.0,high,0.49836204163584485,0.4968101252997468,0.5039463274077625,-0.0015832725290556016,-0.0038277280208301734,0.3684210526315789,0.5000334291636023,9842.0,label_shuffle,10
1.0,low,0.49909474954737476,0.49549661154339925,0.5038928943204319,-0.0008802366950586005,-0.004050034972801347,0.42105263157894735,0.4999665708363977,9899.0,label_shuffle,10
0.05,high,0.8723190348525469,0.8570037124487964,0.8802106552174513,0.4030556278905943,0.3871426267282536,1.0,0.4646872297492073,8278.0,independent_phase_rank,10
0.05,low,0.8840064948244368,0.877166306451644,0.898039086129802,0.35402631679842245,0.3403199547545237,1.0,0.5353127702507927,9411.0,independent_phase_rank,10
0.1,high,0.8233952798996693,0.8063061513648908,0.8355277252316331,0.3540271627180164,0.33479205743692575,1.0,0.4646872297492073,8273.0,independent_phase_rank,10
0.1,low,0.8416765208251216,0.8296172202598883,0.858306456245949,0.3097488545022551,0.2949670436720279,1.0,0.5353127702507927,9411.0,independent_phase_rank,10
0.2,high,0.7494580718767827,0.7396062762049025,0.7660818306526969,0.28284578714995506,0.265576041534094,1.0,0.4646872297492073,8263.0,independent_phase_rank,10
0.2,low,0.7809498750164452,0.766314457347568,0.7937137784973651,0.2474360176977315,0.23786464273592978,1.0,0.5353127702507927,9402.0,independent_phase_rank,10
0.5,high,0.6283859413476606,0.6054203906394388,0.64778402623764,0.15606823395833402,0.14087410936525085,1.0,0.4646872297492073,8233.0,independent_phase_rank,10
0.5,low,0.6730794571089735,0.6597223065139357,0.6934251460850365,0.14085146090274103,0.12500449616454468,1.0,0.5353127702507927,9372.0,independent_phase_rank,10
1.0,high,0.537932615173046,0.5098004487745835,0.5704277724072706,0.06618676003107249,0.045395727512548945,1.0,0.4646872297492073,8190.0,independent_phase_rank,10
1.0,low,0.590080971659919,0.5754696964374963,0.630966635140948,0.05908627787548626,0.04178912688776948,1.0,0.5353127702507927,9322.0,independent_phase_rank,10
0.05,high,0.8924528301886793,0.8894901756276852,0.9137864051443572,0.39304662217127406,0.3889334076134078,1.0,0.49932462854570014,9867.0,coupled_phase_rank,10
0.05,low,0.8927141713370697,0.8895202892264386,0.9138653900573208,0.3926391150448505,0.38754337090178453,1.0,0.5006753714542999,9897.0,coupled_phase_rank,10
0.1,high,0.8483464097725693,0.8443433053783791,0.8712928287182418,0.34993200190347784,0.34503298502106433,1.0,0.49932462854570014,9867.0,coupled_phase_rank,10
0.1,low,0.8481719523759351,0.8450015661337521,0.8717910497517849,0.35050900331524476,0.3421965887955539,1.0,0.5006753714542999,9893.0,coupled_phase_rank,10
0.2,high,0.7889850179362735,0.7806092185384554,0.7998998377748042,0.2893827072289218,0.278824103439485,1.0,0.49932462854570014,9867.0,coupled_phase_rank,10
0.2,low,0.7892740490991466,0.7798114336619342,0.7996910112988513,0.2884801446400991,0.28170186730189817,1.0,0.5006753714542999,9883.0,coupled_phase_rank,10
0.5,high,0.6742439348620805,0.6529398825954842,0.694830499340191,0.17090949004714218,0.1544129439830997,1.0,0.49932462854570014,9867.0,coupled_phase_rank,10
0.5,low,0.670760174566122,0.6531133417528929,0.6935055671418917,0.17308939614088664,0.15134958267529114,1.0,0.5006753714542999,9853.0,coupled_phase_rank,10
1.0,high,0.5826795113715364,0.5631797099240379,0.6203087308720163,0.07945981993998008,0.06419927964052563,1.0,0.49932462854570014,9847.0,coupled_phase_rank,10
1.0,low,0.5785834172541121,0.5635915652445277,0.613521050395919,0.07958630096007718,0.06257199552803999,1.0,0.5006753714542999,9803.0,coupled_phase_rank,10
0.05,high,0.500600720865038,0.4968358999685213,0.5023691277698992,-0.00013704613704612623,-0.002312021298050776,0.47368421052631576,0.5000334291636023,9893.0,label_shuffle,11
0.05,low,0.4997491219267436,0.4979264570500255,0.5016350552074285,0.00013545473064074942,-0.0022340478507875683,0.5263157894736842,0.4999665708363977,9939.0,label_shuffle,11
0.1,high,0.5005458515283843,0.4977977827456864,0.503787924557274,0.0012229870227965511,-0.002227231011880243,0.5789473684210527,0.5000334291636023,9890.0,label_shuffle,11
0.1,low,0.5001002807862014,0.4980819584353638,0.5031442596160463,0.001045658488285528,-0.002027238735214487,0.5789473684210527,0.4999665708363977,9935.0,label_shuffle,11
0.2,high,0.5009516177501753,0.4969031492737369,0.5031244238259494,0.0009266039926085767,-0.0025977618538915725,0.5789473684210527,0.5000334291636023,9885.0,label_shuffle,11
0.2,low,0.5010063061854287,0.49718554993502995,0.5020896502256542,0.0011265559165892225,-0.0024550362882748977,0.5789473684210527,0.4999665708363977,9930.0,label_shuffle,11
0.5,high,0.5008016032064129,0.4979783480460439,0.5034568739043734,0.000576912406157204,-0.004236441048136058,0.5263157894736842,0.5000334291636023,9872.0,label_shuffle,11
0.5,low,0.5008049369466059,0.49600077126210035,0.5035459927686412,0.0008383661102082107,-0.004201467362410005,0.5263157894736842,0.4999665708363977,9916.0,label_shuffle,11
1.0,high,0.4994478466017468,0.4960649179190529,0.5041736858413157,-0.0010774423071531203,-0.0029010354511638248,0.2631578947368421,0.5000334291636023,9851.0,label_shuffle,11
1.0,low,0.49818181818181817,0.4970615704908151,0.5012982103516621,-0.001633777837889261,-0.0027186976633402082,0.2631578947368421,0.4999665708363977,9888.0,label_shuffle,11
0.05,high,0.8728407606328931,0.8627461647530081,0.8873371187204669,0.3977259098789194,0.3904244566752275,1.0,0.47344873501997337,8512.0,independent_phase_rank,11
0.05,low,0.8849557522123894,0.8794557154217524,0.8990347040957469,0.35926893575628016,0.34617130717632977,1.0,0.5265512649800266,9605.0,independent_phase_rank,11
0.1,high,0.8264563106796117,0.8134456551467895,0.8401844944248447,0.35302290926654956,0.34220326236807125,1.0,0.47344873501997337,8507.0,independent_phase_rank,11
0.1,low,0.8409226486379002,0.8351606679629486,0.8567218090325341,0.3171394315568763,0.30492314599057735,1.0,0.5265512649800266,9600.0,independent_phase_rank,11
0.2,high,0.7630109448291267,0.7504772246077486,0.7675690243767168,0.2915585178409069,0.270783605162513,1.0,0.47344873501997337,8502.0,independent_phase_rank,11
0.2,low,0.7891770011273957,0.7700286768117555,0.7929024493395986,0.2602785365316599,0.2486328663886495,1.0,0.5265512649800266,9590.0,independent_phase_rank,11
0.5,high,0.6278072682727643,0.6203400803510923,0.6399981695845189,0.15304089937189103,0.1446537702303332,1.0,0.47344873501997337,8500.0,independent_phase_rank,11
0.5,low,0.6685714285714286,0.6564885745406034,0.6889428395758374,0.1406307448013645,0.13349727732515898,1.0,0.5265512649800266,9560.0,independent_phase_rank,11
1.0,high,0.5447226204918937,0.5266045573842654,0.5588609662795921,0.07352895489733302,0.05678313101628282,1.0,0.47344873501997337,8482.0,independent_phase_rank,11
1.0,low,0.5904983570646222,0.5745515626711286,0.6249185901390912,0.06508734084463974,0.05337799558064216,1.0,0.5265512649800266,9518.0,independent_phase_rank,11
0.05,high,0.9043133366385722,0.8937060699298662,0.9093450728799973,0.4039376159676195,0.39359802391906107,1.0,0.4996655965757089,9911.0,coupled_phase_rank,11
0.05,low,0.9025154055965249,0.8933713585617165,0.9088460048050842,0.4045472261368066,0.3934794045725216,1.0,0.500334403424291,9899.0,coupled_phase_rank,11
0.1,high,0.8615176151761518,0.8526321273742838,0.8661245741954129,0.3617523201879035,0.3525240813634788,1.0,0.4996655965757089,9911.0,coupled_phase_rank,11
0.1,low,0.8614800759013282,0.8519161796229162,0.8658738040534,0.3607750764987554,0.3520242256337214,1.0,0.500334403424291,9899.0,coupled_phase_rank,11
0.2,high,0.7956556717618665,0.7855140320919147,0.8029357132413613,0.29535548987293075,0.28609396080391025,1.0,0.4996655965757089,9911.0,coupled_phase_rank,11
0.2,low,0.7947178871548619,0.7848133631724239,0.8033229705363599,0.2968778398378731,0.28423343446042854,1.0,0.500334403424291,9899.0,coupled_phase_rank,11
0.5,high,0.6735641465630362,0.6618326874969342,0.689225020082952,0.17759257072357265,0.16067156758701523,1.0,0.4996655965757089,9907.0,coupled_phase_rank,11
0.5,low,0.6739858080064266,0.6580951519840261,0.6864701934511783,0.17365140458213557,0.16000681559707625,1.0,0.500334403424291,9887.0,coupled_phase_rank,11
1.0,high,0.5800339084471926,0.5694089771045115,0.611251386742016,0.07525628075196023,0.06992579918198646,1.0,0.4996655965757089,9902.0,coupled_phase_rank,11
1.0,low,0.5767592780369093,0.5662737351692216,0.6151412411414583,0.07778933423542767,0.06660124599351819,1.0,0.500334403424291,9837.0,coupled_phase_rank,11
0.05,high,0.49853137516688917,0.49574617155439893,0.4997590639294246,-0.0017749140213661474,-0.0042663353243843904,0.2631578947368421,0.5000334291636023,9892.0,label_shuffle,12
0.05,low,0.49784590722372507,0.49562214562801526,0.5002174990750334,-0.0018221875627223993,-0.004365347493201416,0.2631578947368421,0.4999665708363977,9939.0,label_shuffle,12
0.1,high,0.4994584348767939,0.498030521209869,0.5015457021467757,-0.0007752639113996485,-0.0027471724889061855,0.47368421052631576,0.5000334291636023,9889.0,label_shuffle,12
