lag_sec,spectral_set,median_retention,q25_retention,q75_retention,median_retention_lift,q25_retention_lift,frac_ob_lift_positive,median_mass,median_origin_count,surrogate_type,replicate
0.2,low,0.49984983481830014,0.4968973817793214,0.501587452428786,0.0001295278859829163,-0.00357397657204106,0.5263157894736842,0.4999665708363977,9931.0,label_shuffle,4
0.5,high,0.49939903846153844,0.49734158569938774,0.5021225042295977,0.0003954510116568333,-0.002665963121291137,0.5789473684210527,0.5000334291636023,9872.0,label_shuffle,4
0.5,low,0.49894525364138625,0.49631375614314077,0.5013913917851893,0.00026933944629115025,-0.002647923628130655,0.5789473684210527,0.4999665708363977,9913.0,label_shuffle,4
1.0,high,0.5014357262103506,0.49924732468585326,0.5029388789007101,0.0008457753851185967,-0.0005013609166696631,0.6842105263157895,0.5000334291636023,9852.0,label_shuffle,4
1.0,low,0.5007060722211015,0.49931973655387807,0.5028153439417016,0.0008327169510184973,-0.000927503958279563,0.631578947368421,0.4999665708363977,9889.0,label_shuffle,4
0.05,high,0.8747607655502392,0.8620857793215413,0.8799443215534171,0.40597794385176533,0.39966474516423794,1.0,0.4665237746065768,8360.0,independent_phase_rank,4
0.05,low,0.8890013153900638,0.883340836644547,0.895689993788669,0.35705012499311706,0.3400386793372469,1.0,0.5334762253934232,9725.0,independent_phase_rank,4
0.1,high,0.8249744114636642,0.8138050166510418,0.8340250724836608,0.36063730032117636,0.3518511388287179,1.0,0.4665237746065768,8360.0,independent_phase_rank,4
0.1,low,0.8478434504792333,0.8422563072086833,0.8541133067760356,0.31405297951490474,0.3009305047730804,1.0,0.5334762253934232,9725.0,independent_phase_rank,4
0.2,high,0.7529775538250114,0.7426630757621635,0.7671622317714586,0.29148466390409467,0.27981322377983314,1.0,0.4665237746065768,8360.0,independent_phase_rank,4
0.2,low,0.7888931888544891,0.7782371062351425,0.7941444646466169,0.2495507984023172,0.24117553865242408,1.0,0.5334762253934232,9725.0,independent_phase_rank,4
0.5,high,0.6177178623013962,0.6065630874088368,0.6510393480214178,0.16226583143809736,0.1411822256364127,1.0,0.4665237746065768,8360.0,independent_phase_rank,4
0.5,low,0.6785810628540598,0.6595578351647934,0.6920931148631828,0.13816625910521918,0.12245693360222576,1.0,0.5334762253934232,9718.0,independent_phase_rank,4
1.0,high,0.5392695539754363,0.5264784725490792,0.5608593797639478,0.07336854061613496,0.05989408307297872,1.0,0.4665237746065768,8360.0,independent_phase_rank,4
