event_id,ob,dataset,event_t,event_type,match_rank,control_t,match_distance,abs_std_diff_C,abs_std_diff_dCdt,abs_std_diff_R,event_A_pre_z,control_A_pre_z,delta_A_pre_z,acceptable_event_match
7,1,Ob1.txt,27.33,low_to_high,3,40.57,0.2865405930457126,0.19461024601784221,0.06360281240611987,0.2004670692704803,0.06340893947889235,-0.1053778959906109,0.16878683546950324,True
7,1,Ob1.txt,27.33,low_to_high,4,4.27,0.3033244032517577,0.034006260236062846,0.2993169986548633,0.03547678380344921,0.06340893947889235,-0.4307821446376761,0.4941910841165685,True
7,1,Ob1.txt,27.33,low_to_high,5,35.57,0.3234985615815406,0.27692896552045726,0.14060750434382652,0.09050523257412268,0.06340893947889235,0.1444459848905186,-0.08103704541162625,True
8,1,Ob1.txt,36.6,high_to_low,1,52.47,0.168027671774436,0.030150177258813034,0.1546128275570251,0.058473402911249917,0.0494149370490527,-0.7048306561592501,0.7542455932083028,True
8,1,Ob1.txt,36.6,high_to_low,2,104.47,0.24890239959587937,0.06157312820632652,0.21134012818926484,0.11617445771088925,0.0494149370490527,0.4493388974780452,-0.3999239604289925,True
8,1,Ob1.txt,36.6,high_to_low,3,2.17,0.27162885549866567,0.012081450399069008,0.041979675766083524,0.2680932310192563,0.0494149370490527,-0.7432335316904882,0.792648468739541,True
8,1,Ob1.txt,36.6,high_to_low,4,61.77,0.29654045576315213,0.06678147178761523,0.23367482220366287,0.16991925846761596,0.0494149370490527,0.5283102241102701,-0.47889528706121737,True
8,1,Ob1.txt,36.6,high_to_low,5,70.97,0.34743778048372576,0.22407544554097095,0.23857570556809904,0.11655401634331047,0.0494149370490527,1.52970896372273,-1.4802940266736773,True
9,1,Ob1.txt,42.71,high_to_low,1,52.17,0.10475811662762838,0.004788386666686351,0.045111118323578836,0.09442627471257224,-0.3973071409137932,-1.4607686825829296,1.0634615416691364,True
9,1,Ob1.txt,42.71,high_to_low,2,104.57,0.15878384616568975,0.012162610070590774,0.13311162067725846,0.08570692597517335,-0.3973071409137932,0.7897415652733311,-1.1870487061871242,True
9,1,Ob1.txt,42.71,high_to_low,3,41.27,0.23064558026817863,0.14499476039061496,0.060357749913279024,0.16891076100094704,-0.3973071409137932,1.364247698532778,-1.7615548394465712,True
9,1,Ob1.txt,42.71,high_to_low,4,49.87,0.3151472655679998,0.191116583402672,0.23809487564570464,0.07812221665271264,-0.3973071409137932,-0.364419764480928,-0.03288737643286521,True
9,1,Ob1.txt,42.71,high_to_low,5,49.57,0.3360132342689253,0.31839877363611085,0.08015505835599179,0.07143025389029398,-0.3973071409137932,-0.8292466861849673,0.4319395452711741,True
10,1,Ob1.txt,44.05,high_to_low,1,41.47,0.294210449210139,0.25543210216126966,0.14385490101850018,0.024899740216796973,1.020191177813501,1.1011574677695122,-0.08096628995601107,True
10,1,Ob1.txt,44.05,high_to_low,2,50.17,0.33032017560269755,0.14768837850015465,0.2453463250813066,0.16463517860800536,1.020191177813501,-0.0351199205788493,1.0553110983923504,True
10,1,Ob1.txt,44.05,high_to_low,3,49.67,0.38417317439056603,0.3706322882353407,0.015522536250929253,0.09989887740659642,1.020191177813501,-0.8292466861849673,1.8494378639984683,True
10,1,Ob1.txt,44.05,high_to_low,4,41.37,0.42420709637120385,0.040281664887264645,0.2102201402904732,0.3662465572559716,1.020191177813501,1.364247698532778,-0.34405652071927695,True
10,1,Ob1.txt,44.05,high_to_low,5,10.47,0.47877738789262986,0.3685815884544166,0.0633935738513346,0.29892583462133926,1.020191177813501,0.1527658687520633,0.8674253090614378,True
11,1,Ob1.txt,60.33,low_to_high,1,47.87,0.09328295369848089,0.008059561049385322,0.04262004358404836,0.08258501565839882,2.1674731179580875,1.3913254508498063,0.7761476671082812,True
11,1,Ob1.txt,60.33,low_to_high,2,13.07,0.11962475225536817,0.03315070350326168,0.108374566112726,0.03828923646764748,2.1674731179580875,-0.3689840689188634,2.5364571868769508,True
11,1,Ob1.txt,60.33,low_to_high,3,17.57,0.19151112088644096,0.14391779899004506,0.10188978744114141,0.0747171183346963,2.1674731179580875,-0.7199414959422772,2.887414613900365,True
11,1,Ob1.txt,60.33,low_to_high,4,11.77,0.23419384232105994,0.016063560853669313,0.11387945397732169,0.20401026384873144,2.1674731179580875,0.7082820272053629,1.4591910907527246,True
11,1,Ob1.txt,60.33,low_to_high,5,11.37,0.27836700814859705,0.24416745581812288,0.0982390058634956,0.0906616924166882,2.1674731179580875,0.1051789918238198,2.0622941261342675,True
12,1,Ob1.txt,64.34,low_to_high,1,62.97,0.21684935543079853,0.09307958233886493,0.16651769633024327,0.10311009218909728,0.08711386188407924,0.4961040801912998,-0.4089902183072206,True
12,1,Ob1.txt,64.34,low_to_high,2,53.87,0.2764886435501513,0.2736877163480039,0.014940446563410426,0.03630133591072171,0.08711386188407924,-0.6987978603189117,0.7859117222029909,True
12,1,Ob1.txt,64.34,low_to_high,3,12.07,0.28933665680964477,0.21222439387496464,0.12735172912721904,0.14986008376647014,0.08711386188407924,0.2208796721167753,-0.13376581023269607,True
12,1,Ob1.txt,64.34,low_to_high,4,12.17,0.3150435170134234,0.11275191924016664,0.2664364177667564,0.12470387968088475,0.08711386188407924,0.2208796721167753,-0.13376581023269607,True
12,1,Ob1.txt,64.34,low_to_high,5,11.97,0.31774164708459074,0.11329025140735981,0.25806797201461573,0.1467173985877248,0.08711386188407924,-0.4265690100146857,0.5136828718987649,True
13,1,Ob1.txt,65.08,high_to_low,1,70.77,0.33033729379311955,0.11923106800915162,0.009958074904426684,0.3079082928992928,1.1186828673828686,0.2891725280507929,0.8295103393320757,True
13,1,Ob1.txt,65.08,high_to_low,2,11.07,0.4023847994720301,0.3519374339365437,0.11581235037463333,0.1569747398182586,1.1186828673828686,-0.3311526819386128,1.4498355493214814,True
13,1,Ob1.txt,65.08,high_to_low,3,58.77,0.40255721238590575,0.37901028471365433,0.09268165839345643,0.09906373464908613,1.1186828673828686,-0.0389267535650304,1.157609620947899,True
13,1,Ob1.txt,65.08,high_to_low,4,10.77,0.4925117180957116,0.33130578318086157,0.27607520155942533,0.23787970400273395,1.1186828673828686,-0.4876111421437211,1.6062940095265896,True
13,1,Ob1.txt,65.08,high_to_low,5,71.17,0.5031047401905381,0.13749533042480516,0.11313316515802307,0.4705425598762454,1.1186828673828686,2.340493889719605,-1.2218110223367364,True
14,1,Ob1.txt,66.91,high_to_low,1,70.77,0.14221569838213877,0.08906157609534482,0.0804014819455755,0.07634750965609727,1.540046707809873,0.2891725280507929,1.25087417975908,True
14,1,Ob1.txt,66.91,high_to_low,2,71.17,0.26296342409191625,0.10732583851099836,0.022773608308020887,0.23898177663304987,1.540046707809873,2.340493889719605,-0.8004471819097321,True
14,1,Ob1.txt,66.91,high_to_low,3,92.77,0.3481641534972304,0.015700801463274322,0.03236078105207674,0.34630123081437847,1.540046707809873,2.259759303127417,-0.7197125953175438,True
14,1,Ob1.txt,66.91,high_to_low,4,58.27,0.3537874735390887,0.10374708477125386,0.15414651102953103,0.3010663913027496,1.540046707809873,0.188599122034969,1.351447585774904,True
14,1,Ob1.txt,66.91,high_to_low,5,10.77,0.35385490722537455,0.30113629126705477,0.18571564470942314,0.006318920759538438,1.540046707809873,-0.4876111421437211,2.027657849953594,True
15,1,Ob1.txt,67.37,low_to_high,1,92.47,0.1089328696521732,0.0019341791913331935,0.10889434238402884,0.0021566729615474494,-0.0642503179426873,0.3022890568340967,-0.366539374776784,True
15,1,Ob1.txt,67.37,low_to_high,2,69.07,0.16330417895811905,0.025965023947080473,0.003267619295571955,0.16119365701153415,-0.0642503179426873,-1.3024698144158633,1.238219496473176,True
15,1,Ob1.txt,67.37,low_to_high,3,6.97,0.2373250838109879,0.19961633388166244,0.12356301761174593,0.03476629592315597,-0.0642503179426873,-0.9791433933797318,0.9148930754370445,True
15,1,Ob1.txt,67.37,low_to_high,4,107.57,0.27584016449493987,0.0068777949999877935,0.26189823891128217,0.08631225138821588,-0.0642503179426873,0.6789517166636451,-0.7432020346063324,True
15,1,Ob1.txt,67.37,low_to_high,5,52.67,0.32355915380492095,0.022432796696759877,0.3153310115441587,0.06894670986969542,-0.0642503179426873,-0.6475004470123991,0.5832501290697117,True
16,1,Ob1.txt,68.17,low_to_high,1,17.87,0.08475354383464197,0.05650581738089487,0.0029143181979461863,0.06310120873714431,0.3480144006355908,0.3660705877382758,-0.018056187102684973,True
16,1,Ob1.txt,68.17,low_to_high,2,109.67,0.23462463946099046,0.06061860336811446,0.18972242376950677,0.12401414551139993,0.3480144006355908,0.973943156239367,-0.6259287556037763,True
16,1,Ob1.txt,68.17,low_to_high,3,26.27,0.23569859933538345,0.21320128361297502,0.08734903983925002,0.04969092103797751,0.3480144006355908,0.4640451708437697,-0.11603077020817892,True
16,1,Ob1.txt,68.17,low_to_high,4,11.27,0.28742254880377877,0.02514801231719647,0.2849324126772247,0.028157046068265607,0.3480144006355908,-0.3311526819386128,0.6791670825742036,True
16,1,Ob1.txt,68.17,low_to_high,5,91.27,0.31784754700207224,0.025111995747784378,0.18278386330633928,0.258817522821789,0.3480144006355908,1.4396963642615483,-1.0916819636259576,True
17,1,Ob1.txt,78.29,high_to_low,1,6.97,0.16705483505364374,0.027269133243964128,0.02227409847208972,0.16330210293862937,0.570856246081807,-0.9791433933797318,1.5499996394615387,True
17,1,Ob1.txt,78.29,high_to_low,2,69.07,0.22592860570665335,0.20092044317854607,0.09802129984408425,0.03265784999606075,0.570856246081807,-1.3024698144158633,1.8733260604976703,True
17,1,Ob1.txt,78.29,high_to_low,3,69.17,0.27731533779678086,0.2243074771613881,0.019662323576631557,0.1618744738938288,0.570856246081807,-1.3024698144158633,1.8733260604976703,True
17,1,Ob1.txt,78.29,high_to_low,4,92.47,0.3354208095654957,0.22881964631695975,0.21018326152368505,0.12637913405392595,0.570856246081807,0.3022890568340967,0.2685671892477103,True
17,1,Ob1.txt,78.29,high_to_low,5,93.27,0.3370745395605861,0.031102011656025705,0.07625229509812026,0.3268600581031563,0.570856246081807,1.0420934005624505,-0.4712371544806435,True
18,1,Ob1.txt,81.2,high_to_low,1,52.27,1.7509372390343143,0.3025989410431791,1.679170100035213,0.3931957159791891,0.8632358715403224,-1.4607686825829296,2.324004554123252,False
18,1,Ob1.txt,81.2,high_to_low,2,49.47,1.935177687886669,0.2259379924114623,1.5872619557470449,1.0837269910441187,0.8632358715403224,-0.5390752166865024,1.4023110882268248,False
18,1,Ob1.txt,81.2,high_to_low,3,58.37,1.9367396623658693,0.2743815263718957,1.9031636956407467,0.23161011498193496,0.8632358715403224,0.4384739386613364,0.42476193287898606,False
18,1,Ob1.txt,81.2,high_to_low,4,28.37,1.9649499323981807,0.8996992977850674,1.7089853285090801,0.36185433165485714,0.8632358715403224,0.922258442775918,-0.05902257123559551,False
18,1,Ob1.txt,81.2,high_to_low,5,28.47,2.0206879379525073,0.30643313791836235,1.8387209576234482,0.7799895605510192,0.8632358715403224,-0.1806024674518328,1.0438383389921553,False
19,1,Ob1.txt,85.35,high_to_low,1,28.47,0.2484213356868468,0.008285462495311646,0.24809648291557784,0.009625294831650602,0.06268523128495262,-0.1806024674518328,0.24328769873678543,True
19,1,Ob1.txt,85.35,high_to_low,2,28.27,0.29399855601402725,0.18023372631222973,0.21375362000510045,0.09088643888202748,0.06268523128495262,0.922258442775918,-0.8595732114909653,True
19,1,Ob1.txt,85.35,high_to_low,3,41.27,0.2971425821696266,0.031198643673594734,0.26255921171193997,0.13558399284785067,0.06268523128495262,1.364247698532778,-1.3015624672478254,True
19,1,Ob1.txt,85.35,high_to_low,4,49.57,0.31976157449351783,0.20460265691909063,0.2427619032692272,0.0381034857371976,0.06268523128495262,-0.8292466861849673,0.89193191746992,True
19,1,Ob1.txt,85.35,high_to_low,5,2.07,0.33437654817612217,0.26226137508614167,0.09556754784367705,0.18410184927710843,0.06268523128495262,-0.7432335316904882,0.8059187629754408,True
20,1,Ob1.txt,88.49,low_to_high,1,103.37,0.20105545544558642,0.09075062265485104,0.1521582997781138,0.09505510223456015,-1.270418746951907,-0.5297475948903405,-0.7406711520615665,True
20,1,Ob1.txt,88.49,low_to_high,2,4.17,0.21726705202618463,0.10204459132341046,0.04895111312441691,0.185460674542253,-1.270418746951907,0.4620143070428543,-1.7324330539947614,True
20,1,Ob1.txt,88.49,low_to_high,3,69.97,0.2968186089817703,0.026834396025086082,0.2455938248172217,0.16451405727016072,-1.270418746951907,1.0168245486725034,-2.2872432956244104,True
20,1,Ob1.txt,88.49,low_to_high,4,17.87,0.31091913252698244,0.07729529102904369,0.11275337040267874,0.2792540463787464,-1.270418746951907,0.3660705877382758,-1.6364893346901828,True
20,1,Ob1.txt,88.49,low_to_high,5,86.57,0.355137438546424,0.3103115061323276,0.16626525114606527,0.046746504473995754,-1.270418746951907,0.3579647701260418,-1.6283835170779488,True
21,1,Ob1.txt,89.61,high_to_low,1,62.07,0.1605030889919046,0.0544064693174634,0.14837277277244632,0.02804813669688555,-0.066087585281936,0.7109425814634055,-0.7770301667453415,True
21,1,Ob1.txt,89.61,high_to_low,2,71.77,0.16861362236877633,0.02153069393680951,0.003757854140926331,0.16719109246360964,-0.066087585281936,-0.3720836535890142,0.30599606830707815,True
21,1,Ob1.txt,89.61,high_to_low,3,93.47,0.17358404349112097,0.017825421061144042,0.12527884328839634,0.11882291842503168,-0.066087585281936,0.6978656598123707,-0.7639532450943067,True
21,1,Ob1.txt,89.61,high_to_low,4,92.87,0.19860680131711808,0.019912503278235127,0.10206306368737128,0.1692078153436155,-0.066087585281936,-0.117878747550275,0.05179116226833899,True
21,1,Ob1.txt,89.61,high_to_low,5,92.57,0.2691190218451108,0.1236671493538603,0.23200803920441093,0.05747829011099537,-0.066087585281936,0.7200061468373158,-0.7860937321192518,True
22,1,Ob1.txt,90.05,low_to_high,1,17.27,0.3637467199283913,0.06342725595464432,0.11959334539020551,0.3376182625378944,-0.19874721935757758,0.092342534249246,-0.2910897536068236,True
22,1,Ob1.txt,90.05,low_to_high,2,17.17,0.45173474967866095,0.42466767318648657,0.15135435760882054,0.028522094075280613,-0.19874721935757758,0.424867863701508,-0.6236150830590855,True
22,1,Ob1.txt,90.05,low_to_high,3,69.67,0.4540433142672763,0.42091276552131274,0.07969982965019232,0.15045169392779645,-0.19874721935757758,-1.3675789822936597,1.168831762936082,True
22,1,Ob1.txt,90.05,low_to_high,4,69.57,0.5001923183988914,0.379436250390363,0.2738581541855965,0.17669804373851394,-0.19874721935757758,-1.3675789822936597,1.168831762936082,True
22,1,Ob1.txt,90.05,low_to_high,5,61.37,0.5023820554095847,0.00787135080043791,0.21770891198486303,0.4526904031195079,-0.19874721935757758,0.6024445037065822,-0.8011917230641598,True
23,1,Ob1.txt,96.94,low_to_high,1,1.17,0.27113505070183636,0.05210395018841363,0.2608010678374228,0.05274653646174954,-0.1463645023013189,-0.9434890047228272,0.7971245024215082,True
23,1,Ob1.txt,96.94,low_to_high,2,91.17,0.2766516979646666,0.07929143665993199,0.16940573600011885,0.20383995356503382,-0.1463645023013189,0.4865528207532116,-0.6329173230545305,True
23,1,Ob1.txt,96.94,low_to_high,3,91.57,0.29597095164620246,0.20303520101396777,0.20016374789635713,0.07943541650712238,-0.1463645023013189,0.4173812663132542,-0.563745768614573,True
23,1,Ob1.txt,96.94,low_to_high,4,106.97,0.3012758772563019,0.25252032211299646,0.04848050550114938,0.15700408186686043,-0.1463645023013189,0.7385673367321423,-0.8849318390334612,True
23,1,Ob1.txt,96.94,low_to_high,5,40.97,0.3527807051047386,0.029692794936962086,0.3502247352436988,0.030252250271824876,-0.1463645023013189,0.0878208797984342,-0.2341853820997531,True
24,1,Ob1.txt,99.22,high_to_low,1,35.37,0.10667173988752324,0.004949881704853444,0.106409944580522,0.005593072153084404,0.0435977567491205,-0.2723416847624694,0.3159394415115899,True
24,1,Ob1.txt,99.22,high_to_low,2,103.27,0.28019338549510353,0.08671894877014297,0.2486354672579042,0.09575260633973712,0.0435977567491205,1.1117950462014614,-1.0681972894523408,True
24,1,Ob1.txt,99.22,high_to_low,3,47.97,0.2865744798868375,0.06197461352657398,0.09867060091242408,0.2618170970663,0.0435977567491205,1.5058286488168016,-1.462230892067681,True
24,1,Ob1.txt,99.22,high_to_low,4,25.87,0.30777836026724487,0.24227314253071483,0.05442002980607863,0.18185077347372333,0.0435977567491205,-0.1714011675125234,0.2149989242616439,True
24,1,Ob1.txt,99.22,high_to_low,5,35.27,0.31727020367685566,0.018429441755896364,0.16393989049230173,0.2710063654660008,0.0435977567491205,-0.2723416847624694,0.3159394415115899,True
25,1,Ob1.txt,99.49,low_to_high,1,4.17,0.23849308890039583,0.20021174599919403,0.056541901588567534,0.11660713349514717,-1.1139457282290912,0.4620143070428543,-1.5759600352719456,True
25,1,Ob1.txt,99.49,low_to_high,2,40.67,0.24764254978094294,0.23331142989602652,0.06671106623134981,0.049419052845585454,-1.1139457282290912,-0.4031292805699719,-0.7108164476591193,True
25,1,Ob1.txt,99.49,low_to_high,3,86.67,0.24897935348208602,0.13170328692538102,0.203053254556033,0.058432341110134844,-1.1139457282290912,-0.5315386560502691,-0.5824070721788221,True
25,1,Ob1.txt,99.49,low_to_high,4,40.47,0.29543410088025535,0.007754528507919162,0.29521721590376004,0.008244433551037655,-1.1139457282290912,0.1128028599341425,-1.2267485881632336,True
25,1,Ob1.txt,99.49,low_to_high,5,103.77,0.374923942259789,0.33869562264331277,0.09805648803305667,0.1274290502063924,-1.1139457282290912,0.4730744297578988,-1.58702015798699,True
26,1,Ob1.txt,102.32,high_to_low,1,41.47,0.27132034559813045,0.10070310253642197,0.23387598666598686,0.09367837496476428,0.976199910901499,1.1011574677695122,-0.12495755686801313,True
26,1,Ob1.txt,102.32,high_to_low,2,49.67,0.29360822410640103,0.21590328861049302,0.10554362189841593,0.16867751215456372,0.976199910901499,-0.8292466861849673,1.8054465970864664,True
26,1,Ob1.txt,102.32,high_to_low,3,50.17,0.348868668019282,0.007040621124693058,0.3353674107287933,0.09585654386003806,0.976199910901499,-0.0351199205788493,1.0113198314803484,True
26,1,Ob1.txt,102.32,high_to_low,4,92.17,0.3588100165415901,0.34920303477523695,0.07822947327539775,0.026115474060309007,0.976199910901499,-0.2877695708304361,1.2639694817319351,True
26,1,Ob1.txt,102.32,high_to_low,5,10.47,0.4262024529818267,0.21385258882956887,0.02662751179615208,0.36770446936930656,0.976199910901499,0.1527658687520633,0.8234340421494357,True
27,1,Ob1.txt,106.2,low_to_high,1,50.77,0.20448817085956617,0.12927135075270788,0.1512111421614324,0.04732357110676012,-1.0166036858096783,0.4708034483951714,-1.4874071342048496,True
27,1,Ob1.txt,106.2,low_to_high,2,82.27,0.2095475899019636,0.03380686410297948,0.1413762937084102,0.15093055340293934,-1.0166036858096783,1.0489255001752549,-2.065529185984933,True
27,1,Ob1.txt,106.2,low_to_high,3,48.37,0.21060766719781746,0.011022087414664011,0.05337554023989832,0.20343341607422594,-1.0166036858096783,-0.0946944254180812,-0.9219092603915972,True
27,1,Ob1.txt,106.2,low_to_high,4,65.87,0.2611319243381178,0.11547696578059549,0.07525772221238425,0.221790954572181,-1.0166036858096783,0.2895695805406737,-1.306173266350352,True
27,1,Ob1.txt,106.2,low_to_high,5,81.97,0.3139715566953653,0.3104994498005206,0.03187030909204758,0.03394868901242496,-1.0166036858096783,-1.1752157752970658,0.15861208948738748,True
28,1,Ob1.txt,108.33,high_to_low,1,52.17,0.1929448152502259,0.19114911916183777,0.002660340632260949,0.026127352780518996,-0.07763112957459806,-1.4607686825829296,1.3831375530083316,True
28,1,Ob1.txt,108.33,high_to_low,2,104.57,0.203369599788765,0.18377489575793335,0.08534016172141867,0.017408004043120102,-0.07763112957459806,0.7897415652733311,-0.8673726948479291,True
28,1,Ob1.txt,108.33,high_to_low,3,49.57,0.22557969438885284,0.12246126780758673,0.12792651731183158,0.13972917582234723,-0.07763112957459806,-0.8292466861849673,0.7516155566103693,True
28,1,Ob1.txt,108.33,high_to_low,4,77.47,0.22646735280843946,0.10795250304822485,0.18664227034777103,0.06927035363786416,-0.07763112957459806,0.3314059316890543,-0.40903706126365236,True
28,1,Ob1.txt,108.33,high_to_low,5,41.27,0.2656228958515957,0.050942745437909165,0.10812920886911881,0.23720968293300027,-0.07763112957459806,1.364247698532778,-1.441878828107376,True
29,2,Ob2.txt,2.23,low_to_high,1,97.27,0.4805580716523587,0.21004803707626418,0.26022571863893496,0.3451064440277691,1.8237201872491562,0.4258649567513274,1.3978552304978287,True
29,2,Ob2.txt,2.23,low_to_high,2,36.57,0.5293571840325622,0.1389328046323737,0.282208493759842,0.42576410150888455,1.8237201872491562,0.4143543138285419,1.4093658734206143,True
29,2,Ob2.txt,2.23,low_to_high,3,0.67,0.5379235196832386,0.005999058209926578,0.39692167767365827,0.36301364453932855,1.8237201872491562,0.4844266746164404,1.339293512632716,True
29,2,Ob2.txt,2.23,low_to_high,4,116.67,0.5404654850650884,0.4255748507748862,0.05291095971648474,0.3289215974612417,1.8237201872491562,0.7702537520014141,1.053466435247742,True
29,2,Ob2.txt,2.23,low_to_high,5,90.17,0.5459482168866777,0.5154316458948213,0.14979451933087184,0.09975608207187914,1.8237201872491562,1.3835277165933713,0.44019247065578493,True
30,2,Ob2.txt,5.21,low_to_high,1,87.47,0.0690220796046412,0.04724937556977749,0.010730183533840032,0.04915696433411698,0.3017179482054369,-0.8128722432859179,1.1145901914913547,True
30,2,Ob2.txt,5.21,low_to_high,2,63.97,0.17161623091700506,0.12288997520934745,0.10146529871692027,0.06367870808591292,0.3017179482054369,-0.9070617388459882,1.2087796870514251,True
