variable,family,event_type,relative_time_sec,median_resid_z,q25_resid_z,q75_resid_z,n_events
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,-0.25,0.02496022674653089,-0.6397280064999062,0.6971828572722689,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,-0.2,-0.04673549587332147,-0.6762720859947677,0.7381234752912633,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,-0.15,0.008223046055481,-0.6226242949728024,0.733977358537482,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,-0.1,0.03885728812205911,-0.5553993563230226,0.783630249565546,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,-0.05,0.018420705448518163,-0.6382169099056432,0.8290416598016093,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,-0.0,0.03771826042445939,-0.5911246960688402,0.7217518314415552,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.05,0.01589211557126776,-0.6405683129760358,0.7518464655904626,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.1,0.0030748679624753783,-0.5834345347713403,0.7158633506017158,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.15,0.036079211000166374,-0.5981629809847602,0.6487588515932683,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.2,0.02537745556916124,-0.604002183162734,0.6934035455886812,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.25,0.0013036568529452494,-0.7006569704792054,0.7686508016681983,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.3,0.004064646400388934,-0.6023148449002304,0.6852956267694338,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.35,-0.055578252698124775,-0.7006968271180247,0.706425976295487,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.4,-0.028574323692340038,-0.6986305228251715,0.6128908735223588,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.45,-0.10467114545170594,-0.6744522035733733,0.6753160095666424,750
knn_resid_tangential_cov_cumulant,empirical_cumulant,high_to_low,0.5,0.04097979582409879,-0.6745267600374785,0.7077310892323514,750
