ob,variable,event_type,relative_time_sec,median_value_z,q25_value_z,q75_value_z,n_events
19,shell_edge_minus_core,high_to_low,-0.5,-0.23149043758051055,-0.743962778443555,0.5795537827271608,71
19,shell_edge_minus_core,low_to_high,-0.5,0.11274720221368056,-0.4643313549407607,0.7684107037650117,72
19,shell_edge_minus_core,high_to_low,-0.45,-0.1354410479672093,-0.8433171422921344,0.6797785081442829,71
19,shell_edge_minus_core,low_to_high,-0.45,0.12661689189030206,-0.2875398850579693,0.780230396908026,72
19,shell_edge_minus_core,high_to_low,-0.4,-0.08366091451940366,-0.8129911583781579,0.5679180143500223,71
19,shell_edge_minus_core,low_to_high,-0.4,0.01491277563473549,-0.5826171248315566,0.7319800182927441,72
19,shell_edge_minus_core,high_to_low,-0.35,-0.127931786662553,-0.5451562681952631,0.5226623847525311,71
19,shell_edge_minus_core,low_to_high,-0.35,0.17164441750580803,-0.26438122907038564,0.8319988958652516,72
19,shell_edge_minus_core,high_to_low,-0.3,-0.11290740494154461,-0.819320956443963,0.6087618601146991,71
19,shell_edge_minus_core,low_to_high,-0.3,0.1308863982786728,-0.4623631193270478,0.7237894452877784,72
19,shell_edge_minus_core,high_to_low,-0.25,-0.1054730172158442,-0.6419791846046032,0.6543780465809721,71
19,shell_edge_minus_core,low_to_high,-0.25,0.14025540923374497,-0.6320938389334139,0.7330978731188661,72
19,shell_edge_minus_core,high_to_low,-0.2,0.00225554697673222,-0.8143537538388412,0.6132737221513498,71
19,shell_edge_minus_core,low_to_high,-0.2,0.0069357440708505596,-0.5178046277054928,0.8562245028646104,72
19,shell_edge_minus_core,high_to_low,-0.15,-0.031833504010869484,-0.6119776405061493,0.55195984926358,71
19,shell_edge_minus_core,low_to_high,-0.15,-0.028947971675688106,-0.4795850663051016,0.7816086917110336,72
19,shell_edge_minus_core,high_to_low,-0.1,-0.020355063351180244,-0.7964935004962804,0.6402662843722038,71
19,shell_edge_minus_core,low_to_high,-0.1,-0.048016441053501474,-0.5830746447509755,0.5464502203732384,72
19,shell_edge_minus_core,high_to_low,-0.05,0.0956627222762215,-0.7748863309059294,0.8987750804151018,71
19,shell_edge_minus_core,low_to_high,-0.05,0.0352962951630135,-0.5451109038296826,0.5106413485450703,72
19,shell_edge_minus_core,high_to_low,-0.0,0.30241698741749967,-0.6993412586488819,0.9732598940473277,71
19,shell_edge_minus_core,low_to_high,-0.0,-0.012010501097117,-0.7312682659586607,0.7982943678088785,72
19,shell_edge_minus_core,high_to_low,0.05,0.2585009139342284,-0.4647269683336613,0.81382868354507,71
19,shell_edge_minus_core,low_to_high,0.05,0.02571270596272967,-0.5953579531768842,0.7239126483528375,72
19,shell_edge_minus_core,high_to_low,0.1,0.1429133477890922,-0.4286616318162517,0.7025328294776932,71
19,shell_edge_minus_core,low_to_high,0.1,-0.14131178338836653,-0.7443759443694087,0.6773579050752605,72
19,shell_edge_minus_core,high_to_low,0.15,0.009735898790722758,-0.4925481859891773,0.7945389394383522,71
19,shell_edge_minus_core,low_to_high,0.15,-0.000943462375313682,-0.5504054370555085,0.46922358644238726,72
19,shell_edge_minus_core,high_to_low,0.2,-0.1362898769982113,-0.9043975997118352,0.5027254097653809,71
19,shell_edge_minus_core,low_to_high,0.2,-0.11140495743162784,-0.7267264392529962,0.3470325036149119,72
19,shell_edge_minus_core,high_to_low,0.25,0.1498820026682301,-0.3491017141207139,0.776051835887962,71
19,shell_edge_minus_core,low_to_high,0.25,-0.17093061559123732,-0.7258806296716666,0.22353845303735764,72
19,shell_edge_minus_core,high_to_low,0.3,0.0725583320132336,-0.44258781569191674,0.9039547379260198,71
