ob,variable,n_events,phase,real_phase_aligned_z,null_phase_median_aligned_z,null_phase_abs_median_z,event_minus_null_phase_z,abs_event_minus_abs_null_z,p_null_abs_ge_real_abs,phase_gate
19,shell_edge_minus_core,143,early_pre,0.1192954357021138,0.01720687170796735,0.052323318204102034,0.10208856399414645,0.06697211749801177,0.025,False
19,shell_edge_minus_core,143,near_pre,0.019966250328478985,0.0009617479568453206,0.04395663921719066,0.019004502371633664,-0.023990388888711675,0.75,False
19,shell_edge_minus_core,143,near_post,-0.0840482695782693,-0.000262563755634446,0.03557832521718375,-0.08378570582263485,0.04846994436108555,0.15,False
19,shell_edge_minus_core,143,late_post,-0.022858571586358505,0.011981912663772534,0.03602474858671324,-0.03484048425013104,-0.013166177000354738,0.675,False
19,all_tangential,143,early_pre,-0.13659721722253176,0.0040513179899355,0.04111688349822869,-0.14064853521246726,0.09548033372430308,0.05,False
19,all_tangential,143,near_pre,-0.20970243093001814,0.007543858775585103,0.04352360183918677,-0.21724628970560325,0.16617882909083137,0.0,True
19,all_tangential,143,near_post,0.1529275815800053,-0.00726042085432037,0.03424132963879889,0.16018800243432568,0.11868625194120641,0.0,False
19,all_tangential,143,late_post,0.13350375240346313,-0.013978857683806108,0.04325181047799681,0.14748261008726923,0.09025194192546632,0.025,False
19,shell_core_tangential,143,early_pre,-0.1548540689606721,-0.0070670800067903355,0.05360830642153584,-0.14778698895388176,0.10124576253913627,0.025,False
19,shell_core_tangential,143,near_pre,-0.1887343327155184,0.010161579860497455,0.0495520883884947,-0.19889591257601585,0.1391822443270237,0.0,True
19,shell_core_tangential,143,near_post,0.13843074318523,-0.01273661854761389,0.04071140208049822,0.1511673617328439,0.09771934110473177,0.025,False
19,shell_core_tangential,143,late_post,0.05369001586656753,-0.018863137855169916,0.039418082637160484,0.07255315372173744,0.014271933229407043,0.35,False
19,shell_middle_tangential,143,early_pre,-0.1063852005387202,0.008061992308871224,0.021853901205126557,-0.11444719284759143,0.08453129933359366,0.175,False
19,shell_middle_tangential,143,near_pre,-0.08774868667998013,0.000576791694224893,0.0371863163601345,-0.08832547837420503,0.05056237031984563,0.25,False
19,shell_middle_tangential,143,near_post,0.13601895374421902,-0.021944829530831232,0.03625966278492882,0.15796378327505026,0.0997592909592902,0.0,False
19,shell_middle_tangential,143,late_post,0.06637853199412339,-0.0004960484122823947,0.043476629558234586,0.06687458040640579,0.0229019024358888,0.3,False
19,shell_edge_tangential,143,early_pre,-0.07151085158991305,0.026257529920954738,0.06420538053455023,-0.09776838151086778,0.007305471055362819,0.4,False
19,shell_edge_tangential,143,near_pre,-0.1988579686895573,0.02015747732162082,0.048933029815145745,-0.21901544601117812,0.14992493887441155,0.0,True
19,shell_edge_tangential,143,near_post,0.07482298248637725,-0.014634417666200347,0.033393075457832995,0.0894574001525776,0.04142990702854426,0.125,False
19,shell_edge_tangential,143,late_post,0.08705618167150934,-0.013007238500335958,0.029615473790591162,0.1000634201718453,0.05744070788091818,0.175,False
19,shell_radius_corr_tangential,143,early_pre,0.1644976256421454,0.01091719269422439,0.04584537394278558,0.153580432947921,0.11865225169935982,0.025,False
19,shell_radius_corr_tangential,143,near_pre,0.023600259120765184,-0.0010133484528186357,0.05852171226867596,0.024613607573583822,-0.03492145314791077,0.8,False
19,shell_radius_corr_tangential,143,near_post,-0.09624535272888063,0.014091455631354576,0.03743348372233177,-0.11033680836023521,0.05881186900654886,0.15,False
19,shell_radius_corr_tangential,143,late_post,-0.038807400899584475,0.010992440325997173,0.026581758846666376,-0.04979984122558165,0.012225642052918099,0.325,False
19,density_dense_tangential,143,early_pre,-0.17392640825673478,0.0012802942839627296,0.04764142873519982,-0.1752067025406975,0.12628497952153495,0.0,True
19,density_dense_tangential,143,near_pre,-0.1445466242058994,0.012318293638994122,0.038224787911967276,-0.1568649178448935,0.10632183629393212,0.0,False
19,density_dense_tangential,143,near_post,0.16013058121845047,-0.01211416635190692,0.04125572884887023,0.1722447475703574,0.11887485236958024,0.0,False
19,density_dense_tangential,143,late_post,0.0088261167150512,-0.010449443691248436,0.030595222158539874,0.019275560406299637,-0.021769105443488673,0.9,False
19,density_sparse_minus_dense,143,early_pre,0.11620922775551756,-0.01364314982872282,0.04772261961947035,0.1298523775842404,0.0684866081360472,0.075,False
19,density_sparse_minus_dense,143,near_pre,-0.03192344089738289,0.008694862566261286,0.04677307566342892,-0.04061830346364417,-0.014849634766046033,0.55,False
19,density_sparse_minus_dense,143,near_post,-0.09218648403374688,7.080490719648183e-05,0.02454612175425143,-0.09225728894094336,0.06764036227949545,0.05,False
19,density_sparse_minus_dense,143,late_post,-0.020117865232873497,0.007728909144189104,0.04887911934358026,-0.0278467743770626,-0.028761254110706763,0.775,False
