variable,n_ob,n_events,real_median_pre_minus_baseline_z,real_sign_consistency_pre_minus_baseline_z,real_median_event_minus_baseline_z,real_sign_consistency_event_minus_baseline_z,real_median_post_minus_baseline_z,real_sign_consistency_post_minus_baseline_z,real_median_follow_minus_baseline_z,real_sign_consistency_follow_minus_baseline_z,real_median_post_minus_pre_z,real_sign_consistency_post_minus_pre_z,real_pre_to_post_abs_ratio
edge_minus_core_resid_tangential,19,1469,-0.06412895803634977,0.5789473684210527,-0.014214375606516897,0.5789473684210527,0.04635630449227096,0.7894736842105263,0.009178451415460948,0.5263157894736842,0.144208547458907,0.7368421052631579,1.3833923721646548
edge_minus_core_resid_speed,19,1469,-0.056106644152378905,0.5789473684210527,0.01708349348716469,0.5263157894736842,0.00968023795040419,0.631578947368421,-0.02694015874241973,0.5263157894736842,0.11718395369360156,0.631578947368421,5.795998449607969
