variable,n_ob,n_events,null_median_pre_minus_baseline_z,null_sign_consistency_pre_minus_baseline_z,null_median_event_minus_baseline_z,null_sign_consistency_event_minus_baseline_z,null_median_post_minus_baseline_z,null_sign_consistency_post_minus_baseline_z,null_median_follow_minus_baseline_z,null_sign_consistency_follow_minus_baseline_z,null_median_post_minus_pre_z,null_sign_consistency_post_minus_pre_z,null_pre_to_post_abs_ratio,replicate
edge_minus_core_resid_tangential,19,1471,0.044810468257188915,0.5789473684210527,-0.07678721406812983,0.6842105263157895,-0.03297751542371363,0.5789473684210527,0.057352495077812315,0.5789473684210527,-0.02030412906637502,0.5789473684210527,1.3588188097689853,19
edge_minus_core_resid_speed,19,1471,0.018292896448499768,0.5789473684210527,-0.06392164567511643,0.6842105263157895,-0.05345831758868724,0.631578947368421,0.015013185591629785,0.5789473684210527,-0.03728800292687025,0.631578947368421,0.34218990184552456,19
edge_minus_core_resid_tangential,19,1469,-0.09602966529135315,0.6842105263157895,-0.0423322051219302,0.5789473684210527,0.006337097764662847,0.5263157894736842,-0.06485035489199711,0.5263157894736842,0.028316186428805665,0.5263157894736842,15.153571691261769,20
edge_minus_core_resid_speed,19,1469,-0.07143197108777488,0.631578947368421,0.0018246979968343235,0.5263157894736842,-0.010551844430999185,0.5263157894736842,-0.019111684795478867,0.6842105263157895,0.11330791974490667,0.631578947368421,6.769619430506594,20
edge_minus_core_resid_speed,19,1468,0.06221017057047426,0.5263157894736842,0.01179218610265323,0.5263157894736842,-0.025081480689422397,0.5263157894736842,-0.031083031615766032,0.5789473684210527,-0.0590725777150471,0.5263157894736842,2.480322886069088,21
edge_minus_core_resid_tangential,19,1468,-0.08061032166776745,0.5789473684210527,0.0003745091162262876,0.5263157894736842,-0.025602463148631016,0.5263157894736842,0.005646160106256182,0.5263157894736842,0.047745497076039006,0.5789473684210527,3.148537748098575,21
edge_minus_core_resid_tangential,19,1463,-0.020657079529107114,0.5789473684210527,-0.048618126367508195,0.6842105263157895,-0.030804448918164404,0.5263157894736842,0.009081041973015513,0.5263157894736842,0.025885401268573666,0.5789473684210527,0.6705875370140542,22
edge_minus_core_resid_speed,19,1463,-0.04537214424330613,0.5789473684210527,-0.03423069384096203,0.5789473684210527,-0.03813457567047397,0.5789473684210527,-0.0003718505448707665,0.5263157894736842,-0.05339539000747878,0.6842105263157895,1.1897901955268355,22
edge_minus_core_resid_tangential,19,1468,0.012241509105886374,0.5263157894736842,-0.008421944564293044,0.5263157894736842,0.01271771989649223,0.5789473684210527,0.037801683175527234,0.5789473684210527,-0.03721409013184737,0.631578947368421,0.9625553326789967,23
edge_minus_core_resid_speed,19,1468,-0.05013400050437883,0.6842105263157895,0.0566536549816577,0.631578947368421,-0.05326498413927072,0.631578947368421,-0.019449907453917142,0.631578947368421,-0.016403573567752974,0.5263157894736842,0.9412187258573966,23
edge_minus_core_resid_tangential,19,1468,0.018827142751213957,0.5263157894736842,0.04394440931343052,0.5263157894736842,0.043044264296903334,0.631578947368421,-0.027487289360730756,0.5263157894736842,-0.04537375373496885,0.5789473684210527,0.437390278559562,24
edge_minus_core_resid_speed,19,1468,0.02910679546223699,0.631578947368421,0.05413961213969698,0.5263157894736842,0.03980636649216407,0.631578947368421,0.03134389052410158,0.631578947368421,0.020257489427986636,0.5789473684210527,0.7312095533252626,24
