variable,n_ob,n_events,real_pre_to_post_abs_ratio,real_pre_minus_baseline_z,null_median_pre_minus_baseline_z,real_minus_null_pre_minus_baseline_z,p_null_ge_real_pre_minus_baseline_z,sign_consistency_pre_minus_baseline_z,gate_pre_minus_baseline_z,real_event_minus_baseline_z,null_median_event_minus_baseline_z,real_minus_null_event_minus_baseline_z,p_null_ge_real_event_minus_baseline_z,sign_consistency_event_minus_baseline_z,gate_event_minus_baseline_z,real_post_minus_baseline_z,null_median_post_minus_baseline_z,real_minus_null_post_minus_baseline_z,p_null_ge_real_post_minus_baseline_z,sign_consistency_post_minus_baseline_z,gate_post_minus_baseline_z,real_follow_minus_baseline_z,null_median_follow_minus_baseline_z,real_minus_null_follow_minus_baseline_z,p_null_ge_real_follow_minus_baseline_z,sign_consistency_follow_minus_baseline_z,gate_follow_minus_baseline_z,real_post_minus_pre_z,null_median_post_minus_pre_z,real_minus_null_post_minus_pre_z,p_null_ge_real_post_minus_pre_z,sign_consistency_post_minus_pre_z,gate_post_minus_pre_z,pretrigger_gate,event_or_post_gate
edge_minus_core_resid_speed,19,1469,5.795998449607969,-0.056106644152378905,-0.0025869070119188525,-0.05351973714046005,0.8074534161490683,0.5789473684210527,False,0.01708349348716469,0.005893999018472915,0.011189494468691774,0.4161490683229814,0.5263157894736842,False,0.00968023795040419,0.00014590195856511307,0.009534335991839078,0.391304347826087,0.631578947368421,False,-0.02694015874241973,0.0052528229242957275,-0.032192981666715456,0.7577639751552795,0.5263157894736842,False,0.11718395369360156,0.0006504934940116912,0.11653346019958986,0.018633540372670808,0.631578947368421,False,False,False
edge_minus_core_resid_tangential,19,1469,1.3833923721646548,-0.06412895803634977,0.0026250833492572623,-0.06675404138560703,0.8819875776397516,0.5789473684210527,False,-0.014214375606516897,-0.005042255086695327,-0.00917212051982157,0.5590062111801242,0.5789473684210527,False,0.04635630449227096,-0.007580656214163633,0.0539369607064346,0.10559006211180125,0.7894736842105263,False,0.009178451415460948,-0.0038965579994879596,0.013075009414948907,0.40372670807453415,0.5263157894736842,False,0.144208547458907,-0.0023878041923532274,0.14659635165126023,0.006211180124223602,0.7368421052631579,True,False,False
