ob,variable,event_type,relative_time_sec,median_value_z,q25_value_z,q75_value_z,n_events
14,shell_edge_minus_core,high_to_low,-0.5,-0.1221083890283432,-0.6032633626164119,0.5725508424936502,25
14,shell_edge_minus_core,low_to_high,-0.5,-0.31855352496654,-0.7227330352847869,0.5077504059266347,22
14,shell_edge_minus_core,high_to_low,-0.45,-0.13343125035283004,-0.6691853267908241,0.6167730145500294,25
14,shell_edge_minus_core,low_to_high,-0.45,0.2466042992421973,-0.3731060843930671,0.6182947045569035,22
14,shell_edge_minus_core,high_to_low,-0.4,0.0663043323076962,-0.5287682311813,0.8566119659330663,25
14,shell_edge_minus_core,low_to_high,-0.4,-0.2542229595989917,-0.6709048452054956,0.2076337765574457,22
14,shell_edge_minus_core,high_to_low,-0.35,-0.02213300387433459,-0.3297765704111603,0.6836716170244808,25
14,shell_edge_minus_core,low_to_high,-0.35,-0.34097389436429615,-0.5969724449734404,0.33950791253830753,22
14,shell_edge_minus_core,high_to_low,-0.3,0.27821449438775653,-0.2925602481341191,0.6561085331730182,25
14,shell_edge_minus_core,low_to_high,-0.3,-0.2515710794118566,-0.7253775241844256,0.42135695485424646,22
14,shell_edge_minus_core,high_to_low,-0.25,0.5412953503925481,-0.4123876411739882,0.8415407426900486,25
14,shell_edge_minus_core,low_to_high,-0.25,0.09299818735622671,-0.8109815231608346,0.496205477804314,22
14,shell_edge_minus_core,high_to_low,-0.2,0.09665182522862693,-0.5289323406341624,0.607398398733708,25
14,shell_edge_minus_core,low_to_high,-0.2,0.06748165536326273,-0.5729927855894481,0.601397960389219,22
14,shell_edge_minus_core,high_to_low,-0.15,-0.21519232639180091,-0.7787489239957293,0.5404641484149946,25
14,shell_edge_minus_core,low_to_high,-0.15,0.3003869689491262,-0.4397430869557474,1.3282268626375926,22
14,shell_edge_minus_core,high_to_low,-0.1,-0.17027751250971124,-0.8146994672037081,0.7454623815893604,25
14,shell_edge_minus_core,low_to_high,-0.1,0.04881378457595509,-0.711440113524082,1.0226077519692258,22
14,shell_edge_minus_core,high_to_low,-0.05,-0.0162984268656568,-0.5088048492695386,0.4325226516624867,25
14,shell_edge_minus_core,low_to_high,-0.05,0.339778246898621,-0.2840613465011093,0.5642118614872107,22
14,shell_edge_minus_core,high_to_low,-0.0,-0.17261504466944322,-0.9021147798039516,0.4763155742544716,25
14,shell_edge_minus_core,low_to_high,-0.0,-0.1509571867857894,-0.8477347315515567,0.542956444878178,22
14,shell_edge_minus_core,high_to_low,0.05,0.1210476366196341,-0.1986936083745264,0.7674995008351545,25
14,shell_edge_minus_core,low_to_high,0.05,-0.3199418702260047,-0.6640535303132636,0.4073783013114421,22
14,shell_edge_minus_core,high_to_low,0.1,0.17721427883559515,-0.5628376743854397,0.7484973649212974,25
14,shell_edge_minus_core,low_to_high,0.1,0.03496027758805338,-0.2548189676113687,0.4099562101033666,22
14,shell_edge_minus_core,high_to_low,0.15,-0.18649172068580766,-0.5966635486451025,0.5121954365065693,25
14,shell_edge_minus_core,low_to_high,0.15,0.14482151055293002,-0.8727058491926023,0.6051526096694058,22
14,shell_edge_minus_core,high_to_low,0.2,0.1454494563366823,-1.030049135247912,0.6560026446104383,25
14,shell_edge_minus_core,low_to_high,0.2,-0.2252222247265807,-0.8910262186555783,0.6957996638218129,22
14,shell_edge_minus_core,high_to_low,0.25,-0.20827425158235915,-0.7354472974447646,0.3304239096423708,25
14,shell_edge_minus_core,low_to_high,0.25,-0.11684724887847664,-0.7778226558021452,0.5100639993060699,22
14,shell_edge_minus_core,high_to_low,0.3,-0.07146363795051053,-0.973996704311279,0.470913625064181,25
14,shell_edge_minus_core,low_to_high,0.3,0.15315461511253875,-0.7454863507169125,0.5453919492978777,22
14,shell_edge_minus_core,high_to_low,0.35,0.025887983385359803,-0.3435191016670101,0.4316884581282055,25
14,shell_edge_minus_core,low_to_high,0.35,-0.04340771501473231,-0.4374740646063331,0.35750126778094654,22
14,shell_edge_minus_core,high_to_low,0.4,0.0297196705585329,-0.3582653126403898,0.5171244797826045,25
14,shell_edge_minus_core,low_to_high,0.4,0.43527421455683996,-0.3859149092397923,1.0898855900222029,22
14,shell_edge_minus_core,high_to_low,0.45,-0.1334425048661013,-0.908850712134288,0.8438240877075546,25
14,shell_edge_minus_core,low_to_high,0.45,0.048542732133760036,-0.30792700346295565,0.8206511744911256,22
14,shell_edge_minus_core,high_to_low,0.5,0.0510736819904764,-0.5514368818707558,0.5917154220306886,25
14,shell_edge_minus_core,low_to_high,0.5,0.1624570497396326,-0.771076582818927,1.0143337529399663,22
14,all_tangential,high_to_low,-0.5,-0.0472625302320766,-0.5701273763370707,0.3187200494870065,25
14,all_tangential,low_to_high,-0.5,-0.30785761913860715,-0.6942147682043582,0.3996999971199857,22
14,all_tangential,high_to_low,-0.45,-0.18479482184155235,-1.0643342370547744,0.3692368726876936,25
14,all_tangential,low_to_high,-0.45,-0.4471293416780696,-0.8731743108258702,-0.0136375311121117,22
14,all_tangential,high_to_low,-0.4,-0.17437772391410006,-0.7483718104318849,0.753041000431967,25
14,all_tangential,low_to_high,-0.4,-0.2001270866268226,-0.6530485275680478,0.3529653419335054,22
14,all_tangential,high_to_low,-0.35,-0.2982761674736587,-0.728363049271221,0.4543065615813259,25
14,all_tangential,low_to_high,-0.35,-0.28792959802058193,-0.7696979414267293,0.5529272983635654,22
14,all_tangential,high_to_low,-0.3,0.0477950448291711,-0.5463579250049726,0.6926137960133592,25
14,all_tangential,low_to_high,-0.3,-0.46952023172569535,-0.8853960127878625,0.42304202753797515,22
14,all_tangential,high_to_low,-0.25,-0.018619013605817858,-0.2171613586761781,0.4297705661735482,25
