replicate,ob,dataset,n_events,b3_event_direction_abs_z,k8_local_event_direction_abs_z,k8_local_non_event_direction_abs_median_z,k8_local_event_minus_non_event_direction_z,k8_p_non_event_direction_ge_event,k8_local_to_b3_direction_ratio,k8_pass,k10_local_event_direction_abs_z,k10_local_non_event_direction_abs_median_z,k10_local_event_minus_non_event_direction_z,k10_p_non_event_direction_ge_event,k10_local_to_b3_direction_ratio,k10_pass,both_pass,any_pass
5,1,Ob1.txt,28,0.49364311198054134,0.40867453454654845,0.12737619266573322,0.28129834188081526,0.0,0.827874479817836,True,0.33899110312610004,0.34895970485587846,-0.009968601729778426,0.5,0.6867129205268088,False,False,True
5,2,Ob2.txt,43,0.21143497866877148,0.29827481381844445,0.15749242094951404,0.1407823928689304,0.25,1.410716503468019,True,0.2950978711782304,0.3141519390126265,-0.019054067834396116,0.5,1.3956908787572135,False,False,True
5,3,Ob3.txt,40,0.30594714971313053,0.010365442171118427,0.29684617089576193,-0.2864807287246435,1.0,0.03387984552507687,False,0.2863448960525716,0.15400134215542965,0.13234355389714192,0.0,0.9359292816457389,True,False,True
5,4,Ob4.txt,58,0.1957995551701529,0.32964412957793265,0.1661092922637371,0.16353483731419555,0.25,1.683579563250114,True,0.6044149595897934,0.3241006458110835,0.2803143137787099,0.0,3.0869067044843246,True,True,True
5,5,Ob5.txt,93,0.08887249832079225,0.08674905170712012,0.13381866489432492,-0.047069613187204803,0.75,0.9761068198397284,False,0.14377634868208783,0.3415538006618898,-0.19777745197980195,0.75,1.6177822318341477,False,False,False
5,6,Ob6.txt,112,0.6382038637947233,0.3510185489720442,0.13420828350095704,0.21681026547108717,0.25,0.5500100655688736,True,0.24149400088022827,0.0784322443102064,0.16306175657002187,0.25,0.3783963316115307,True,True,True
5,7,Ob7.txt,33,0.30792094993102115,0.469520316376117,0.26718506214231136,0.20233525423380566,0.25,1.5248079628271365,True,0.03618190870346144,0.309710130371723,-0.2735282216682616,1.0,0.11750388764248332,False,False,True
5,8,Ob8.txt,84,0.09177987042180133,0.34622037603403155,0.134581367322723,0.21163900871130856,0.0,3.772290965795378,True,0.4127516752207967,0.28970195050194264,0.12304972471885406,0.25,4.4971917406711865,True,True,True
5,9,Ob9.txt,37,0.12766601714098658,0.48084822138166317,0.13287448288074477,0.3479737385009184,0.0,3.7664543168965916,True,0.4351272765989978,0.421670656225039,0.013456620373958783,0.5,3.408324990028237,False,False,True
5,10,Ob10.txt,36,0.19279540095865605,0.17541155929891197,0.3935588010652573,-0.21814724176634534,0.75,0.9098326953168766,False,0.19368617464461235,0.10918560990087957,0.08450056474373278,0.25,1.0046203056791139,True,False,True
5,11,Ob11.txt,119,0.014156424451401514,0.1809587488094111,0.06050218747759164,0.12045656133181945,0.0,12.782800447290617,True,0.3805962878681427,0.13633458977535212,0.24426169809279058,0.0,26.885057676443356,True,True,True
5,12,Ob12.txt,91,0.26330425276263175,0.0862737097223828,0.2673609689229605,-0.18108725920057772,0.75,0.3276578665828021,False,0.021857635620319407,0.3139522664767555,-0.2920946308564361,1.0,0.08301284689094643,False,False,False
